DIFF_CMD	*HASH_VALUE	title_id	name	women_name
DIFF SWAP 753 460				
DIFF CHANGED 460 	_F72B78A052A04DDB	Fyros_Artisan_Apprentice	Apprenti Artisan Fyros 	Apprentie Artisane Fyros 
DIFF SWAP 1766 461				
DIFF CHANGED 461 	_F13A34A752A035D7	Matis_Artisan_Apprentice	Apprenti Artisan Matis 	Apprentie Artisane Matis 
DIFF SWAP 1896 462				
DIFF CHANGED 462 	_D7157CC15C0669CB	Tryker_Artisan_Apprentice	Apprenti Artisan Tryker 	Apprentie Artisane Tryker 
DIFF SWAP 1913 463				
DIFF CHANGED 463 	_F1CBA0B4526707C3	Zorai_Artisan_Apprentice	Apprenti Artisan Zoraï 	Apprentie Artisane Zoraï 
DIFF SWAP 1781 464				
DIFF CHANGED 464 	_BA5834306E2070B0	Melee_Warrior_Apprentice	Apprenti Guerrier de Mêlée 	Apprentie Guerrière de Mêlée 
DIFF SWAP 1835 465				
DIFF CHANGED 465 	_1C02198C57B42A8E	Sniper_Apprentice	Apprenti Sniper 	Apprentie Sniper 
DIFF SWAP 751 466				
DIFF CHANGED 466 	_76CA54C7B85E21F4	Fyros_Armorer_Apprentice	Apprenti Armurier Fyros	Apprenti Armurier Fyros
DIFF SWAP 756 467				
DIFF CHANGED 467 	_E534877171A78595	Fyros_Jeweler_Apprentice	Apprenti Bijoutier Fyros	Apprentie Bijoutière Fyros
DIFF SWAP 557 468				
DIFF CHANGED 468 	_687F1E242A40234E	Fyros_Weapon_Smith_Apprentice	Apprenti Forgeron Fyros	Apprenti Forgeron Fyros
DIFF SWAP 765 469				
DIFF CHANGED 469 	_65BF28B111BF9A58	Fyros_Munitioner_Apprentice	Apprenti Forgeron/Munitions Fyros	Apprenti Forgeron/Munitions Fyros
DIFF SWAP 752 470				
DIFF CHANGED 470 	_53283BB2978F818B	Fyros_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Fyros	Apprenti Forgeron/Armes à Feu Fyros
DIFF SWAP 545 471				
DIFF CHANGED 471 	_B608DB98443FEF1B	Fyros_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Fyros	Apprenti Forgeron/Boucliers Fyros
DIFF SWAP 1765 472				
DIFF CHANGED 472 	_70D910CEB85E09F0	Matis_Armorer_Apprentice	Apprenti Armurier Matis	Apprenti Armurier Matis
DIFF SWAP 1768 473				
DIFF CHANGED 473 	_26542772F2C6A97D	Matis_Jeweler_Apprentice	Apprenti Bijoutier Matis	Apprentie Bijoutière Matis
DIFF SWAP 1773 474				
DIFF CHANGED 474 	_822A4EA8BDBEFE33	Matis_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes Matis	Apprenti Forgeron/Armes Matis
DIFF SWAP 1769 475				
DIFF CHANGED 475 	_639F70A7D3BF9A58	Matis_Munitioner_Apprentice	Apprenti Forgeron/Munitions Matis	Apprenti Forgeron/Munitions Matis
DIFF SWAP 1767 476				
DIFF CHANGED 476 	_13687BC0972F8973	Matis_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Matis	Apprenti Forgeron/Armes à Feu Matis
DIFF SWAP 1772 477				
DIFF CHANGED 477 	_B017979F443FD717	Matis_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Matis	Apprenti Forgeron/Boucliers Matis
DIFF SWAP 1895 478				
DIFF CHANGED 478 	_69EEDB1B180601DA	Tryker_Armorer_Apprentice	Apprenti Armurier Tryker	Apprenti Armurier Tryker
DIFF SWAP 1898 479				
DIFF CHANGED 479 	_831CA520595281FE	Tryker_Jeweler_Apprentice	Apprenti Bijoutier Tryker	Apprentie Bijoutière Tryker
DIFF SWAP 1903 480				
DIFF CHANGED 480 	_401C5CE185F60D3B	Tryker_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes Trykers	Apprenti Forgeron/Armes Trykers
DIFF SWAP 1899 481				
DIFF CHANGED 481 	_B76AAD020B48B78F	Tryker_Munitioner_Apprentice	Apprenti Forgeron/Munitions Trykers	Apprenti Forgeron/Munitions Trykers
DIFF SWAP 1897 482				
DIFF CHANGED 482 	_1C698F11A7FE97D5	Tryker_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Trykers	Apprenti Forgeron/Armes à Feu Trykers
DIFF SWAP 1902 483				
DIFF CHANGED 483 	_CDCD2F3DAD72A8AB	Tryker_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Trykers	Apprenti Forgeron/Boucliers Trykers
DIFF SWAP 1912 484				
DIFF CHANGED 484 	_706A7CDBB825DBDC	Zorai_Armorer_Apprentice	Apprenti Armurier Zoraï	Apprenti Armurier Zoraï
DIFF SWAP 1915 485				
DIFF CHANGED 485 	_673451779026D581	Zorai_Jeweler_Apprentice	Apprenti Bijoutier Zoraï	Apprentie Bijoutière Zoraï
DIFF SWAP 1920 486				
DIFF CHANGED 486 	_39FFFDFF77507EE9	Zorai_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes Zoraïs	Apprenti Forgeron/Armes Zoraïs
DIFF SWAP 1916 487				
DIFF CHANGED 487 	_09CB7CB49F3105B2	Zorai_Munitioner_Apprentice	Apprenti Forgeron/Munitions Zoraïs	Apprenti Forgeron/Munitions Zoraïs
DIFF SWAP 1914 488				
DIFF CHANGED 488 	_7C8DEC74BB6B633F	Zorai_Gun_Smith_Apprentice	Apprenti Forgeron/Armes à Feu Zoraïs	Apprenti Forgeron/Armes à Feu Zoraïs
DIFF SWAP 1919 489				
DIFF CHANGED 489 	_2E2688E2772531E4	Zorai_Shield_Smith_Apprentice	Apprenti Forgeron/Boucliers Zoraïs	Apprenti Forgeron/Boucliers Zoraïs
DIFF SWAP 1780 490				
DIFF CHANGED 490 	_55C9BA1AC87A2904	Melee_Warrior	Guerrier de Mêlée	Guerrière de Mêlée
DIFF SWAP 1803 491				
DIFF CHANGED 491 	_BE09EA16D611D6DE	Range_Fighter	Combattant à Distance	Combattante à Distance
DIFF SWAP 1733 492				
DIFF CHANGED 492 	_181A65577BF81C9B	Light_Armsman	Maître d'Armes Légères	Maître d'Armes Légères
DIFF SWAP 1683 493				
DIFF CHANGED 493 	_FCBA5545DDF858AE	Heavy_Armsman	Maître d'Armes Lourdes	Maître d'Armes Lourdes
DIFF SWAP 1673 494				
DIFF CHANGED 494 	_C9AB444C6EC52866	Gunman	Maître d'Armes à Feu	Maître d'Armes à Feu
DIFF SWAP 1687 495				
DIFF CHANGED 495 	_97E711B3BC2F4476	Heavy_Gunman	Maître d'Armes à Feu Lourdes	Maître d'Armes à Feu Lourdes
DIFF SWAP 1835 496				
DIFF CHANGED 496 	_E92EA28E3C2E54F7	Advanced_Gunman	Initié en Armes à Feu	Initiée en Armes à Feu
DIFF SWAP 756 497				
DIFF CHANGED 497 	_CA6BE5AF4CC52861	Advanced_Heavy_Gunman	Initié en Armes à Feu Lourdes	Initiée en Armes à Feu Lourdes
DIFF SWAP 1687 498				
DIFF CHANGED 498 	_66D9D47D23A9B09D	Bludgeoner	Matraqueur	Matraqueuse
DIFF SWAP 1827 499				
DIFF CHANGED 499 	_B027C07526886C9B	Skewerer	Embrocheur	Embrocheuse
DIFF SWAP 1828 500				
DIFF CHANGED 500 	_AC496C98A5599C88	Slasher	Entailleur	Entailleuse
DIFF SWAP 1834 501				
DIFF CHANGED 501 	_EBD8D88ADF8600C2	Smasher	Cogneur	Cogneuse
DIFF SWAP 1691 502				
DIFF CHANGED 502 	_E63AEC6C4CACD4A2	Impaler	Empaleur	Empaleuse
DIFF SWAP 1691 503				
DIFF CHANGED 503 	_6759807BA0150CD0	Cleaver	Fendeur	Fendeuse
DIFF SWAP 1835 504				
DIFF CHANGED 504 	_EC27F04BED74007E	Bowman	Archer	Archer
DIFF SWAP 1686 505				
DIFF CHANGED 505 	_6710339D5689E95C	Heavy_Bowman	Archer Lourd Maître	Archer Lourd Maître
DIFF SWAP 1800 506				
DIFF CHANGED 506 	_0B39E16F13969BAB	Pistoleer	Tireur Maître	Tireuse Maître
DIFF SWAP 1684 507				
DIFF CHANGED 507 	_8C40965B20B52E76	Heavy_Artilleryman	Artilleur Lourd	Artilleur Lourd
DIFF SWAP 1684 508				
DIFF CHANGED 508 	_BEDC54D580B584A2	Crossbowman	Archer Croisé	Archer Croisé
DIFF SWAP 1912 509				
DIFF CHANGED 509 	_AB79E08FAFD84894	Artilleryman	Artilleur	Artilleur
DIFF SWAP 1812 510				
DIFF CHANGED 510 	_EA3AF4306ED8B4A2	Rifleman	Fusilier	Fusilier
DIFF SWAP 1734 511				
DIFF CHANGED 511 	_7DABE2F42D1F7827	Maceman	Expert en Massues	Experte en Massues
DIFF SWAP 756 512				
DIFF CHANGED 512 	_6FE93C8DA6F83890	Brute	Brute	Brute
DIFF SWAP 1727 513				
DIFF CHANGED 513 	_E391104CC68BF954	Knifeman	Expert en Couteaux	Experte en Couteaux
DIFF SWAP 1836 514				
DIFF CHANGED 514 	_EA1A8C36E87AB4A6	Spearman	Hastaire	Hastaire
DIFF SWAP 1803 515				
DIFF CHANGED 515 	_053049A64AA7F86B	Axeman	Expert en Hache	Experte en Hache
DIFF SWAP 1846 516				
DIFF CHANGED 516 	_89C2707D208920B3	Swordsman	Epéiste	Epéiste
DIFF SWAP 1688 517				
DIFF CHANGED 517 	_C9C490904BB5CB60	Heavy_Maceman	Expert en Massues Lourdes	Experte en Massues Lourdes
DIFF SWAP 1799 518				
DIFF CHANGED 518 	_A7B9F48FA5983494	Pikeman	Piquier	Piquier
DIFF SWAP 1685 519				
DIFF CHANGED 519 	_03FC743C726229DC	Heavy_Axeman	Expert en Haches Lourdes	Experte en Haches Lourdes
DIFF SWAP 1689 520				
DIFF CHANGED 520 	_583588BDA81F3653	Heavy_Swordsman	Expert en Epées Lourdes	Experte en Epées Lourdes
DIFF SWAP 1739 521				
DIFF CHANGED 521 	_AD5EF9B5BE8F2D6A	Master_Bowman	Maître Archer	Maître Archer
DIFF SWAP 1747 522				
DIFF CHANGED 522 	_28DCA65EF3DA8166	Master_Heavy_Bowman	Maître Archer Lourd	Maître Archer Lourd
DIFF SWAP 1760 523				
DIFF CHANGED 523 	_7A183255D98ACD09	Master_Pistoleer	Maître Tireur	Maître Tireur
DIFF SWAP 1745 524				
DIFF CHANGED 524 	_17E9565DE31F4BB9	Master_Heavy_Artilleryman	Maître Artilleur Lourd	Maître Artilleur Lourd
DIFF SWAP 1741 525				
DIFF CHANGED 525 	_E9918E776489D0A0	Master_Crossbowman	Maître Fantassin à Arc	Maître Fantassin à Arc
DIFF SWAP 1737 526				
DIFF CHANGED 526 	_162985C01C361E7B	Master_Artilleryman	Maître Artilleur	Maître Artilleur
DIFF SWAP 1762 527				
DIFF CHANGED 527 	_1EC700E1786AB02E	Master_Rifleman	Maître Fusilier	Maître Fusilier
DIFF SWAP 1753 528				
DIFF CHANGED 528 	_2548586A7D920133	Master_Maceman	Maître en Massues	Maître en Massues
DIFF SWAP 1740 529				
DIFF CHANGED 529 	_7CB549F0962CB896	Master_Brute	Maître Brute	Maître Brute
DIFF SWAP 1751 530				
DIFF CHANGED 530 	_FA79B57A7EE4018E	Master_Knifeman	Maître en Couteaux	Maître en Couteaux
DIFF SWAP 1763 531				
DIFF CHANGED 531 	_A467FCF3B349842E	Master_Spearman	Maître Hastaire	Maître Hastaire
DIFF SWAP 1738 532				
DIFF CHANGED 532 	_37C5C66FEA25A583	Master_Axeman	Maître en Haches	Maître en Haches
DIFF SWAP 1764 533				
DIFF CHANGED 533 	_E1500CD892E8BDDE	Master_Swordsman	Maître Epéiste	Maître Epéiste
DIFF SWAP 1748 534				
DIFF CHANGED 534 	_9F0755B55BAB0B94	Master_Heavy_Maceman	Maître en Massues Lourdes	Maître en Massues Lourdes
DIFF SWAP 1759 535				
DIFF CHANGED 535 	_810C06F03FA40D9C	Master_Pikeman	Maître Piquier	Maître Piquier
DIFF SWAP 1746 536				
DIFF CHANGED 536 	_670CE3818BE4005E	Master_Heavy_Axeman	Maître en Haches Lourdes	Maître en Haches Lourdes
DIFF SWAP 1749 537				
DIFF CHANGED 537 	_B714102DCEAB442E	Master_Heavy_Swordsman	Maître Epéiste Lourd	Maître Epéiste Lourd
DIFF SWAP 1744 538				
DIFF CHANGED 538 	_10DAC64F5D008F77	Master_Hand_To_Hand_Fighter	Maître Combattant à Mains Nues	Maître Combattant à Mains Nues
DIFF SWAP 1674 539				
DIFF CHANGED 539 	_451911F73690DC2E	Hand_To_Hand_Fighter	Combattant à Mains Nues	Combattante à Mains Nues
DIFF SWAP 1691 540				
DIFF CHANGED 540 	_9E50AB0BC1885AE7	Close_Fighter	Combattant de Mêlée	Combattante de Mêlée
DIFF SWAP 1811 541				
DIFF CHANGED 541 	_621BB90A9BF07755	Advanced_Close_Fighter	Combattant de Mêlée Initié	Combattante de Mêlée Initiée
DIFF SWAP 756 542				
DIFF CHANGED 542 	_E44253B13E88A654	Defensive_Magician	Magicien Défensif	Magicienne Défensive
DIFF SWAP 1794 543				
DIFF CHANGED 543 	_A64257BC5D38A6D1	Offensive_Magician	Magicien Offensif	Magicienne Offensive
DIFF SWAP 1685 544				
DIFF CHANGED 544 	_35720B8BACA0403C	Elementalist_Apprentice	Apprenti Elémentaliste	Apprentie Elémentaliste
DIFF SWAP 1786 545				
DIFF CHANGED 545 	_28C940A029F9249F	Mentalist	Mentaliste	Mentaliste
DIFF SWAP 1739 546				
DIFF CHANGED 546 	_DF99748A27EA989C	Enchanter	Enchanteur	Enchanteresse
DIFF SWAP 1840 547				
DIFF CHANGED 547 	_30587C83EDF908BC	Summoner	Invoqueur	Invoqueur
DIFF SWAP 1755 548				
DIFF CHANGED 548 	_41EB54751CD7B6A2	Master_Of_Illusion	Maître de l'Illusion	Maîtresse de l'Illusion
DIFF SWAP 1787 549				
DIFF CHANGED 549 	_D4719D915781293F	Mind_Lord	Seigneur de l'Esprit	Seigneur de l'Esprit
DIFF SWAP 1678 550				
DIFF CHANGED 550 	_A5A000EDABC8B0A6	Healer	Guérisseur	Guérisseuse
DIFF SWAP 1823 551				
DIFF CHANGED 551 	_6B77B0582A94C866	Shaman	Chaman	Chaman
DIFF SWAP 1801 552				
DIFF CHANGED 552 	_A23BFC11AF21869A	Priest	Prêtre	Prêtresse
DIFF SWAP 1756 553				
DIFF CHANGED 553 	_D94DBEC4EDAED128	Master_Of_Life	Maître de la Vie	Maîtresse de la Vie
DIFF SWAP 1828 554				
DIFF CHANGED 554 	_F4FA92C59F5516FF	Celestial_Guardian	Gardien Céleste	Gardienne Céleste
DIFF SWAP 1683 555				
DIFF CHANGED 555 	_1FA7A866CB426075	Black_Mage	Mage Noir	Mage Noir
DIFF SWAP 1903 556				
DIFF CHANGED 556 	_9F8FBBF2BC268FDC	Affliction_Bringer	Porteur d'Affliction	Porteuse d'Affliction
DIFF SWAP 1758 557				
DIFF CHANGED 557 	_A54EB0364137A3F4	Master_Of_Torment	Maître des Tourments	Maîtresse des Tourments
DIFF SWAP 1780 558				
DIFF CHANGED 558 	_FE14EF539780121A	Avatar_Of_Sorrow	Avatar des Regrets	Avatar des Regrets
DIFF SWAP 1836 559				
DIFF CHANGED 559 	_B21A109CA75BC09C	Destroyer	Destructeur	Destructrice
DIFF SWAP 1907 560				
DIFF CHANGED 560 	_87E98CAAA35638B1	Warlock	Sorcier	Sorcière
DIFF SWAP 1897 561				
DIFF CHANGED 561 	_A8A72C4EE23880A1	Archmage	Archimage	Archimage
DIFF SWAP 1757 562				
DIFF CHANGED 562 	_068EBFBEFDE98CC3	Master_Of_Pain	Maître de la Souffrance	Maîtresse de la Souffrance
DIFF SWAP 1919 563				
DIFF CHANGED 563 	_B7FE98E4ACFFE429	Avatar_Of_Destruction	Avatar de Destruction	Avatar de Destruction
DIFF SWAP 1799 564				
DIFF CHANGED 564 	_2630D5DCED0239F7	Elementalist	Elémentaliste	Elémentaliste
DIFF SWAP 1899 565				
DIFF CHANGED 565 	_5F892C9568B8EC9E	Alchemist	Alchimiste	Alchimiste
DIFF SWAP 1733 566				
DIFF CHANGED 566 	_23091087648804A9	Biomancer	Biomanceur	Biomanceur
DIFF SWAP 1754 567				
DIFF CHANGED 567 	_72DA28EC8CB7D72C	Master_Of_Energies	Maître des Energies	Maîtresse des Energies
DIFF SWAP 1834 568				
DIFF CHANGED 568 	_1BDE34D71A52E83F	Chosen_Of_Atys	Elu d'Atys	Elue d'Atys
DIFF SWAP 1893 569				
DIFF CHANGED 569 	_25761B555085A3CB	Title00079	Wayfarer	Wayfarer
DIFF SWAP 756 570				
DIFF CHANGED 570 	_C333D3151F4AFC88	FBT	Ancien d'Atys	Ancienne d'Atys
DIFF SWAP 1821 571				
DIFF CHANGED 571 	_40348BC240606E6F	SGM	Maître de Jeu Senior	Maître de Jeu Senior
DIFF SWAP 766 572				
DIFF CHANGED 572 	_59C7AAE85D981BE4	GM	Maître de Jeu	Maître de Jeu
DIFF SWAP 1906 573				
DIFF CHANGED 573 	_CB17320A534E8C51	VG	Guide Vétéran	Guide Vétéran
DIFF SWAP 1820 574				
DIFF CHANGED 574 	_90E50C7ED846C472	SG	Guide Senior	Guide Senior
DIFF SWAP 1836 575				
DIFF CHANGED 575 	_DE4A708A6014D456	G	Guide	Guide
DIFF SWAP 1902 576				
DIFF CHANGED 576 	_D706CFA21E18566A	Armorer_Apprentice	Apprenti Armurier	Apprenti Armurier
DIFF SWAP 1695 577				
DIFF CHANGED 577 	_B488ABA5780CA4B9	Jeweler_Apprentice	Apprenti Bijoutier	Apprentie Bijoutière
DIFF SWAP 1783 578				
DIFF CHANGED 578 	_3AF7ECD6AAD82953	Melee_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes de Mêlée	Apprenti Forgeron/Armes de Mêlée
DIFF SWAP 1808 579				
DIFF CHANGED 579 	_3DAEABE942DF5DDB	Range_Weapon_Smith_Apprentice	Apprenti Forgeron/Armes de Tir	Apprenti Forgeron/Armes de Tir
DIFF SWAP 1681 580				
DIFF CHANGED 580 	_A740796C0AAD741B	Heavy_Armorer	Armurier Lourd	Armurier Lourd
DIFF SWAP 1731 581				
DIFF CHANGED 581 	_2481557066CC5E16	Light_Armorer	Armurier Léger	Armurier Léger
DIFF SWAP 1774 582				
DIFF CHANGED 582 	_870F6272FAD745A0	Medium_Armorer	Armurier Moyen	Armurier Moyen
DIFF SWAP 1824 583				
DIFF CHANGED 583 	_1EF53269518F722B	Shield_Smith	Forgeron/Boucliers	Forgeron/Boucliers
DIFF SWAP 1694 584				
DIFF CHANGED 584 	_EAB77867BFD9A0CC	Jeweler	Bijoutier	Bijoutière
DIFF SWAP 1782 585				
DIFF CHANGED 585 	_B274ABE8E1B9A2B3	Melee_Weapon_Smith	Forgeron/Armes de Mêlée	Forgeron/Armes de Mêlée
DIFF SWAP 1776 586				
DIFF CHANGED 586 	_74ECC282139428F6	Melee_Heavy_Weapon_Smith	Forgeron/Armes de Mêlée Lourdes	Forgeron/Armes de Mêlée Lourdes
DIFF SWAP 1778 587				
DIFF CHANGED 587 	_95223C0214D42804	Melee_Light_Weapon_Smith	Forgeron/Armes de Mêlée Légères	Forgeron/Armes de Mêlée Légères
DIFF SWAP 1807 588				
DIFF CHANGED 588 	_F56A1486E04AFEE1	Range_Weapon_Smith	Forgeron/Armes de Tir	Forgeron/Armes de Tir
DIFF SWAP 1804 589				
DIFF CHANGED 589 	_61ABE21384D00C19	Range_Heavy_Weapon_Smith	Forgeron/Armes de Tir Lourdes	Forgeron/Armes de Tir Lourdes
DIFF SWAP 751 590				
DIFF CHANGED 590 	_B4DAB32922AC34ED	Advanced_Heavy_Armorer	Armurier Lourd Avancé	Armurier Lourd Avancé
DIFF SWAP 1786 591				
DIFF CHANGED 591 	_B8498BB1DFCB0ADF	Advanced_Light_Armorer	Armurier Léger Avancé	Armurier Léger Avancé
DIFF SWAP 1765 592				
DIFF CHANGED 592 	_A70F18C178408FF7	Advanced_Medium_Armorer	Armurier Moyen Avancé	Armurier Moyen Avancé
DIFF SWAP 1898 593				
DIFF CHANGED 593 	_4B78417B8C5DEB07	Advanced_Shield_Smith	Forgeron Avancé/Boucliers	Forgeron Avancé/Boucliers
DIFF SWAP 1758 594				
DIFF CHANGED 594 	_D81FAEF19AF41E94	Advanced_Jeweler	Bijoutier Avancé	Bijoutière Avancée
DIFF SWAP 1769 595				
DIFF CHANGED 595 	_8D7D2FCA01DD6349	Advanced_Melee_Weapon_Smith	Forgeron Avancé/Armes de Mêlée	Forgeron Avancé/Armes de Mêlée
DIFF SWAP 1768 596				
DIFF CHANGED 596 	_3554AE0FE215004F	Advanced_Melee_Heavy_Weapon_Smith	Forgeron Avancé/Armes de Mêlée Lourdes	Forgeron Avancé/Armes de Mêlée Lourdes
DIFF SWAP 1773 597				
DIFF CHANGED 597 	_304442DFF101C324	Advanced_Melee_Light_Weapon_Smith	Forgeron Avancé/Armes de Mêlée Légères 	Forgeron Avancé/Armes de Mêlée Légères 
DIFF SWAP 1895 598				
DIFF CHANGED 598 	_8F4121D90AB790AE	Advanced_Range_Weapon_Smith	Forgeron Avancé/Armes de Tir	Forgeron Avancé/Armes de Tir
DIFF SWAP 1772 599				
DIFF CHANGED 599 	_B8A99E663016B610	Advanced_Range_Heavy_Weapon_Smith	Forgeron Avancé/Armes de Tir Lourdes	Forgeron Avancé/Armes de Tir Lourdes
DIFF SWAP 1745 600				
DIFF CHANGED 600 	_CF0ECB28241AF406	Expert_Heavy_Armorer	Armurier Lourd Expert	Armurier Lourd Expert
DIFF SWAP 1740 601				
DIFF CHANGED 601 	_2D2D1B1FA1A3C0F8	Expert_Light_Armorer	Armurier Léger Expert	Armurier Léger Expert
DIFF SWAP 1751 602				
DIFF CHANGED 602 	_7BDD3CFC73CF3749	Expert_Medium_Armorer	Armurier Moyen Expert	Armurier Moyen Expert
DIFF SWAP 1749 603				
DIFF CHANGED 603 	_7B75B199C9E25C14	Expert_Shield_Smith	Forgeron Expert/Boucliers	Forgeron Expert/Boucliers
DIFF SWAP 1741 604				
DIFF CHANGED 604 	_23992EE300D26C80	Expert_Jeweler	Bijoutier Expert	Bijoutière Experte
DIFF SWAP 1764 605				
DIFF CHANGED 605 	_602177F7CAB5A035	Expert_Melee_Weapon_Smith	Forgeron Expert/Armes de Mêlée	Forgeron Expert/Armes de Mêlée
DIFF SWAP 1763 606				
DIFF CHANGED 606 	_5C43FA82BD66C2C9	Expert_Melee_Heavy_Weapon_Smith	Forgeron Expert/Armes de Mêlée Lourdes	Forgeron Expert/Armes de Mêlée Lourdes
DIFF SWAP 1738 607				
DIFF CHANGED 607 	_B81EFA836624B202	Expert_Melee_Light_Weapon_Smith	Forgeron Expert/Armes de Mêlée Légères 	Forgeron Expert/Armes de Mêlée Légères 
DIFF SWAP 1746 608				
DIFF CHANGED 608 	_38FE3140F7AD6419	Expert_Range_Weapon_Smith	Forgeron Expert/Armes de Tir 	Forgeron Expert/Armes de Tir 
DIFF SWAP 1759 609				
DIFF CHANGED 609 	_055D71B8EA8EBDCD	Expert_Range_Heavy_Weapon_Smith	Forgeron Expert/Armes de Tir Lourdes	Forgeron Expert/Armes de Tir Lourdes
DIFF SWAP 1682 610				
DIFF CHANGED 610 	_5F9E7CC8ED30F04E	Heavy_Armorer_Master	Maître Armurier Lourd	Maître Armurier Lourd
DIFF SWAP 1732 611				
DIFF CHANGED 611 	_58A68CDAAA4F123C	Light_Armorer_Master	Maître Armurier Léger	Maître Armurier Léger
DIFF SWAP 1775 612				
DIFF CHANGED 612 	_81FEC3FDCB6FE089	Medium_Armorer_Master	Maître Armurier Moyen	Maître Armurier Moyen
DIFF SWAP 1825 613				
DIFF CHANGED 613 	_05BFA0C15199FE7E	Shield_Smith_Master	Maître Forgeron/Boucliers	Maître Forgeron/Boucliers
DIFF SWAP 1696 614				
DIFF CHANGED 614 	_DC8A6651BBFB02DB	Jeweler_Master	Maître Bijoutier	Maître Bijoutier
DIFF SWAP 1784 615				
DIFF CHANGED 615 	_7EA226004EE26728	Melee_Weapon_Smith_Master	Maître Forgeron/Armes de Mêlée	Maître Forgeron/Armes de Mêlée
DIFF SWAP 1777 616				
DIFF CHANGED 616 	_8B4278913507CA8F	Melee_Heavy_Weapon_Smith_Master	Maître Forgeron/Armes de Mêlée Lourdes	Maître Forgeron/Armes de Mêlée Lourdes
DIFF SWAP 1779 617				
DIFF CHANGED 617 	_8BD31A977366B48F	Melee_Light_Weapon_Smith_Master	Maître Forgeron/Armes de Mêlée Légères	Maître Forgeron/Armes de Mêlée Légères
DIFF SWAP 1809 618				
DIFF CHANGED 618 	_CCC8BD2311896DAF	Range_Weapon_Smith_Master	Maître Forgeron/Armes de Tir	Maître Forgeron/Armes de Tir
DIFF SWAP 1805 619				
DIFF CHANGED 619 	_9EDC1ABECD5C1ADA	Range_Heavy_Weapon_Smith_Master	Maître Forgeron/Armes de Tir Lourdes	Maître Forgeron/Armes de Tir Lourdes
DIFF SWAP 731 620				
DIFF CHANGED 620 	_98AF3D39E2570A8F	Forager_Apprentice	Apprenti Foreur	Apprenti Foreur
DIFF SWAP 1772 621				
DIFF CHANGED 621 	_2108247FA28A0CBA	Forager	Foreur	Foreur
DIFF SWAP 1727 622				
DIFF CHANGED 622 	_1C69D61F576B5EFB	Desert_Forager	Foreur du Désert	Foreur du Désert
DIFF SWAP 746 623				
DIFF CHANGED 623 	_A2447D290E7327C6	Forest_Forager	Foreur des Forêts	Foreur des Forêts
DIFF SWAP 1697 624				
DIFF CHANGED 624 	_F01303CEF4F0FD2C	Jungle_Forager	Foreur de la Jungle	Foreur de la Jungle
DIFF SWAP 1728 625				
DIFF CHANGED 625 	_1A6F7138F8FC117F	Lacustre_Forager	Foreur des Lacs	Foreur des Lacs
DIFF SWAP 1802 626				
DIFF CHANGED 626 	_9FA430B4C90BD63E	Prime_Roots_Forager	Foreur des Primes Racines	Foreur des Primes Racines
DIFF SWAP 1913 627				
DIFF CHANGED 627 	_FCF277C36AFCA736	Advanced_Desert_Forager	Foreur Avancé du Désert	Foreur Avancé du Désert
DIFF SWAP 1781 628				
DIFF CHANGED 628 	_32889DC60406B332	Advanced_Forest_Forager	Foreur Avancé des Forêts	Foreur Avancé des Forêts
DIFF SWAP 765 629				
DIFF CHANGED 629 	_439BA194FD33422B	Advanced_Jungle_Forager	Foreur Avancé de la Jungle	Foreur Avancé de la Jungle
DIFF SWAP 752 630				
DIFF CHANGED 630 	_0491B10D39DDF983	Advanced_Lacustre_Forager	Foreur Avancé des Lacs	Foreur Avancé des Lacs
DIFF SWAP 1767 631				
DIFF CHANGED 631 	_EC139AD0939151D8	Advanced_Prime_Roots_Forager	Foreur Avancé des Primes Racines	Foreur Avancé des Primes Racines
DIFF SWAP 1747 632				
DIFF CHANGED 632 	_3AB280B42CB557F0	Expert_Desert_Forager	Foreur Expert du Désert	Foreur Expert du Désert
DIFF SWAP 1760 633				
DIFF CHANGED 633 	_0A810DB27857DC92	Expert_Forest_Forager	Foreur Expert des Forêts	Foreur Expert des Forêts
DIFF SWAP 1737 634				
DIFF CHANGED 634 	_95F2D1D38C924361	Expert_Jungle_Forager	Foreur Expert de la Jungle	Foreur Expert de la Jungle
DIFF SWAP 1762 635				
DIFF CHANGED 635 	_0078ED237D1B07FC	Expert_Lacustre_Forager	Foreur Expert des Lacs	Foreur Expert des Lacs
DIFF SWAP 1748 636				
DIFF CHANGED 636 	_691AA42CFC954B50	Expert_Prime_Roots_Forager	Foreur Expert des Primes Racines	Foreur Expert des Primes Racines
DIFF SWAP 1742 637				
DIFF CHANGED 637 	_3E11DCC9D0BC17E2	Master_Desert_Forager	Maître Foreur du Désert	Maître Foreur du Désert
DIFF SWAP 1743 638				
DIFF CHANGED 638 	_CE0F89DEB6D7C487	Master_Forest_Forager	Maître Foreur des Forêts	Maître Foreur des Forêts
