*HASH_VALUE	creature ID	name	ia	da	p	pia	pda		
0000000000000000	cchpa1	Weeny Varinx	a	the			Weeny Varinxs		the
0000000000000000	cchpa2	Puny Varinx	a	the			Puny Varinxs		the
0000000000000000	cchpa3	Young Varinx	a	the			Young Varinxs		the
0000000000000000	cchpa4	Mild Varinx	a	the			Mild Varinxs		the
0000000000000000	cchpb1	Vigorous Varinx	a	the			Vigorous Varinxs		the
0000000000000000	cchpb2	Growling Varinx	a	the			Growling Varinxs		the
0000000000000000	cchpb3	Scowling Varinx	a	the			Scowling Varinxs		the
0000000000000000	cchpb4	Baying Varinx	a	the			Baying Varinxs		the
0000000000000000	cchpb7	Varykoo							
0000000000000000	cchpc1	Scary Varinx	a	the			Scary Varinxs		the
0000000000000000	cchpc2	Malicious Varinx	a	the			Malicious Varinxs		the
0000000000000000	cchpc3	Dangerous Varinx	a	the			Dangerous Varinxs		the
0000000000000000	cchpc4	Menacing Varinx	a	the			Menacing Varinxs		the
0000000000000000	cchpc7	Varykoo							
0000000000000000	cchpd7	Varykoo							
0000000000000000	cchpe1	Roaring Varinx	a	the			Roaring Varinxs		the
0000000000000000	cchpe2	Marauding Varinx	a	the			Marauding Varinxs		the
0000000000000000	cchpe3	Hunting Varinx	a	the			Hunting Varinxs		the
0000000000000000	cchpe4	Prowling Varinx	a	the			Prowling Varinxs		the
0000000000000000	cchpe5	Slyk							the
0000000000000000	cchpe7	Varykoo							
0000000000000000	cchpe8	Terminator Varinx							the
0000000000000000	cchpf7	Varykoo							
0000000000000000	ccida1	Weeny Zerx	a	the			Weeny Zerxs		the
0000000000000000	ccida2	Puny Zerx	a	the			Puny Zerxs		the
0000000000000000	ccida3	Young Zerx	a	the			Young Zerxs		the
0000000000000000	ccida4	Mild Zerx	a	the			Mild Zerxs		the
0000000000000000	ccidb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
0000000000000000	ccidb2	Growling Zerx	a	the			Growling Zerxs		the
0000000000000000	ccidb3	Scowling Zerx	a	the			Scowling Zerxs		the
0000000000000000	ccidb4	Baying Zerx	a	the			Baying Zerxs		the
0000000000000000	ccidb7	Zerketh							
0000000000000000	ccidc1	Scary Zerx	a	the			Scary Zerxs		the
0000000000000000	ccidc2	Malicious Zerx	a	the			Malicious Zerxs		the
0000000000000000	ccidc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
0000000000000000	ccidc4	Menacing Zerx	a	the			Menacing Zerxs		the
0000000000000000	ccidc7	Zerketh							
0000000000000000	ccidd1	Roaring Zerx	a	the			Roaring Zerxs		the
0000000000000000	ccidd2	Marauding Zerx	a	the			Marauding Zerxs		the
0000000000000000	ccidd3	Hunting Zerx	a	the			Hunting Zerxs		the
0000000000000000	ccidd4	Prowling Zerx	a	the			Prowling Zerxs		the
0000000000000000	ccidd5	Gullie	a	the					
0000000000000000	ccidd7	Zerketh							
0000000000000000	ccide7	Zerketh							
0000000000000000	ccidf1	Terriifying Zerx	a	the			Terriifying Zerxs		the
0000000000000000	ccidf2	Awesome Zerx	a	the			Awesome Zerxs		the
0000000000000000	ccidf3	Horrific Zerx	a	the			Horrific Zerxs		the
0000000000000000	ccidf4	Great Zerx	a	the					
0000000000000000	ccidf5	Poncha	a	the					
0000000000000000	ccidf7	Zerketh							
0000000000000000	ccifb7	Zerkin							
0000000000000000	ccifc7	Zerkin							
0000000000000000	ccifd7	Zerkin							
0000000000000000	ccife7	Zerkin							
0000000000000000	cciff7	Zerkin							
0000000000000000	ccija1	Weeny Zerx	a	the			Weeny Zerxs		the
0000000000000000	ccija2	Puny Zerx	a	the			Puny Zerxs		the
0000000000000000	ccija3	Young Zerx	a	the			Young Zerxs		the
0000000000000000	ccija4	Mild Zerx	a	the			Mild Zerxs		the
0000000000000000	ccijb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
0000000000000000	ccijb2	Growling Zerx	a	the			Growling Zerxs		the
0000000000000000	ccijb3	Scowling Zerx	a	the			Scowling Zerxs		the
0000000000000000	ccijb4	Baying Zerx	a	the			Baying Zerxs		the
0000000000000000	ccijb7	Zerkya							
0000000000000000	ccijc1	Scary Zerx	a	the			Scary Zerxs		the
0000000000000000	ccijc2	Malicious Zerx	a	the			Malicious Zerxs		the
0000000000000000	ccijc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
0000000000000000	ccijc4	Menacing Zerx	a	the			Menacing Zerxs		the
0000000000000000	ccijc7	Zerkya							
0000000000000000	ccijd1	Roaring Zerx	a	the			Roaring Zerxs		the
0000000000000000	ccijd2	Marauding Zerx	a	the			Marauding Zerxs		the
0000000000000000	ccijd3	Hunting Zerx	a	the			Hunting Zerxs		the
0000000000000000	ccijd4	Prowling Zerx	a	the			Prowling Zerxs		the
0000000000000000	ccijd5	Gar-Lo	a	the			Gar-Los		the
0000000000000000	ccijd7	Zerkya							
0000000000000000	ccije1	Preying Zerx	a	the			Preying Zerxs		the
0000000000000000	ccije2	Raging Zerx	a	the			Raging Zerxs		the
0000000000000000	ccije3	Fearsome Zerx	a	the			Fearsome Zerxs		the
0000000000000000	ccije4	Huge Zerx	a	the			Huge Zerxs		the
0000000000000000	ccije7	Zerkya							
0000000000000000	ccijf1	Terriifying Zerx	a	the			Terriifying Zerxs		the
0000000000000000	ccijf2	Awesome Zerx	an	the			Awesome Zerxs		the
0000000000000000	ccijf3	Horrific Zerx	a	the			Horrific Zerxs		the
0000000000000000	ccijf4	Great Zerx	a	the					
0000000000000000	ccijf7	Zerkya							
0000000000000000	ccila1	Weeny Zerx	a	the			Weeny Zerxs		the
0000000000000000	ccila2	Puny Zerx	a	the			Puny Zerxs		the
0000000000000000	ccila3	Young Zerx	a	the			Young Zerxs		the
0000000000000000	ccila4	Mild Zerx	a	the			Mild Zerxs		the
0000000000000000	ccilb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
0000000000000000	ccilb2	Growling Zerx	a	the			Growling Zerxs		the
0000000000000000	ccilb3	Scowling Zerx	a	the			Scowling Zerxs		the
0000000000000000	ccilb4	Baying Zerx	a	the			Baying Zerxs		the
0000000000000000	ccilb7	Zerkan							
0000000000000000	ccilc1	Scary Zerx	a	the			Scary Zerxs		the
0000000000000000	ccilc2	Malicious Zerx	a	the			Malicious Zerxs		the
0000000000000000	ccilc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
0000000000000000	ccilc4	Menacing Zerx	a	the			Menacing Zerxs		the
0000000000000000	ccilc7	Zerkan							
0000000000000000	ccild1	Roaring Zerx	a	the			Roaring Zerxs		the
0000000000000000	ccild2	Marauding Zerx	a	the			Marauding Zerxs		the
0000000000000000	ccild3	Hunting Zerx	a	the			Hunting Zerxs		the
0000000000000000	ccild4	Prowling Zerx	a	the			Prowling Zerxs		the
0000000000000000	ccild7	Zerkan							
0000000000000000	ccile1	Preying Zerx	a	the			Preying Zerxs		the
0000000000000000	ccile2	Raging Zerx	a	the			Raging Zerxs		the
0000000000000000	ccile3	Fearsome Zerx	a	the			Fearsome Zerxs		the
0000000000000000	ccile4	Huge Zerx	a	the			Huge Zerxs		the
0000000000000000	ccile7	Zerkan							
0000000000000000	ccile8	Death Zerx							the
0000000000000000	ccilf7	Zerkan							
0000000000000000	ccipa1	Weeny Zerx	a	the			Weeny Zerxs		the
0000000000000000	ccipa2	Puny Zerx	a	the			Puny Zerxs		the
0000000000000000	ccipa3	Young Zerx	a	the			Young Zerxs		the
0000000000000000	ccipa4	Mild Zerx	a	the			Mild Zerxs		the
0000000000000000	ccipb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
0000000000000000	ccipb2	Growling Zerx	a	the			Growling Zerxs		the
0000000000000000	ccipb3	Scowling Zerx	a	the			Scowling Zerxs		the
0000000000000000	ccipb4	Baying Zerx	a	the			Baying Zerxs		the
0000000000000000	ccipb7	Zerkoo							
0000000000000000	ccipc1	Scary Zerx	a	the			Scary Zerxs		the
0000000000000000	ccipc2	Malicious Zerx	a	the			Malicious Zerxs		the
0000000000000000	ccipc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
0000000000000000	ccipc4	Menacing Zerx	a	the			Menacing Zerxs		the
0000000000000000	ccipc7	Zerkoo							
0000000000000000	ccipd1	Roaring Zerx	a	the			Roaring Zerxs		the
0000000000000000	ccipd2	Marauding Zerx	a	the			Marauding Zerxs		the
0000000000000000	ccipd3	Hunting Zerx	a	the			Hunting Zerxs		the
0000000000000000	ccipd4	Prowling Zerx	a	the			Prowling Zerxs		the
0000000000000000	ccipd5	Wylin							the
0000000000000000	ccipd7	Zerkoo							
0000000000000000	ccipd8	Terminator Kipesta							the
0000000000000000	ccipe7	Zerkoo							
0000000000000000	ccipf7	Zerkoo							
0000000000000000	ccjdb7	Javketh							
0000000000000000	ccjdc7	Javketh							
0000000000000000	ccjdd7	Javketh							
0000000000000000	ccjde7	Javketh							
0000000000000000	ccjdf7	Javketh							
0000000000000000	ccjfb7	Javkin							
0000000000000000	ccjfc1	Scary Javing	a				Scary Javings		the
0000000000000000	ccjfc2	Malicious Javing	a				Malicious Javings		the
0000000000000000	ccjfc3	Dangerous Javing	a				Dangerous Javings		the
0000000000000000	ccjfc4	Menacing Javing	a				Menacing Javings		the
0000000000000000	ccjfc7	Javkin							
0000000000000000	ccjfd1	Vicious Javing	a				Vicious Javings		the
0000000000000000	ccjfd2	Malignant Javing	a				Malignant Javings		the
0000000000000000	ccjfd3	Hunting Javing	a				Hunting Javings		the
0000000000000000	ccjfd4	Prowling Javing	a				Prowling Javings		the
0000000000000000	ccjfd5	Lerang	a	the					
0000000000000000	ccjfd7	Javkin							
0000000000000000	ccjfe7	Javkin							
0000000000000000	ccjff7	Javkin							
0000000000000000	ccjfx2	Javing Nouveau-né	un	le	du	au	Javings Nouveau-nés	des	les
0000000000000000	ccjja1	Fledgling Javing	a				Fledgling Javings		the
0000000000000000	ccjja2	Lesser Javing	a				Lesser Javings		the
0000000000000000	ccjjb1	Vigorous Javing	a				Vigorous Javings		the
0000000000000000	ccjjb2	Vulgar Javing	a				Vulgar Javings		the
0000000000000000	ccjjb3	Bloated Javing	a				Bloated Javings		the
0000000000000000	ccjjb4	Prime Javing	a				Prime Javings		the
0000000000000000	ccjjb7	Javkya							
0000000000000000	ccjjc7	Javkya							
0000000000000000	ccjjd7	Javkya							
0000000000000000	ccjje7	Javkya							
0000000000000000	ccjjf7	Javkya							
0000000000000000	ccjlb7	Javkan							
0000000000000000	ccjlc7	Javkan							
0000000000000000	ccjld7	Javkan							
0000000000000000	ccjle7	Javkan							
0000000000000000	ccjlf7	Javkan							
0000000000000000	ccjpb7	Javkoo							
0000000000000000	ccjpc7	Javkoo							
0000000000000000	ccjpd7	Javkoo							
0000000000000000	ccjpe7	Javkoo							
0000000000000000	ccjpf7	Javkoo							
0000000000000000	cckdb7	Cuttleketh							
0000000000000000	cckdc7	Cuttleketh							
0000000000000000	cckdd7	Cuttleketh							
0000000000000000	cckdd8	Slayer Cuttler	a	the					
0000000000000000	cckde7	Cuttleketh							
0000000000000000	cckdf1	Terriifying Cuttler	a				Terriifying Cuttlers		the
0000000000000000	cckdf2	Awesome Cuttler	an				Awesome Cuttlers		the
0000000000000000	cckdf3	Horrific Cuttler	a				Horrific Cuttlers		the
0000000000000000	cckdf4	Great Cuttler	a				Great Cuttlers		the
0000000000000000	cckdf7	Cuttleketh							
0000000000000000	cckdf8	Slayer Cuttler	a	the					
0000000000000000	cckfb7	Cuttlekin							
0000000000000000	cckfc7	Cuttlekin							
0000000000000000	cckfd7	Cuttlekin							
0000000000000000	cckfe1	Preying Cuttler	a				Preying Cuttlers		the
0000000000000000	cckfe2	Raging Cuttler	a				Raging Cuttlers		the
0000000000000000	cckfe3	Fearsome Cuttler	a				Fearsome Cuttlers		the
0000000000000000	cckfe4	Huge Cuttler	a				Huge Cuttlers		the
0000000000000000	cckfe5	Spurlah	a	the					
0000000000000000	cckfe7	Cuttlekin							
0000000000000000	cckfe8	Destroyer Cuttler	a	the					
0000000000000000	cckff1	Terriifying Cuttler	a				Terriifying Cuttlers		the
0000000000000000	cckff2	Awesome Cuttler	an				Awesome Cuttlers		the
0000000000000000	cckff3	Horrific Cuttler	a				Horrific Cuttlers		the
0000000000000000	cckff4	Great Cuttler	a				Great Cuttlers		the
0000000000000000	cckff5	Zatchel	a	the					
0000000000000000	cckff7	Cuttlekin							
0000000000000000	cckff8	Destroyer Cuttler	a	the					
0000000000000000	cckjb7	Cuttlekya							
0000000000000000	cckjc7	Cuttlekya							
0000000000000000	cckjd7	Cuttlekya							
0000000000000000	cckje7	Cuttlekya							
0000000000000000	cckjf7	Cuttlekya							
0000000000000000	ccklb7	Cuttlekan							
0000000000000000	ccklc7	Cuttlekan							
0000000000000000	cckld7	Cuttlekan							
0000000000000000	cckle7	Cuttlekan							
0000000000000000	ccklf7	Cuttlekan							
0000000000000000	cckpb7	Cuttlekoo							
0000000000000000	cckpc7	Cuttlekoo							
0000000000000000	cckpd7	Cuttlekoo							
0000000000000000	cckpe7	Cuttlekoo							
0000000000000000	cckpf7	Cuttlekoo							
0000000000000000	ccldb7	Ocyketh							
0000000000000000	ccldc7	Ocyketh							
0000000000000000	ccldd7	Ocyketh							
0000000000000000	cclde1	Preying Ocyx	a				Preying Ocyxs		the
0000000000000000	cclde2	Raging Ocyx	a				Raging Ocyxs		the
0000000000000000	cclde3	Fearsome Ocyx	a				Fearsome Ocyxs		the
0000000000000000	cclde4	Huge Ocyx	a				Huge Ocyxs		the
0000000000000000	cclde5	Skellop	a	the					
0000000000000000	cclde7	Ocyketh							
0000000000000000	cclde8	Slayer Ocyx	a	the					
0000000000000000	ccldf7	Ocyketh							
0000000000000000	cclfb7	Ocykin							
0000000000000000	cclfc7	Ocykin							
0000000000000000	cclfd7	Ocykin							
0000000000000000	cclfe7	Ocykin							
0000000000000000	cclfe8	Destroyer Ocyx	a	the					
0000000000000000	cclff1	Terriifying Ocyx	a				Terriifying Ocyxs		the
0000000000000000	cclff2	Awesome Ocyx	an				Awesome Ocyxs		the
0000000000000000	cclff3	Horrific Ocyx	a				Horrific Ocyxs		the
0000000000000000	cclff4	Great Ocyx	a				Great Ocyxs		the
0000000000000000	cclff7	Ocykin							
0000000000000000	cclfx3	Ocyx Jeune	un	l'	de l'	à l'	Ocyx Jeunes	des	les
0000000000000000	cclfx7	Ocyx Dominant	un	l'	de l'	à l'	Ocyx Dominants	des	les
0000000000000000	ccljb7	Ocykya							
0000000000000000	ccljc7	Ocykya							
0000000000000000	ccljd7	Ocykya							
0000000000000000	cclje7	Ocykya							
0000000000000000	ccljf7	Ocykya							
0000000000000000	ccllb7	Ocykan							
0000000000000000	ccllc7	Ocykan							
0000000000000000	cclld7	Ocykan							
0000000000000000	cclle7	Ocykan							
0000000000000000	ccllf7	Ocykan							
0000000000000000	cclpb7	Ocykoo							
0000000000000000	cclpc7	Ocykoo							
0000000000000000	cclpd7	Ocykoo							
0000000000000000	cclpe7	Ocykoo							
0000000000000000	cclpf7	Ocykoo							
0000000000000000	CCMCF1	Jugula Dément	un	le	du	au	Jugulas Déments	des	les
0000000000000000	ccmdb7	Juguketh							
0000000000000000	ccmdc7	Juguketh							
0000000000000000	ccmdd7	Juguketh							
0000000000000000	ccmde7	Juguketh							
0000000000000000	ccmdf7	Juguketh							
0000000000000000	ccmfb7	Jugukin							
0000000000000000	ccmfc7	Jugukin							
0000000000000000	ccmfd7	Jugukin							
0000000000000000	ccmfe7	Jugukin							
0000000000000000	ccmff1	Terriifying Jugula	a				Terriifying Jugulas		the
0000000000000000	ccmff2	Awesome Jugula	an				Awesome Jugulas		the
0000000000000000	ccmff3	Horrific Jugula	a				Horrific Jugulas		the
0000000000000000	ccmff4	Great Jugula	a				Great Jugulas		the
0000000000000000	ccmff7	Jugukin							
0000000000000000	ccmff8	Destroyer Jugula	a	the					
0000000000000000	ccmgb1	Nauseous Jugula	a				Nauseous Jugulas		the
0000000000000000	ccmgb2	Stinking Jugula	a				Stinking Jugulas		the
0000000000000000	ccmgb3	Morbid Jugula	a				Morbid Jugulas		the
0000000000000000	ccmgb4	Poisoned Jugula	a				Poisoned Jugulas		the
0000000000000000	ccmgc1	Plagued Jugula	a				Plagued Jugulas		the
0000000000000000	ccmgc2	Sickly  Jugula	a				Sickly  Jugulas		the
0000000000000000	ccmgc3	Putrescent Jugula	a				Putrescent Jugulas		the
0000000000000000	ccmgc4	Virulent Jugula	a				Virulent Jugulas		the
0000000000000000	ccmgd1	Ravaged Jugula	a				Ravaged Jugulas		the
0000000000000000	ccmgd2	Festering Jugula	a				Festering Jugulas		the
0000000000000000	ccmgd3	Pestiferous Jugula	a				Pestiferous Jugulas		the
0000000000000000	ccmgd4	Raving Jugula	a				Raving Jugulas		the
0000000000000000	ccmge1	Pustulous Jugula	a				Pustulous Jugulas		the
0000000000000000	ccmge2	Seeping Jugula	a				Seeping Jugulas		the
0000000000000000	ccmge3	Foaming Jugula	a				Foaming Jugulas		the
0000000000000000	ccmge4	Revolting Jugula	a				Revolting Jugulas		the
0000000000000000	ccmgf1	Demented Jugula	a				Demented Jugulas		the
0000000000000000	ccmgf2	Frenzied Jugula	a				Frenzied Jugulas		the
0000000000000000	ccmgf3	Fiendish Jugula	a				Fiendish Jugulas		the
0000000000000000	ccmgf4	Lethal Jugula	a				Lethal Jugulas		the
0000000000000000	ccmjb7	Jugukya							
0000000000000000	ccmjc7	Jugukya							
0000000000000000	ccmjd7	Jugukya							
0000000000000000	ccmje7	Jugukya							
0000000000000000	ccmjf7	Jugukya							
0000000000000000	ccmlb7	Jugukan							
0000000000000000	ccmlc7	Jugukan							
0000000000000000	ccmld7	Jugukan							
0000000000000000	ccmle7	Jugukan							
0000000000000000	ccmlf7	Jugukan							
0000000000000000	ccmpb7	Jugukoo							
0000000000000000	ccmpc7	Jugukoo							
0000000000000000	ccmpd7	Jugukoo							
0000000000000000	ccmpe7	Jugukoo							
0000000000000000	ccmpf1	Terriifying Jugula	a				Terriifying Jugulas		the
0000000000000000	ccmpf2	Awesome Jugula	an				Awesome Jugulas		the
0000000000000000	ccmpf3	Horrific Jugula	a				Horrific Jugulas		the
0000000000000000	ccmpf4	Great Jugula	a				Great Jugulas		the
0000000000000000	ccmpf5	Vulca							the
0000000000000000	ccmpf7	Jugukoo							
0000000000000000	ccmpf8	Terminator Jugula	a	the					
0000000000000000	ccndb7	Hornketh							
0000000000000000	ccndc7	Hornketh							
0000000000000000	ccndd7	Hornketh							
0000000000000000	ccnde7	Hornketh							
0000000000000000	ccndf7	Hornketh							
0000000000000000	ccnfb7	Hornkin							
0000000000000000	ccnfc7	Hornkin							
0000000000000000	ccnfd7	Hornkin							
0000000000000000	ccnfe7	Hornkin							
0000000000000000	ccnfe8	Destroyer Horncher	a	the					
0000000000000000	ccnff7	Hornkin							
0000000000000000	ccnjb7	Hornkya							
0000000000000000	ccnjc7	Hornkya							
0000000000000000	ccnjd7	Hornkya							
0000000000000000	ccnje7	Hornkya							
0000000000000000	ccnjf7	Hornkya							
0000000000000000	ccnlb7	Hornkan							
0000000000000000	ccnlc7	Hornkan							
0000000000000000	ccnld7	Hornkan							
0000000000000000	ccnle7	Hornkan							
0000000000000000	ccnle8	Death Horncher							the
0000000000000000	ccnlf1	Terriifying Horncher	a				Terriifying Hornchers		the
0000000000000000	ccnlf2	Awesome Horncher	an				Awesome Hornchers		the
0000000000000000	ccnlf3	Horrific Horncher	a				Horrific Hornchers		the
0000000000000000	ccnlf4	Great Horncher	a				Great Hornchers		the
0000000000000000	ccnlf7	Hornkan							
0000000000000000	ccnlf8	Death Horncher							the
0000000000000000	ccnpb7	Hornkoo							
0000000000000000	ccnpc7	Hornkoo							
0000000000000000	ccnpd1	Roaring Horncher	a				Roaring Hornchers		the
0000000000000000	ccnpd2	Marauding Horncher	a				Marauding Hornchers		the
0000000000000000	ccnpd3	Hunting Horncher	a				Hunting Hornchers		the
0000000000000000	ccnpd4	Prowling Horncher	a				Prowling Hornchers		the
0000000000000000	ccnpd7	Hornkoo							
0000000000000000	ccnpd8	Terminator Horncher							the
0000000000000000	ccnpe7	Hornkoo							
0000000000000000	ccnpf7	Hornkoo							
0000000000000000	ccodb7	Tyraketh							
0000000000000000	ccodc7	Tyraketh							
0000000000000000	ccodd7	Tyraketh							
0000000000000000	ccode7	Tyraketh							
0000000000000000	ccode8	Slayer Tyrancha	a	the					
0000000000000000	ccodf1	Terriifying Tyrancha	a				Terriifying Tyranchas		the
0000000000000000	ccodf2	Awesome Tyrancha	an				Awesome Tyranchas		the
0000000000000000	ccodf3	Horrific Tyrancha	a				Horrific Tyranchas		the
0000000000000000	ccodf4	Great Tyrancha	a				Great Tyranchas		the
0000000000000000	ccodf7	Tyraketh							
0000000000000000	ccofb7	Tyrakin							
0000000000000000	ccofc7	Tyrakin							
0000000000000000	ccofd7	Tyrakin							
0000000000000000	ccofe7	Tyrakin							
0000000000000000	ccoff7	Tyrakin							
0000000000000000	ccojb7	Tyrakya							
0000000000000000	ccojc7	Tyrakya							
0000000000000000	ccojd7	Tyrakya							
0000000000000000	ccoje7	Tyrakya							
0000000000000000	ccojf7	Tyrakya							
0000000000000000	ccolb7	Tyrakan							
0000000000000000	ccolc7	Tyrakan							
0000000000000000	ccold7	Tyrakan							
0000000000000000	ccole7	Tyrakan							
0000000000000000	ccolf7	Tyrakan							
0000000000000000	ccopb7	Tyrakoo							
0000000000000000	ccopc7	Tyrakoo							
0000000000000000	ccopd7	Tyrakoo							
0000000000000000	ccope1	Preying Tyrancha	a				Preying Tyranchas		the
0000000000000000	ccope2	Raging Tyrancha	a				Raging Tyranchas		the
0000000000000000	ccope3	Fearsome Tyrancha	a				Fearsome Tyranchas		the
0000000000000000	ccope4	Huge Tyrancha	a				Huge Tyranchas		the
0000000000000000	ccope5	Dhar-teeh							the
0000000000000000	ccope7	Tyrakoo							
0000000000000000	ccope8	Terminator Tyrancha							the
0000000000000000	ccopf1	Terriifying Tyrancha	a				Terriifying Tyranchas		the
0000000000000000	ccopf2	Awesome Tyrancha	an				Awesome Tyranchas		the
0000000000000000	ccopf3	Horrific Tyrancha	a				Horrific Tyranchas		the
0000000000000000	ccopf4	Great Tyrancha	a				Great Tyranchas		the
0000000000000000	ccopf5	Ryx							the
0000000000000000	ccopf7	Tyrakoo							
0000000000000000	ccopf8	Terminator Tyrancha	a	the					
0000000000000000	ccpdb7	Yetiketh							
0000000000000000	ccpdc7	Yetiketh							
0000000000000000	ccpdd7	Yetiketh							
0000000000000000	ccpde7	Yetiketh							
0000000000000000	ccpdf7	Yetiketh							
0000000000000000	ccpfb7	Yetikin							
0000000000000000	ccpfc7	Yetikin							
0000000000000000	ccpfd7	Yetikin							
0000000000000000	ccpfe7	Yetikin							
0000000000000000	ccpfe8	Destroyer Yetin	a	the					
0000000000000000	ccpff7	Yetikin							
0000000000000000	ccpff8	Destroyer Yetin	a	the					
0000000000000000	ccpjb7	Yetikya							
0000000000000000	ccpjc7	Yetikya							
0000000000000000	ccpjd7	Yetikya							
0000000000000000	ccpje7	Yetikya							
0000000000000000	ccpjf1	Terriifying Yetin	a				Terriifying Yetins		the
0000000000000000	ccpjf2	Awesome Yetin	an				Awesome Yetins		the
0000000000000000	ccpjf3	Horrific Yetin	a				Horrific Yetins		the
0000000000000000	ccpjf4	Great Yetin	a				Great Yetins		the
0000000000000000	ccpjf7	Yetikya							
0000000000000000	ccplb7	Yetikan							
0000000000000000	ccplc7	Yetikan							
0000000000000000	ccpld7	Yetikan							
0000000000000000	ccple7	Yetikan							
0000000000000000	ccplf7	Yetikan							
0000000000000000	ccppb7	Yetikoo							
0000000000000000	ccppc7	Yetikoo							
0000000000000000	ccppd7	Yetikoo							
0000000000000000	ccppe7	Yetikoo							
0000000000000000	ccppf7	Yetikoo							
0000000000000000	CDACF3	Cute Démoniaque	un	le	du	au	Cutes Démoniaques	des	les
0000000000000000	CDACF4	Cute Mortel	un	le	du	au	Cutes Mortels	des	les
0000000000000000	cdadb7	Cuketh							
0000000000000000	cdadc7	Cuketh							
0000000000000000	cdadd7	Cuketh							
0000000000000000	cdade7	Cuketh							
0000000000000000	cdadf7	Cuketh							
0000000000000000	cdafa1	Gormless Cute	a	the			Gormless Cutes		the
0000000000000000	cdafa2	Dumn Cute	a	the			Dumn Cutes		the
0000000000000000	cdafa3	Quiet Cute	a	the			Quiet Cutes		the
0000000000000000	cdafa4	Wandering Cute	a	the			Wandering Cutes		the
0000000000000000	cdafb1	Panicky Cute	a	the			Panicky Cutes		the
0000000000000000	cdafb2	Lampooning Cute	a	the			Lampooning Cutes		the
0000000000000000	cdafb3	Tough Cute	a	the			Tough Cutes		the
0000000000000000	cdafb4	Babarous Cute	a	the			Babarous Cutes		the
0000000000000000	cdafb7	Cukin							
0000000000000000	cdafc1	Foraging Cute	a	the			Foraging Cutes		the
0000000000000000	cdafc2	Ferreting Cute	a	the			Ferreting Cutes		the
0000000000000000	cdafc3	Furrowing Cute	a	the			Furrowing Cutes		the
0000000000000000	cdafc4	Spirited Cute	a	the			Spirited Cutes		the
0000000000000000	cdafc7	Cukin							
0000000000000000	cdafd1	Savage Cute	a	the			Savage Cutes		the
0000000000000000	cdafd2	Seasoned Cute	a	the			Seasoned Cutes		the
0000000000000000	cdafd3	Veteran Cute	a	the			Veteran Cutes		the
0000000000000000	cdafd4	Lurking Cute	a	the			Lurking Cutes		the
0000000000000000	cdafd7	Cukin							
0000000000000000	cdafe1	Creeping  Cute	a	the			Creeping  Cutes		the
0000000000000000	cdafe2	Crabby Cute	a	the			Crabby Cutes		the
0000000000000000	cdafe3	Belligerent Cute	a	the			Belligerent Cutes		the
0000000000000000	cdafe4	Frightening Cute	a	the			Frightening Cutes		the
0000000000000000	cdafe7	Cukin							
0000000000000000	cdaff1	Threatening Cute	a	the			Threatening Cutes		the
0000000000000000	cdaff2	Tremendous Cute	a	the			Tremendous Cutes		the
0000000000000000	cdaff3	Blood-thirsty Cute	a	the			Blood-thirsty Cutes		the
0000000000000000	cdaff7	Cukin							
0000000000000000	cdaga1	Impure Cute	an	the			Impure Cutes		the
0000000000000000	cdaga2	Blighted Cute	a	the			Blighted Cutes		the
0000000000000000	cdaga3	Contaminated Cute	a	the			Contaminated Cutes		the
0000000000000000	cdaga4	Infected Cute	an	the			Infected Cutes		the
0000000000000000	cdagb1	Nauseous Cute	a	the			Nauseous Cutes		the
0000000000000000	cdagb2	Stinking Cute	a	the			Stinking Cutes		the
0000000000000000	cdagb3	Morbid Cute	a	the			Morbid Cutes		the
0000000000000000	cdagb4	Poisoned Cute	a	the			Poisoned Cutes		the
0000000000000000	cdagc1	Plagued Cute	a	the			Plagued Cutes		the
0000000000000000	cdagc2	Sickly  Cute	a	the			Sickly  Cutes		the
0000000000000000	cdagc3	Putrescent Cute	a	the			Putrescent Cutes		the
0000000000000000	cdagc4	Virulent Cute	a	the			Virulent Cutes		the
0000000000000000	cdagd1	Ravaged Cute	a	the			Ravaged Cutes		the
0000000000000000	cdagd2	Festering Cute	a	the			Festering Cutes		the
0000000000000000	cdagd3	Pestiferous Cute	a	the			Pestiferous Cutes		the
0000000000000000	cdagd4	Raving Cute	a	the			Raving Cutes		the
0000000000000000	cdage1	Pustulous Cute	a	the			Pustulous Cutes		the
0000000000000000	cdage2	Seeping Cute	a	the			Seeping Cutes		the
0000000000000000	cdage3	Foaming Cute	a	the			Foaming Cutes		the
0000000000000000	cdage4	Revolting Cute	a	the			Revolting Cutes		the
0000000000000000	cdagf1	Demented Cute	a	the			Demented Cutes		the
0000000000000000	cdagf2	Frenzied Cute	a	the			Frenzied Cutes		the
0000000000000000	cdagf3	Fiendish Cute	a	the			Fiendish Cutes		the
0000000000000000	cdagf4	Lethal Cute							the
0000000000000000	cdaja1	Gormless Cute	a	the			Gormless Cutes		the
