*HASH_VALUE	bot name	translated name	sheet_name		
0000000000000000	rmf_fight_guild_1	Aposeus Cekian	fyhc2		
0000000000000000	rmf_craft_guild_1	Cela Apocaps	fyhc2old		
0000000000000000	rmf_harvest_guild_1	Celaus Eubus	fyfc2		
0000000000000000	rmf_magic_guild_1	Aello Abygrian	fyfc2mid		
0000000000000000	rmf_fight_guild_2	Cerius Apocaps	fyfc2		
0000000000000000	rmf_craft_guild_2	Boedix Cekian	fyhc2mid		
0000000000000000	rmf_harvest_guild_2	Ceseus Apocaps	fyfc2mid		
0000000000000000	rmf_magic_guild_2	Aeps Apocaps	fyhc2old		
0000000000000000	rmf_fight_guild_3	Decaon Apocaps	fyfc2mid		
0000000000000000	rmf_craft_guild_3	Aela Boeran	fyhc2mid		
0000000000000000	rmf_harvest_guild_3	Aekos Boeran	fyfc2old		
0000000000000000	rmf_magic_guild_3	Cekos Eubus	fyhc2		
0000000000000000	rmf_fight_guild_4	Cello Eubus	fyhc2old		
0000000000000000	rmf_craft_guild_4	Boedon Cekian	fyfc2mid		
0000000000000000	rmf_harvest_guild_4	Cerus Apocaps	fyhc2mid		
0000000000000000	rmf_magic_guild_4	Aelus Apocaps	fyfc2old		
0000000000000000	rmf_fight_guild_5	Delaus Apocaps	fyfc2mid		
0000000000000000	rmf_craft_guild_5	Apotheus Cekian	fyhc2		
0000000000000000	rmf_harvest_guild_5	Cexius Apocaps	fyfc2old		
0000000000000000	rmf_magic_guild_5	Cen Apocaps	fyfc2mid		
0000000000000000	aegus_kami_priest	$gn_aegus_kami_priest$	kami_preacher_4_g		
0000000000000000	kaemon_kami_priest	$gn_kaemon_kami_priest$	kami_preacher_4_g		
0000000000000000	sekovix_kami_priest	$gn_sekovix_kami_priest$	kami_preacher_4_g		
0000000000000000	phyxon_kami_priest	$gn_phyxon_kami_priest$	kami_preacher_4_g		
0000000000000000	galemus_kami_priest	$gn_galemus_kami_priest$	kami_preacher_4_g		
0000000000000000	kami_sentinel	$gn_kami_sentinel$			
0000000000000000	aegus_foreman_1_f1	Apothus Cekian	fyhc1		
0000000000000000	aegus_foreman_2_f1	Aeps Boeran	fyfc1old		
0000000000000000	aegus_supplier_1_f1	Celion Eubus	fyhc2old		
0000000000000000	aegus_supplier_2_f1	Aela Abygrian	fyfc2		
0000000000000000	aegus_corporal_1_f1	Aelus Abygrian	fyha2		
0000000000000000	aegus_corporal_2_f1	Aenix Boeran	fyha2mid		
0000000000000000	kaemon_foreman_1_f1	Apoton Cekian	fyhc1mid		
0000000000000000	kaemon_foreman_2_f1	Apotis Cekian	fyfc1		
0000000000000000	kaemon_supplier_1_f1	Cean Cekian	fyhc2mid		
0000000000000000	kaemon_supplier_2_f1	Aello Boeran	fyfc2old		
0000000000000000	kaemon_corporal_1_f1	Aenix Abygrian	fyfa2mid		
0000000000000000	kaemon_corporal_2_f1	Cela Eubus	fyfa2		
0000000000000000	sekovix_foreman_1_f1	Deion Apocaps	fyhc1old		
0000000000000000	sekovix_foreman_2_f1	Boeion Cekian	fyhc1		
0000000000000000	sekovix_supplier_1_f1	Boetheus Cekian	fyhc2mid		
0000000000000000	sekovix_supplier_2_f1	Cenix Apocaps	fyfc2mid		
0000000000000000	sekovix_corporal_1_f1	Dean Apocaps	fyha2mid		
0000000000000000	sekovix_corporal_2_f1	Aeps Abygrian	fyfa2old		
0000000000000000	phyxon_foreman_1_f1	Boeseus Cekian	fyhc1old		
0000000000000000	phyxon_foreman_2_f1	Ceps Apocaps	fyfc1old		
0000000000000000	phyxon_supplier_1_f1	Celaus Apocaps	fyhc2		
0000000000000000	phyxon_supplier_2_f1	Aelion Boeran	fyfc2		
0000000000000000	phyxon_corporal_1_f1	Aelaus Apocaps	fyha2mid		
0000000000000000	phyxon_corporal_2_f1	Aelion Apocaps	fyfa2		
0000000000000000	galemus_foreman_1_f1	Ceton Apocaps	fyhc1mid		
0000000000000000	galemus_foreman_2_f1	Aela Apocaps	fyfc1		
0000000000000000	galemus_supplier_1_f1	Debus Apocaps	fyhc2old		
0000000000000000	galemus_supplier_2_f1	Aposse Cekian	fyfc2mid		
0000000000000000	galemus_corporal_1_f1	Celion Apocaps	fyha2old		
0000000000000000	galemus_corporal_2_f1	Cetis Apocaps	fyfa2mid		
0000000000000000	aivia	Xacaon Zessen	fyfc2		
0000000000000000	aivial	Zeps Mekops	fyfc2mid		
0000000000000000	aiviavia	Zela Pelorus	fyfc2mid		
0000000000000000	akaka	Xymus Zessen	fyfc2mid		
0000000000000000	akarar	Ulycaon Zessen	fyfc2old		
0000000000000000	dyron_captain_1_f1	Xan Zessen	fyfa3		
0000000000000000	dyron_foreman_2_f1	Deups Xaphaan	fyfc1old		
0000000000000000	dyron_messenger_f1	Titis Lyseus	fyfc1mid		
0000000000000000	dyron_supplier_1_f1	Ulydix Zessen	fyfc2		
0000000000000000	fairhaven_fyros_ambassador_t1	Ulycus Lyseus	fyfc3mid		
0000000000000000	fyros_hawker_f1	Aetis Boethus	fyfc2old		
0000000000000000	fyros_hawker_f2	Ulymus Zessen	fyfc2mid		
0000000000000000	fyros_hawker_f4	Deutheus Xaphaan	fyfc2old		
0000000000000000	fyros_hawker_f8	Aporius Boethus	fyfc2mid		
0000000000000000	fyros_hawker_m1	Apothus Boethus	fyfc2mid		
0000000000000000	fyros_hawker_m2	Deuron Xaphaan	fyfc2		
0000000000000000	fyros_hawker_m4	Xyan Krinn	fyfc2old		
0000000000000000	fyros_hawker_t1	Aetis Zessen	fyfc2		
0000000000000000	fyros_hawker_t3	Xarius Tindix	fyfc2old		
0000000000000000	fyros_hawker_z3	Tikos Lyseus	fyfc2		
0000000000000000	fyros_hawker_z4	Ulydon Zessen	fyfc2mid		
0000000000000000	fyros_hunter_f3	Xamus Zessen	fyfa1mid		
0000000000000000	fyros_hunter_f5	Zeton Pelorus	fyfa1mid		
0000000000000000	fyros_hunter_f6	Cecaon Lyseus	fyfa1mid		
0000000000000000	fyros_hunter_f7	Xyllo Krinn	fyfa1mid		
0000000000000000	fyros_hunter_f8	Aetis Abygrian	fyfa1old		
0000000000000000	fyros_journeyman_f1	Xylaus Tindix	fyfc1mid		
0000000000000000	fyros_journeyman_f2	Apola Boethus	fyfc1mid		
0000000000000000	fyros_journeyman_f4	Zenix Mekops	fyfc1old		
0000000000000000	fyros_journeyman_f8	Zeion Pelorus	fyfc1mid		
0000000000000000	fyros_journeyman_m2	Ulylus Lyseus	fyfc1mid		
0000000000000000	fyros_journeyman_t1	Aexius Zessen	fyfc1mid		
0000000000000000	fyros_journeyman_t3	Aporon Abygrian	fyfc1mid		
0000000000000000	fyros_journeyman_z1	Apollo Abygrian	fyfc1		
0000000000000000	fyros_patrolman_f1	Apon Abygrian	fyfa2mid		
0000000000000000	fyros_patrolman_f2	Cekos Lyseus	fyfa2mid		
0000000000000000	fyros_patrolman_f4	Apodix Abygrian	fyfa2mid		
0000000000000000	fyros_patrolman_f8	Xyros Tindix	fyfa2mid		
0000000000000000	fyros_prospector_1_f2	Xymus Mekops	fyfc1		
0000000000000000	fyros_prospector_1_f4	Ulyron Lyseus	fyfc1mid		
0000000000000000	fyros_prospector_1_f8	Boenix Lyseus	fyfc1mid		
0000000000000000	fyros_prospector_2_f1	Boeton Ibiraan	fyfc1		
0000000000000000	fyros_prospector_2_f3	Xyla Zessen	fyfc1		
0000000000000000	fyros_prospector_2_f5	Ulyan Lyseus	fyfc1old		
0000000000000000	fyros_prospector_2_f6	Ulyion Zessen	fyfc1old		
0000000000000000	fyros_prospector_2_f7	Zemus Mekops	fyfc1old		
0000000000000000	fyros_scout_f1	Xyrius Tindix	fyfa1mid		
0000000000000000	fyros_scout_f2	Xymus Tindix	fyfa1		
0000000000000000	fyros_scout_f3	Apolus Abygrian	fyfa1		
0000000000000000	fyros_scout_f4	Abyxius Zessen	fyfa1		
0000000000000000	fyros_scout_m1	Xylion Krinn	fyfa1mid		
0000000000000000	fyros_scout_z1	Xarius Zessen	fyfa1mid		
0000000000000000	outpost_fyros_10_fyros_steward_f1	Xaron Zessen	fyfc3old		
0000000000000000	outpost_fyros_12_fyros_steward_f1	Den Zessen	fyfc3mid		
0000000000000000	outpost_fyros_13_fyros_steward_f1	Xyn Pelorus	fyfc3		
0000000000000000	outpost_fyros_16_fyros_steward_f1	Aedos Zessen	fyfc3old		
0000000000000000	outpost_fyros_18_fyros_steward_f1	Xatis Tindix	fyfc3mid		
0000000000000000	outpost_fyros_20_fyros_steward_f1	Apodix Zessen	fyfc3		
0000000000000000	outpost_fyros_22_fyros_steward_f1	Zeion Zessen	fyfc3old		
0000000000000000	outpost_fyros_24_fyros_steward_f1	Boeton Krinn	fyfc3mid		
0000000000000000	outpost_fyros_26_fyros_steward_f1	Xatheus Tindix	fyfc3old		
0000000000000000	outpost_fyros_28_fyros_steward_f1	Xathus Zessen	fyfc3mid		
0000000000000000	outpost_matis_32_fyros_steward_m1	Xyton Pelorus	fyfc3mid		
0000000000000000	pyr_corporal_3_f1	Apollo Boethus	fyfa2mid		
0000000000000000	pyr_foreman_2_f1	Abykos Zessen	fyfc1mid		
0000000000000000	pyr_foreman_4_f1	Abyan Zessen	fyfc1		
0000000000000000	pyr_messenger_2_f1	Boethus Ibiraan	fyfc1old		
0000000000000000	pyr_messenger_3_f1	Xyla Tindix	fyfc1		
0000000000000000	pyr_sergent_1_f1	Zean Pelorus	fyfa2		
0000000000000000	pyr_supplier_2_f1	Ulycaon Lyseus	fyfc2		
0000000000000000	pyr_supplier_4_f1	Zemus Zessen	fyfc2mid		
0000000000000000	pyr_welcomer_1_f1	Ulyron Zessen	fyfc3		
0000000000000000	thesos_captain_2_f1	Zean Krinn	fyfa3mid		
0000000000000000	thesos_foreman_1_f1	Xyan Tindix	fyfc1		
0000000000000000	thesos_supplier_2_f1	Zeion Mekops	fyfc2mid		
0000000000000000	thesos_welcomer_f1	Aenix Zessen	fyfc3		
0000000000000000	yrkanis_fyros_ambassador_m1	Xatheus Zessen	fyfc3old		
0000000000000000	afuaroi	Aexius Boethus	fyhc2		
0000000000000000	Ahedus	Apola Abygrian	fyha1		
0000000000000000	aikalluf	Zelus Krinn	fyhc2old		
0000000000000000	aisosr	Apokos Boethus	fyhc2		
0000000000000000	dyron_captain_2_f1	Xyn Tindix	fyha3mid		
0000000000000000	dyron_foreman_1_f1	Xaton Tindix	fyhc1		
0000000000000000	dyron_supplier_2_f1	Aekos Zessen	fyhc2mid		
0000000000000000	dyron_welcomer_f1	Xynix Krinn	fyhc3old		
0000000000000000	fyros_hawker_f3	Aethus Abygrian	fyhc2		
0000000000000000	fyros_hawker_f5	Xytis Krinn	fyhc2		
0000000000000000	fyros_hawker_f6	Dethus Tindix	fyhc2mid		
0000000000000000	fyros_hawker_f7	Ulyrius Lyseus	fyhc2		
0000000000000000	fyros_hawker_m3	Ulydos Zessen	fyhc2		
0000000000000000	fyros_hawker_m5	Xycaon Tindix	fyhc2mid		
0000000000000000	fyros_hawker_t2	Aeps Zessen	fyhc2		
0000000000000000	fyros_hawker_t4	Abylaus Zessen	fyhc2mid		
0000000000000000	fyros_hawker_z1	Cedon Lyseus	fyhc2		
0000000000000000	fyros_hawker_z2	Zelus Zessen	fyhc2		
0000000000000000	fyros_hunter_f1	Zelus Pelorus	fyha1		
0000000000000000	fyros_hunter_f2	Deusse Xaphaan	fyha1mid		
0000000000000000	fyros_hunter_f4	Xyan Zessen	fyha1old		
0000000000000000	fyros_journeyman_f3	Xyrius Mekops	fyhc1		
0000000000000000	fyros_journeyman_f5	Aello Zessen	fyhc1		
0000000000000000	fyros_journeyman_f6	Apodon Zessen	fyhc1mid		
0000000000000000	fyros_journeyman_f7	Xynix Pelorus	fyhc1old		
0000000000000000	fyros_journeyman_m1	Cedon Ibiraan	fyhc2		
0000000000000000	fyros_journeyman_t2	Cela Lyseus	fyhc1old		
0000000000000000	fyros_patrolman_f3	Xyllo Tindix	fyha2		
0000000000000000	fyros_patrolman_f5	Xaton Krinn	fyha2		
0000000000000000	fyros_patrolman_f6	Xaron Tindix	fyha2		
0000000000000000	fyros_patrolman_f7	Abytheus Zessen	fyha2mid		
0000000000000000	fyros_prospector_1_f1	Apomus Boethus	fyhc1old		
0000000000000000	fyros_prospector_1_f3	Xycaon Krinn	fyhc1old		
0000000000000000	fyros_prospector_1_f5	Zenix Pelorus	fyhc1mid		
0000000000000000	fyros_prospector_1_f6	Ulytheus Zessen	fyhc1		
0000000000000000	fyros_prospector_1_f7	Zelus Mekops	fyhc1		
0000000000000000	fyros_prospector_2_f2	Deuseus Xaphaan	fyhc1mid		
0000000000000000	fyros_prospector_2_f4	Xyllo Zessen	fyhc1mid		
0000000000000000	fyros_prospector_2_f8	Apolaus Abygrian	fyhc1old		
0000000000000000	fyros_scout_f5	Titon Lyseus	fyha1old		
0000000000000000	fyros_scout_f6	Apolaus Boethus	fyha1old		
0000000000000000	fyros_scout_f7	Xarus Tindix	fyha1		
0000000000000000	fyros_scout_m2	Apoan Boethus	fyha1		
0000000000000000	fyros_scout_t1	Cean Krinn	fyha1mid		
0000000000000000	kairho	Zexius Pelorus	fyha1		
0000000000000000	Kami adept	Xatis Zessen			
0000000000000000	outpost_fyros_11_fyros_steward_f1	Zethus Pelorus	fyhc3old		
0000000000000000	outpost_fyros_14_fyros_steward_f1	Zetheus Pelorus	fyhc3mid		
0000000000000000	outpost_fyros_15_fyros_steward_f1	Zeps Zessen	fyhc3		
0000000000000000	outpost_fyros_17_fyros_steward_f1	Deuan Tindix	fyhc3mid		
0000000000000000	outpost_fyros_19_fyros_steward_f1	Xynix Mekops	fyhc3old		
0000000000000000	outpost_fyros_21_fyros_steward_f1	Zetheus Zessen	fyhc3		
0000000000000000	outpost_fyros_23_fyros_steward_f1	Xalus Zessen	fyhc3mid		
0000000000000000	outpost_fyros_25_fyros_steward_f1	Deurus Xaphaan	fyhc3old		
0000000000000000	outpost_fyros_27_fyros_steward_f1	Zekos Krinn	fyhc3		
0000000000000000	pyr_corporal_1_f1	Tin Lyseus	fyha2		
0000000000000000	pyr_corporal_2_f1	Xykos Zessen	fyha2old		
0000000000000000	pyr_foreman_1_f1	Xaros Zessen	fyhc1		
0000000000000000	pyr_foreman_3_f1	Aeseus Zessen	fyhc1old		
0000000000000000	pyr_messenger_1_f1	Apon Boethus	fyhc1		
0000000000000000	pyr_sergent_2_f1	Tila Lyseus	fyha2mid		
0000000000000000	pyr_supplier_1_f1	Xalaus Zessen	fyhc2mid		
0000000000000000	pyr_supplier_3_f1	Xanix Zessen	fyhc2old		
0000000000000000	pyr_welcomer_2_f1	Ticaon Lyseus	fyhc3mid		
0000000000000000	selth	Zean Mekops	fyha1		
0000000000000000	slydhiel	Aporon Boethus	fyha1		
0000000000000000	thesos_captain_1_f1	Zekos Mekops	fyha3		
0000000000000000	thesos_foreman_2_f1	Xylus Krinn	fyhc1mid		
0000000000000000	thesos_messenger_f1	Xylus Tindix	fyhc1old		
0000000000000000	thesos_supplier_1_f1	Xyros Krinn	fyhc2		
0000000000000000	vlad	Xyton Zessen	fyha1		
0000000000000000	zora_fyros_ambassador_z1	Xyrius Zessen	fyhc3		
0000000000000000	aefaxza	Vargia Cuirello	mafc2		
0000000000000000	aefettlvsa	Vani Cuido	mafc2		
0000000000000000	aefsettxa	Vargia Cuirini	mafc2mid		
0000000000000000	avalae_captain_1_m1	Viccia Gilo	mafa3old		
0000000000000000	avalae_captain_2_m1	Vassi Cuino	mafa3		
0000000000000000	avalae_foreman_1_m1	Rosiera Pedi	mafc1old		
0000000000000000	avalae_welcomer_m1	Rosirne Lirello	mafc3		
0000000000000000	borea_corporal_2_m1	Vara Fredi	mafa2		
0000000000000000	borea_supplier_1_m1	Rosirne Listi	mafc1old		
0000000000000000	borea_supplier_2_m1	Rosirne Miachini	mafc2		
0000000000000000	davae_sergent_2_m1	Rosirne Miadera	mafa2mid		
0000000000000000	davae_supplier_1_m1	Rosirne Linio	mafc2		
0000000000000000	davae_supplier_2_m1	Vargia Cuisi	mafc2mid		
0000000000000000	fairhaven_matis_ambassador_t1	Viccia Lido	mafc3		
0000000000000000	matis_hawker_f1	Vara Cuipi	mafc2mid		
0000000000000000	matis_hawker_f2	Viccia Gini	mafc2		
0000000000000000	matis_hawker_f3	Rosiera Pechio	mafc2old		
0000000000000000	matis_hawker_f5	Vara Frebi	mafc2mid		
0000000000000000	matis_hawker_f6	Vani Cuinti	mafc2mid		
0000000000000000	matis_hawker_m1	Vani Cuirini	mafc2mid		
0000000000000000	matis_hawker_m2	Viccia Lichio	mafc2old		
0000000000000000	matis_hawker_m4	Rosirne Linia	mafc2old		
0000000000000000	matis_hawker_m5	Vara Cuiri	mafc2mid		
0000000000000000	matis_hawker_t3	Vani Cuiri	mafc2		
0000000000000000	matis_hunter_m5	Rosirne Mialli	mafa1mid		
0000000000000000	matis_hunter_m6	Viccia Gisi	mafa1mid		
0000000000000000	matis_hunter_m7	Rosirne Lirini	mafa1		
0000000000000000	matis_journeyman_f2	Vani Frechini	mafc2		
0000000000000000	matis_journeyman_m1	Vani Cuillo	mafc2mid		
0000000000000000	matis_journeyman_t1	Aniche Anidera	mafc1mid		
0000000000000000	matis_journeyman_z2	Viccia Gillo	mafc1mid		
0000000000000000	matis_journeyman_z3	Viccia Ligno	mafc1		
0000000000000000	matis_patrolman_m1	Aniche Anigno	mafa2		
0000000000000000	matis_patrolman_m3	Viccia Lichini	mafa2mid		
0000000000000000	matis_prospector_1_m3	Vani Cuindi	mafc1		
0000000000000000	matis_prospector_1_m5	Vargia Cuivaldo	mafc1mid		
0000000000000000	matis_prospector_1_m6	Sicha Pelli	mafc1		
0000000000000000	matis_prospector_2_m1	Viccia Girinia	mafc1old		
0000000000000000	matis_prospector_2_m4	Rosirgia Nindi	mafc1mid		
0000000000000000	matis_prospector_2_m7	Viccia Lidera	mafc1		
0000000000000000	matis_scout_f3	Rosirne Liri	mafa1mid		
0000000000000000	matis_scout_m2	Vara Cuinia	mafa1old		
0000000000000000	matis_scout_m4	Rosirgia Nini	mafa1mid		
0000000000000000	matis_scout_m6	Vani Frecco	mafa1mid		
0000000000000000	matis_scout_t1	Viccia Lidi	mafa1old		
0000000000000000	matis_scout_t3	Aniche Anidi	mafa1mid		
0000000000000000	miani_corporal_2_m1	Vara Cuino	mafa2		
0000000000000000	miani_foreman_2_m1	Vani Cuinia	mafc1old		
0000000000000000	miani_supplier_2_m1	Rosirne Miadi	mafc1mid		
0000000000000000	natae_captain_1_m1	Vara Cuisi	mafa3		
0000000000000000	natae_foreman_2_m1	Rosirne Linti	mafc1mid		
0000000000000000	natae_messenger_m1	Rosirne Miabi	mafc1mid		
0000000000000000	nistia_foreman_2_m1	Viccia Girini	mafc1mid		
0000000000000000	nistia_supplier_1_m1	Rosiera Pechini	mafc2mid		
0000000000000000	outpost_fyros_26_matis_steward_f1	Vara Frelli	mafc3mid		
0000000000000000	outpost_matis_10_matis_steward_m1	Rosirne Miani	mafc3mid		
0000000000000000	outpost_matis_12_matis_steward_m1	Rosirne Miania	mafc3old		
0000000000000000	outpost_matis_14_matis_steward_m1	Rosirne Mianio	mafc3mid		
0000000000000000	outpost_matis_16_matis_steward_m1	Vara Cuirinia	mafc3old		
0000000000000000	outpost_matis_18_matis_steward_m1	Viccia Gisti	mafc3mid		
0000000000000000	outpost_matis_20_matis_steward_m1	Rosirne Lindi	mafc3		
0000000000000000	outpost_matis_22_matis_steward_m1	Viccia Givaldo	mafc3mid		
0000000000000000	outpost_matis_24_matis_steward_m1	Rosirne Lirinia	mafc3		
0000000000000000	outpost_matis_26_matis_steward_m1	Rosirne Lizzo	mafc3mid		
0000000000000000	outpost_matis_28_matis_steward_m1	Rosirne Miado	mafc3old		
0000000000000000	outpost_matis_30_matis_steward_m1	Vani Cuidi	mafc3mid		
0000000000000000	outpost_matis_32_matis_steward_m1	Vara Cuivaldo	mafc3		
0000000000000000	pyr_matis_ambassador_f1	Vani Frebi	mafc3mid		
0000000000000000	rosilio_corporal_1_m1	Vara Frello	mafa2mid		
0000000000000000	rosilio_corporal_2_m1	Viccia Ginti	mafa2old		
0000000000000000	rosilio_foreman_2_m1	Vargia Cuiri	mafc1		
0000000000000000	rosilio_supplier_2_m1	Vani Cuipi	mafc1old		
0000000000000000	stalli_corporal_2_m1	Vani Cuirinia	mafa2mid		
0000000000000000	stalli_foreman_1_m1	Vani Cuisi	mafc1mid		
0000000000000000	stalli_supplier_2_m1	Vani Cuinio	mafc1		
0000000000000000	yrkanis_corporal_2_m1	Vara Frecco	mafa2		
0000000000000000	yrkanis_supplier_1_m1	Vara Cuinio	mafc1		
0000000000000000	zora_matis_ambassador_z1	Vara Frechini	mafc3		
0000000000000000	aefuefmyus	Bechi Chiallo	mahc2		
0000000000000000	aeneatnyus	Antorni Antorini	mahc2old		
0000000000000000	avalae_foreman_2_m1	Liccio Chiania	mahc1		
0000000000000000	avalae_messenger_m1	Aniero Anillo	mahc1mid		
0000000000000000	avalae_supplier_1_m1	Liccio Chiani	mahc2		
0000000000000000	avalae_supplier_2_m1	Pecho Cuirinia	mahc2mid		
0000000000000000	borea_corporal_1_m1	Bechi Chiachio	maha2mid		
0000000000000000	borea_foreman_1_m1	Siero Linti	mahc1mid		
0000000000000000	borea_foreman_2_m1	Pecho Cuino	mahc1old		
0000000000000000	davae_foreman_1_m1	Nirni Cuidera	mahc1mid		
0000000000000000	davae_foreman_2_m1	Pecho Cuivaldo	mahc1old		
0000000000000000	davae_messenger_m1	Bechi Besi	mahc1old		
0000000000000000	davae_sergent_1_m1	Bechi Chiado	maha2		
0000000000000000	davae_welcomer_m1	Antoccio Antorini	mahc3		
0000000000000000	matis_hawker_f4	Ligio Gillo	mahc2		
0000000000000000	matis_hawker_m3	Nirni Ciori	mahc2old		
0000000000000000	matis_hawker_m6	Bechi Chiadi	mahc2mid		
0000000000000000	matis_hawker_m7	Miaro Cindi	mahc2old		
0000000000000000	matis_hawker_t1	Nirni Ciorinia	mahc2mid		
0000000000000000	matis_hawker_t2	Sigio Nirello	mahc2		
0000000000000000	matis_hawker_z1	Sigio Nirini	mahc2mid		
0000000000000000	matis_hawker_z2	Antoro Antorini	mahc2old		
0000000000000000	matis_hawker_z3	Pecho Cuibi	mahc2mid		
0000000000000000	matis_hawker_z4	Bechi Chiabi	mahc2		
0000000000000000	matis_hawker_z5	Pecho Cuipi	mahc2		
0000000000000000	matis_hunter_m1	Pecho Cuildo	maha2		
0000000000000000	matis_hunter_m2	Bechi Bevaldo	maha1		
0000000000000000	matis_hunter_m3	Aniero Anini	maha1		
0000000000000000	matis_hunter_m4	Miaro Ciobi	maha1mid		
0000000000000000	matis_journeyman_f1	Antonni Antorini	mahc1mid		
0000000000000000	matis_journeyman_m2	Gichi Cino	mahc1mid		
0000000000000000	matis_journeyman_m3	Miaro Cilli	mahc1mid		
0000000000000000	matis_journeyman_m4	Pecho Cuiri	mahc1mid		
0000000000000000	matis_journeyman_m5	Liccio Bezzo	mahc2		
0000000000000000	matis_journeyman_m6	Liccio Chiagno	mahc1mid		
0000000000000000	matis_journeyman_m7	Pecho Cuirello	mahc1old		
0000000000000000	matis_journeyman_t2	Aniero Anilo	mahc1		
0000000000000000	matis_journeyman_z1	Pecho Cuinio	mahc1mid		
0000000000000000	matis_patrolman_m2	Antonni Benio	maha2mid		
0000000000000000	matis_patrolman_m4	Antoero Antorini	maha2mid		
0000000000000000	matis_patrolman_m5	Nirni Cuibi	maha2mid		
0000000000000000	matis_patrolman_m6	Antocho Antorini	maha2		
0000000000000000	matis_patrolman_m7	Pecho Cuigno	maha2mid		
0000000000000000	matis_prospector_1_m1	Nirni Ciozzo	mahc1		
0000000000000000	matis_prospector_1_m2	Nirni Cisi	mahc1old		
0000000000000000	matis_prospector_1_m4	Rosibre Giri	mahc1old		
0000000000000000	matis_prospector_1_m7	Gichi Cinti	mahc1mid		
0000000000000000	matis_prospector_2_m2	Ligio Gini	mahc1		
0000000000000000	matis_prospector_2_m3	Pecho Cuidi	mahc1old		
0000000000000000	matis_prospector_2_m5	Pecho Cuidera	mahc1		
0000000000000000	matis_prospector_2_m6	Miaro Cinti	mahc1old		
0000000000000000	matis_scout_f1	Gichi Cinia	maha1mid		
0000000000000000	matis_scout_f2	Gichi Cindi	maha1old		
0000000000000000	matis_scout_m1	Miaro Cido	maha1old		
0000000000000000	matis_scout_m3	Pecho Cuisti	maha1		
0000000000000000	matis_scout_m5	Bechi Besti	maha1mid		
0000000000000000	matis_scout_t2	Bechi Chiacco	maha1mid		
0000000000000000	matis_scout_z1	Bechi Bezzo	maha1		
0000000000000000	matis_scout_z2	Robre Cuirello	maha1old		
0000000000000000	miani_corporal_1_m1	Robre Cuiri	maha2mid		
0000000000000000	miani_foreman_1_m1	Gichi Cinio	mahc1mid		
0000000000000000	miani_supplier_1_m1	Miaro Cino	mahc2mid		
0000000000000000	natae_captain_2_m1	Gichi Ciobi	maha3old		
0000000000000000	natae_foreman_1_m1	Nirni Cizzo	mahc1		
0000000000000000	natae_supplier_1_m1	Nirni Cisti	mahc2		
0000000000000000	natae_supplier_2_m1	Liccio Chiacco	mahc2old		
0000000000000000	natae_welcomer_m1	Miaro Cigno	mahc3		
0000000000000000	nistia_corporal_1_m1	Pecho Cuini	maha2		
0000000000000000	nistia_corporal_2_m1	Pecho Cuilo	maha2old		
0000000000000000	nistia_foreman_1_m1	Gichi Ciocco	mahc2old		
0000000000000000	nistia_supplier_2_m1	Aniero Aninia	mahc1mid		
0000000000000000	outpost_matis_11_matis_steward_m1	Antonni Beno	mahc3mid		
0000000000000000	outpost_matis_13_matis_steward_m1	Nirni Cirello	mahc3		
0000000000000000	outpost_matis_15_matis_steward_m1	Sigio Ninti	mahc3mid		
0000000000000000	outpost_matis_17_matis_steward_m1	Liccio Chiandi	mahc3old		
0000000000000000	outpost_matis_19_matis_steward_m1	Aniero Anildo	mahc3mid		
0000000000000000	outpost_matis_21_matis_steward_m1	Pecho Cuindi	mahc3mid		
0000000000000000	outpost_matis_23_matis_steward_m1	Antonni Beldo	mahc3old		
0000000000000000	outpost_matis_25_matis_steward_m1	Nirni Cirini	mahc3mid		
0000000000000000	outpost_matis_27_matis_steward_m1	Liccio Chiadi	mahc3old		
0000000000000000	outpost_matis_29_matis_steward_m1	Robre Cuipi	mahc3		
0000000000000000	outpost_matis_31_matis_steward_m1	Liccio Chialli	mahc3old		
0000000000000000	outpost_tryker_28_matis_steward_t1	Antonni Bello	mahc3		
0000000000000000	rosilio_foreman_1_m1	Aniero Anino	mahc1old		
0000000000000000	rosilio_supplier_1_m1	Antorgio Antorini	mahc2		
0000000000000000	stalli_corporal_1_m1	Pecho Frebi	maha2		
0000000000000000	stalli_foreman_2_m1	Aniero Aninti	mahc1		
0000000000000000	stalli_supplier_1_m1	Pecho Cuizzo	mahc1old		
0000000000000000	ville_concierge	Antonni Bendi			
0000000000000000	yrkanis_corporal_1_m1	Liccio Chiachio	maha2mid		
0000000000000000	yrkanis_corporal_3_m1	Antonni Beni	maha2		
0000000000000000	yrkanis_foreman_1_m1	Antogio Antorini	mahc1mid		
0000000000000000	yrkanis_foreman_2_m1	Liccio Chiadera	mahc1old		
0000000000000000	yrkanis_messenger_1_m1	Nirni Ciorini	mahc1		
0000000000000000	yrkanis_messenger_2_m1	Liccio Bevaldo	mahc1mid		
0000000000000000	yrkanis_supplier_2_m1	Antonni Benia	mahc1old		
0000000000000000	yrkanis_welcomer_m1	Liccio Chialdo	mahc3old		
0000000000000000	aubermouth_corporal_1_t1	Mac'Wiley Garmer	trfa2		
0000000000000000	aubermouth_foreman_1_t1	Ba'Arppy Cadgan	trfc1		
0000000000000000	aubermouth_supplier_1_t1	Be'Laury Brammy	trfc2old		
