*HASH_VALUE	creature ID	name	ia	da	p	pia	pda		
_-	ccgjc7	Vorkya							
_-	ccgjd1	Roaring Vorax	a	the			Roaring Voraxs		the
_-	ccgjd2	Marauding Vorax	a	the			Marauding Voraxs		the
_-	ccgjd3	Hunting Vorax	a	the			Hunting Voraxs		the
_-	ccgjd4	Prowling Vorax	a	the			Prowling Voraxs		the
_-	ccgjd7	Vorkya							
_-	ccgje1	Preying Vorax	a	the			Preying Voraxs		the
_-	ccgje2	Raging Vorax	a	the			Raging Voraxs		the
_-	ccgje3	Fearsome Vorax	a	the			Fearsome Voraxs		the
_-	ccgje4	Huge Vorax	a	the			Huge Voraxs		the
_-	ccgje7	Vorkya							
_-	ccgjf7	Vorkya							
_-	ccgla1	Weeny Vorax	a	the			Weeny Voraxs		the
_-	ccgla2	Puny Vorax	a	the			Puny Voraxs		the
_-	ccgla3	Young Vorax	a	the			Young Voraxs		the
_-	ccgla4	Mild Vorax	a	the			Mild Voraxs		the
_-	ccglb1	Vigorous Vorax	a	the			Vigorous Voraxs		the
_-	ccglb2	Growling Vorax	a	the			Growling Voraxs		the
_-	ccglb3	Scowling Vorax	a	the			Scowling Voraxs		the
_-	ccglb4	Baying Vorax	a	the			Baying Voraxs		the
_-	ccglb7	Vorkan							
_-	ccglc1	Scary Vorax	a	the			Scary Voraxs		the
_-	ccglc2	Malicious Vorax	a	the			Malicious Voraxs		the
_-	ccglc3	Dangerous Vorax	a	the			Dangerous Voraxs		the
_-	ccglc4	Menacing Vorax	a	the			Menacing Voraxs		the
_-	ccglc7	Vorkan							
_-	ccgld1	Roaring Vorax	a	the			Roaring Voraxs		the
_-	ccgld2	Marauding Vorax	a	the			Marauding Voraxs		the
_-	ccgld3	Hunting Vorax	a	the			Hunting Voraxs		the
_-	ccgld4	Prowling Vorax	a	the			Prowling Voraxs		the
_-	ccgld7	Vorkan							
_-	ccgle1	Preying Vorax	a	the			Preying Voraxs		the
_-	ccgle2	Raging Vorax	a	the			Raging Voraxs		the
_-	ccgle3	Fearsome Vorax	a	the			Fearsome Voraxs		the
_-	ccgle4	Huge Vorax	a	the			Huge Voraxs		the
_-	ccgle7	Vorkan							
_-	ccglf1	Terriifying Vorax	a	the			Terriifying Voraxs		the
_-	ccglf2	Awesome Vorax	an	the			Awesome Voraxs		the
_-	ccglf3	Horrific Vorax	a	the			Horrific Voraxs		the
_-	ccglf7	Vorkan							
_-	ccgpb7	Vorkoo							
_-	ccgpc7	Vorkoo							
_-	ccgpd7	Vorkoo							
_-	ccgpe7	Vorkoo							
_-	ccgpf1	Terriifying Vorax	a				Terriifying Voraxs		the
_-	ccgpf2	Awesome Vorax	an				Awesome Voraxs		the
_-	ccgpf3	Horrific Vorax	a				Horrific Voraxs		the
_-	ccgpf4	Great Vorax	a				Great Voraxs		the
_-	ccgpf5	Raj							the
_-	ccgpf7	Vorkoo							
_-	ccgpf8	Terminator Vorax	a	the					
_-	CCHCF4	Varinx Mortel	un	le	du	au	Varinx Mortels	des	les
_-	cchda1	Weeny Varinx	a	the			Weeny Varinxs		the
_-	cchda2	Puny Varinx	a	the			Puny Varinxs		the
_-	cchda3	Young Varinx	a	the			Young Varinxs		the
_-	cchda4	Mild Varinx	a	the			Mild Varinxs		the
_-	cchdb1	Vigorous Varinx	a	the			Vigorous Varinxs		the
_-	cchdb2	Growling Varinx	a	the			Growling Varinxs		the
_-	cchdb3	Scowling Varinx	a	the			Scowling Varinxs		the
_-	cchdb4	Baying Varinx	a	the			Baying Varinxs		the
_-	cchdb7	Varyketh							
_-	cchdc1	Scary Varinx	a	the			Scary Varinxs		the
_-	cchdc2	Malicious Varinx	a	the			Malicious Varinxs		the
_-	cchdc3	Dangerous Varinx	a	the			Dangerous Varinxs		the
_-	cchdc4	Menacing Varinx	a	the			Menacing Varinxs		the
_-	cchdc7	Varyketh							
_-	cchdd1	Roaring Varinx	a	the			Roaring Varinxs		the
_-	cchdd2	Marauding Varinx	a	the			Marauding Varinxs		the
_-	cchdd3	Hunting Varinx	a	the			Hunting Varinxs		the
_-	cchdd4	Prowling Varinx	a	the			Prowling Varinxs		the
_-	cchdd5	Blacosis	a	the			Blacosiss		the
_-	cchdd7	Varyketh							
_-	cchdd8	Slayer Varinx	a	the					
_-	cchde1	Preying Varinx	a	the			Preying Varinxs		the
_-	cchde2	Raging Varinx	a	the			Raging Varinxs		the
_-	cchde3	Fearsome Varinx	a	the			Fearsome Varinxs		the
_-	cchde4	Huge Varinx	a	the			Huge Varinxs		the
_-	cchde5	Tennyx	a	the					
_-	cchde7	Varyketh							
_-	cchdf7	Varyketh							
_-	cchfb7	Varykin							
_-	cchfc7	Varykin							
_-	cchfd7	Varykin							
_-	cchfe7	Varykin							
_-	cchff7	Varykin							
_-	cchga1	Impure Varinx	an	the			Impure Varinxs		the
_-	cchga2	Blighted Varinx	a	the			Blighted Varinxs		the
_-	cchga3	Contaminated Varinx	a	the			Contaminated Varinxs		the
_-	cchga4	Infected Varinx	an	the			Infected Varinxs		the
_-	cchgb1	Nauseous Varinx	a	the			Nauseous Varinxs		the
_-	cchgb2	Stinking Varinx	a	the			Stinking Varinxs		the
_-	cchgb3	Morbid Varinx	a	the			Morbid Varinxs		the
_-	cchgb4	Poisoned Varinx	a	the			Poisoned Varinxs		the
_-	cchgc1	Plagued Varinx	a	the			Plagued Varinxs		the
_-	cchgc2	Sickly  Varinx	a	the			Sickly  Varinxs		the
_-	cchgc3	Putrescent Varinx	a	the			Putrescent Varinxs		the
_-	cchgc4	Virulent Varinx	a	the			Virulent Varinxs		the
_-	cchgd1	Ravaged Varinx	a	the			Ravaged Varinxs		the
_-	cchgd2	Festering Varinx	a	the			Festering Varinxs		the
_-	cchgd3	Pestiferous Varinx	a	the			Pestiferous Varinxs		the
_-	cchgd4	Raving Varinx	a	the			Raving Varinxs		the
_-	cchge1	Pustulous Varinx	a	the			Pustulous Varinxs		the
_-	cchge2	Seeping Varinx	a	the			Seeping Varinxs		the
_-	cchge3	Foaming Varinx	a	the			Foaming Varinxs		the
_-	cchge4	Revolting Varinx	a	the			Revolting Varinxs		the
_-	cchgf1	Demented Varinx	a	the			Demented Varinxs		the
_-	cchgf2	Frenzied Varinx	a	the			Frenzied Varinxs		the
_-	cchgf3	Fiendish Varinx	a	the			Fiendish Varinxs		the
_-	cchgf4	Lethal Varinx	a				Lethal Varinxs		the
_-	cchjb7	Varykya							
_-	cchjc7	Varykya							
_-	cchjd7	Varykya							
_-	cchje7	Varykya							
_-	cchjf7	Varykya							
_-	cchlb7	Varykan							
_-	cchlc7	Varykan							
_-	cchld7	Varykan							
_-	cchle7	Varykan							
_-	cchlf7	Varykan							
_-	cchpa1	Weeny Varinx	a	the			Weeny Varinxs		the
_-	cchpa2	Puny Varinx	a	the			Puny Varinxs		the
_-	cchpa3	Young Varinx	a	the			Young Varinxs		the
_-	cchpa4	Mild Varinx	a	the			Mild Varinxs		the
_-	cchpb1	Vigorous Varinx	a	the			Vigorous Varinxs		the
_-	cchpb2	Growling Varinx	a	the			Growling Varinxs		the
_-	cchpb3	Scowling Varinx	a	the			Scowling Varinxs		the
_-	cchpb4	Baying Varinx	a	the			Baying Varinxs		the
_-	cchpb7	Varykoo							
_-	cchpc1	Scary Varinx	a	the			Scary Varinxs		the
_-	cchpc2	Malicious Varinx	a	the			Malicious Varinxs		the
_-	cchpc3	Dangerous Varinx	a	the			Dangerous Varinxs		the
_-	cchpc4	Menacing Varinx	a	the			Menacing Varinxs		the
_-	cchpc7	Varykoo							
_-	cchpd7	Varykoo							
_-	cchpe1	Roaring Varinx	a	the			Roaring Varinxs		the
_-	cchpe2	Marauding Varinx	a	the			Marauding Varinxs		the
_-	cchpe3	Hunting Varinx	a	the			Hunting Varinxs		the
_-	cchpe4	Prowling Varinx	a	the			Prowling Varinxs		the
_-	cchpe5	Slyk							the
_-	cchpe7	Varykoo							
_-	cchpe8	Terminator Varinx							the
_-	cchpf7	Varykoo							
_-	ccida1	Weeny Zerx	a	the			Weeny Zerxs		the
_-	ccida2	Puny Zerx	a	the			Puny Zerxs		the
_-	ccida3	Young Zerx	a	the			Young Zerxs		the
_-	ccida4	Mild Zerx	a	the			Mild Zerxs		the
_-	ccidb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_-	ccidb2	Growling Zerx	a	the			Growling Zerxs		the
_-	ccidb3	Scowling Zerx	a	the			Scowling Zerxs		the
_-	ccidb4	Baying Zerx	a	the			Baying Zerxs		the
_-	ccidb7	Zerketh							
_-	ccidc1	Scary Zerx	a	the			Scary Zerxs		the
_-	ccidc2	Malicious Zerx	a	the			Malicious Zerxs		the
_-	ccidc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_-	ccidc4	Menacing Zerx	a	the			Menacing Zerxs		the
_-	ccidc7	Zerketh							
_-	ccidd1	Roaring Zerx	a	the			Roaring Zerxs		the
_-	ccidd2	Marauding Zerx	a	the			Marauding Zerxs		the
_-	ccidd3	Hunting Zerx	a	the			Hunting Zerxs		the
_-	ccidd4	Prowling Zerx	a	the			Prowling Zerxs		the
_-	ccidd5	Gullie	a	the					
_-	ccidd7	Zerketh							
_-	ccide7	Zerketh							
_-	ccidf1	Terriifying Zerx	a	the			Terriifying Zerxs		the
_-	ccidf2	Awesome Zerx	a	the			Awesome Zerxs		the
_-	ccidf3	Horrific Zerx	a	the			Horrific Zerxs		the
_-	ccidf4	Great Zerx	a	the					
_-	ccidf5	Poncha	a	the					
_-	ccidf7	Zerketh							
_-	ccifb7	Zerkin							
_-	ccifc7	Zerkin							
_-	ccifd7	Zerkin							
_-	ccife7	Zerkin							
_-	cciff7	Zerkin							
_-	ccija1	Weeny Zerx	a	the			Weeny Zerxs		the
_-	ccija2	Puny Zerx	a	the			Puny Zerxs		the
_-	ccija3	Young Zerx	a	the			Young Zerxs		the
_-	ccija4	Mild Zerx	a	the			Mild Zerxs		the
_-	ccijb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_-	ccijb2	Growling Zerx	a	the			Growling Zerxs		the
_-	ccijb3	Scowling Zerx	a	the			Scowling Zerxs		the
_-	ccijb4	Baying Zerx	a	the			Baying Zerxs		the
_-	ccijb7	Zerkya							
_-	ccijc1	Scary Zerx	a	the			Scary Zerxs		the
_-	ccijc2	Malicious Zerx	a	the			Malicious Zerxs		the
_-	ccijc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_-	ccijc4	Menacing Zerx	a	the			Menacing Zerxs		the
_-	ccijc7	Zerkya							
_-	ccijd1	Roaring Zerx	a	the			Roaring Zerxs		the
_-	ccijd2	Marauding Zerx	a	the			Marauding Zerxs		the
_-	ccijd3	Hunting Zerx	a	the			Hunting Zerxs		the
_-	ccijd4	Prowling Zerx	a	the			Prowling Zerxs		the
_-	ccijd5	Gar-Lo	a	the			Gar-Los		the
_-	ccijd7	Zerkya							
_-	ccije1	Preying Zerx	a	the			Preying Zerxs		the
_-	ccije2	Raging Zerx	a	the			Raging Zerxs		the
_-	ccije3	Fearsome Zerx	a	the			Fearsome Zerxs		the
_-	ccije4	Huge Zerx	a	the			Huge Zerxs		the
_-	ccije7	Zerkya							
_-	ccijf1	Terriifying Zerx	a	the			Terriifying Zerxs		the
_-	ccijf2	Awesome Zerx	an	the			Awesome Zerxs		the
_-	ccijf3	Horrific Zerx	a	the			Horrific Zerxs		the
_-	ccijf4	Great Zerx	a	the					
_-	ccijf7	Zerkya							
_-	ccila1	Weeny Zerx	a	the			Weeny Zerxs		the
_-	ccila2	Puny Zerx	a	the			Puny Zerxs		the
_-	ccila3	Young Zerx	a	the			Young Zerxs		the
_-	ccila4	Mild Zerx	a	the			Mild Zerxs		the
_-	ccilb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_-	ccilb2	Growling Zerx	a	the			Growling Zerxs		the
_-	ccilb3	Scowling Zerx	a	the			Scowling Zerxs		the
_-	ccilb4	Baying Zerx	a	the			Baying Zerxs		the
_-	ccilb7	Zerkan							
_-	ccilc1	Scary Zerx	a	the			Scary Zerxs		the
_-	ccilc2	Malicious Zerx	a	the			Malicious Zerxs		the
_-	ccilc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_-	ccilc4	Menacing Zerx	a	the			Menacing Zerxs		the
_-	ccilc7	Zerkan							
_-	ccild1	Roaring Zerx	a	the			Roaring Zerxs		the
_-	ccild2	Marauding Zerx	a	the			Marauding Zerxs		the
_-	ccild3	Hunting Zerx	a	the			Hunting Zerxs		the
_-	ccild4	Prowling Zerx	a	the			Prowling Zerxs		the
_-	ccild7	Zerkan							
_-	ccile1	Preying Zerx	a	the			Preying Zerxs		the
_-	ccile2	Raging Zerx	a	the			Raging Zerxs		the
_-	ccile3	Fearsome Zerx	a	the			Fearsome Zerxs		the
_-	ccile4	Huge Zerx	a	the			Huge Zerxs		the
_-	ccile7	Zerkan							
_-	ccile8	Death Zerx							the
_-	ccilf7	Zerkan							
_-	ccipa1	Weeny Zerx	a	the			Weeny Zerxs		the
_-	ccipa2	Puny Zerx	a	the			Puny Zerxs		the
_-	ccipa3	Young Zerx	a	the			Young Zerxs		the
_-	ccipa4	Mild Zerx	a	the			Mild Zerxs		the
_-	ccipb1	Vigorous Zerx	a	the			Vigorous Zerxs		the
_-	ccipb2	Growling Zerx	a	the			Growling Zerxs		the
_-	ccipb3	Scowling Zerx	a	the			Scowling Zerxs		the
_-	ccipb4	Baying Zerx	a	the			Baying Zerxs		the
_-	ccipb7	Zerkoo							
_-	ccipc1	Scary Zerx	a	the			Scary Zerxs		the
_-	ccipc2	Malicious Zerx	a	the			Malicious Zerxs		the
_-	ccipc3	Dangerous Zerx	a	the			Dangerous Zerxs		the
_-	ccipc4	Menacing Zerx	a	the			Menacing Zerxs		the
_-	ccipc7	Zerkoo							
_-	ccipd1	Roaring Zerx	a	the			Roaring Zerxs		the
_-	ccipd2	Marauding Zerx	a	the			Marauding Zerxs		the
_-	ccipd3	Hunting Zerx	a	the			Hunting Zerxs		the
_-	ccipd4	Prowling Zerx	a	the			Prowling Zerxs		the
_-	ccipd5	Wylin							the
_-	ccipd7	Zerkoo							
_-	ccipd8	Terminator Kipesta							the
_-	ccipe7	Zerkoo							
_-	ccipf7	Zerkoo							
_-	ccjdb7	Javketh							
_-	ccjdc7	Javketh							
_-	ccjdd7	Javketh							
_-	ccjde7	Javketh							
_-	ccjdf7	Javketh							
_-	ccjfb7	Javkin							
_-	ccjfc1	Scary Javing	a				Scary Javings		the
_-	ccjfc2	Malicious Javing	a				Malicious Javings		the
_-	ccjfc3	Dangerous Javing	a				Dangerous Javings		the
_-	ccjfc4	Menacing Javing	a				Menacing Javings		the
_-	ccjfc7	Javkin							
_-	ccjfd1	Vicious Javing	a				Vicious Javings		the
_-	ccjfd2	Malignant Javing	a				Malignant Javings		the
_-	ccjfd3	Hunting Javing	a				Hunting Javings		the
_-	ccjfd4	Prowling Javing	a				Prowling Javings		the
_-	ccjfd5	Lerang	a	the					
_-	ccjfd7	Javkin							
_-	ccjfe7	Javkin							
_-	ccjff7	Javkin							
_-	ccjfx2	Javing Nouveau-né	un	le	du	au	Javings Nouveau-nés	des	les
_-	ccjja1	Fledgling Javing	a				Fledgling Javings		the
_-	ccjja2	Lesser Javing	a				Lesser Javings		the
_-	ccjjb1	Vigorous Javing	a				Vigorous Javings		the
_-	ccjjb2	Vulgar Javing	a				Vulgar Javings		the
_-	ccjjb3	Bloated Javing	a				Bloated Javings		the
_-	ccjjb4	Prime Javing	a				Prime Javings		the
_-	ccjjb7	Javkya							
_-	ccjjc7	Javkya							
_-	ccjjd7	Javkya							
_-	ccjje7	Javkya							
_-	ccjjf7	Javkya							
_-	ccjlb7	Javkan							
_-	ccjlc7	Javkan							
_-	ccjld7	Javkan							
_-	ccjle7	Javkan							
_-	ccjlf7	Javkan							
_-	ccjpb7	Javkoo							
_-	ccjpc7	Javkoo							
_-	ccjpd7	Javkoo							
_-	ccjpe7	Javkoo							
_-	ccjpf7	Javkoo							
_-	cckdb7	Cuttleketh							
_-	cckdc7	Cuttleketh							
_-	cckdd7	Cuttleketh							
_-	cckdd8	Slayer Cuttler	a	the					
_-	cckde7	Cuttleketh							
_-	cckdf1	Terriifying Cuttler	a				Terriifying Cuttlers		the
_-	cckdf2	Awesome Cuttler	an				Awesome Cuttlers		the
_-	cckdf3	Horrific Cuttler	a				Horrific Cuttlers		the
_-	cckdf4	Great Cuttler	a				Great Cuttlers		the
_-	cckdf7	Cuttleketh							
_-	cckdf8	Slayer Cuttler	a	the					
_-	cckfb7	Cuttlekin							
_-	cckfc7	Cuttlekin							
_-	cckfd7	Cuttlekin							
_-	cckfe1	Preying Cuttler	a				Preying Cuttlers		the
_-	cckfe2	Raging Cuttler	a				Raging Cuttlers		the
_-	cckfe3	Fearsome Cuttler	a				Fearsome Cuttlers		the
_-	cckfe4	Huge Cuttler	a				Huge Cuttlers		the
_-	cckfe5	Spurlah	a	the					
_-	cckfe7	Cuttlekin							
_-	cckfe8	Destroyer Cuttler	a	the					
_-	cckff1	Terriifying Cuttler	a				Terriifying Cuttlers		the
_-	cckff2	Awesome Cuttler	an				Awesome Cuttlers		the
_-	cckff3	Horrific Cuttler	a				Horrific Cuttlers		the
_-	cckff4	Great Cuttler	a				Great Cuttlers		the
_-	cckff5	Zatchel	a	the					
_-	cckff7	Cuttlekin							
_-	cckff8	Destroyer Cuttler	a	the					
_-	cckjb7	Cuttlekya							
_-	cckjc7	Cuttlekya							
_-	cckjd7	Cuttlekya							
_-	cckje7	Cuttlekya							
_-	cckjf7	Cuttlekya							
_-	ccklb7	Cuttlekan							
_-	ccklc7	Cuttlekan							
_-	cckld7	Cuttlekan							
_-	cckle7	Cuttlekan							
_-	ccklf7	Cuttlekan							
_-	cckpb7	Cuttlekoo							
_-	cckpc7	Cuttlekoo							
_-	cckpd7	Cuttlekoo							
_-	cckpe7	Cuttlekoo							
_-	cckpf7	Cuttlekoo							
_-	ccldb7	Ocyketh							
_-	ccldc7	Ocyketh							
_-	ccldd7	Ocyketh							
_-	cclde1	Preying Ocyx	a				Preying Ocyxs		the
_-	cclde2	Raging Ocyx	a				Raging Ocyxs		the
_-	cclde3	Fearsome Ocyx	a				Fearsome Ocyxs		the
_-	cclde4	Huge Ocyx	a				Huge Ocyxs		the
_-	cclde5	Skellop	a	the					
_-	cclde7	Ocyketh							
_-	cclde8	Slayer Ocyx	a	the					
_-	ccldf7	Ocyketh							
_-	cclfb7	Ocykin							
_-	cclfc7	Ocykin							
_-	cclfd7	Ocykin							
_-	cclfe7	Ocykin							
_-	cclfe8	Destroyer Ocyx	a	the					
_-	cclff1	Terriifying Ocyx	a				Terriifying Ocyxs		the
_-	cclff2	Awesome Ocyx	an				Awesome Ocyxs		the
_-	cclff3	Horrific Ocyx	a				Horrific Ocyxs		the
_-	cclff4	Great Ocyx	a				Great Ocyxs		the
_-	cclff7	Ocykin							
_-	cclfx3	Ocyx Jeune	un	l'	de l'	à l'	Ocyx Jeunes	des	les
_-	cclfx7	Ocyx Dominant	un	l'	de l'	à l'	Ocyx Dominants	des	les
_-	ccljb7	Ocykya							
_-	ccljc7	Ocykya							
_-	ccljd7	Ocykya							
_-	cclje7	Ocykya							
_-	ccljf7	Ocykya							
_-	ccllb7	Ocykan							
_-	ccllc7	Ocykan							
_-	cclld7	Ocykan							
_-	cclle7	Ocykan							
_-	ccllf7	Ocykan							
_-	cclpb7	Ocykoo							
_-	cclpc7	Ocykoo							
_-	cclpd7	Ocykoo							
_-	cclpe7	Ocykoo							
_-	cclpf7	Ocykoo							
_-	CCMCF1	Jugula Dément	un	le	du	au	Jugulas Déments	des	les
_-	ccmdb7	Juguketh							
_-	ccmdc7	Juguketh							
_-	ccmdd7	Juguketh							
_-	ccmde7	Juguketh							
_-	ccmdf7	Juguketh							
_-	ccmfb7	Jugukin							
_-	ccmfc7	Jugukin							
_-	ccmfd7	Jugukin							
_-	ccmfe7	Jugukin							
_-	ccmff1	Terriifying Jugula	a				Terriifying Jugulas		the
_-	ccmff2	Awesome Jugula	an				Awesome Jugulas		the
_-	ccmff3	Horrific Jugula	a				Horrific Jugulas		the
_-	ccmff4	Great Jugula	a				Great Jugulas		the
_-	ccmff7	Jugukin							
_-	ccmff8	Destroyer Jugula	a	the					
_-	ccmgb1	Nauseous Jugula	a				Nauseous Jugulas		the
_-	ccmgb2	Stinking Jugula	a				Stinking Jugulas		the
_-	ccmgb3	Morbid Jugula	a				Morbid Jugulas		the
_-	ccmgb4	Poisoned Jugula	a				Poisoned Jugulas		the
_-	ccmgc1	Plagued Jugula	a				Plagued Jugulas		the
_-	ccmgc2	Sickly  Jugula	a				Sickly  Jugulas		the
_-	ccmgc3	Putrescent Jugula	a				Putrescent Jugulas		the
_-	ccmgc4	Virulent Jugula	a				Virulent Jugulas		the
_-	ccmgd1	Ravaged Jugula	a				Ravaged Jugulas		the
_-	ccmgd2	Festering Jugula	a				Festering Jugulas		the
_-	ccmgd3	Pestiferous Jugula	a				Pestiferous Jugulas		the
_-	ccmgd4	Raving Jugula	a				Raving Jugulas		the
_-	ccmge1	Pustulous Jugula	a				Pustulous Jugulas		the
_-	ccmge2	Seeping Jugula	a				Seeping Jugulas		the
_-	ccmge3	Foaming Jugula	a				Foaming Jugulas		the
_-	ccmge4	Revolting Jugula	a				Revolting Jugulas		the
_-	ccmgf1	Demented Jugula	a				Demented Jugulas		the
_-	ccmgf2	Frenzied Jugula	a				Frenzied Jugulas		the
_-	ccmgf3	Fiendish Jugula	a				Fiendish Jugulas		the
_-	ccmgf4	Lethal Jugula	a				Lethal Jugulas		the
_-	ccmjb7	Jugukya							
_-	ccmjc7	Jugukya							
_-	ccmjd7	Jugukya							
_-	ccmje7	Jugukya							
_-	ccmjf7	Jugukya							
_-	ccmlb7	Jugukan							
_-	ccmlc7	Jugukan							
_-	ccmld7	Jugukan							
_-	ccmle7	Jugukan							
_-	ccmlf7	Jugukan							
_-	ccmpb7	Jugukoo							
_-	ccmpc7	Jugukoo							
_-	ccmpd7	Jugukoo							
_-	ccmpe7	Jugukoo							
_-	ccmpf1	Terriifying Jugula	a				Terriifying Jugulas		the
_-	ccmpf2	Awesome Jugula	an				Awesome Jugulas		the
_-	ccmpf3	Horrific Jugula	a				Horrific Jugulas		the
_-	ccmpf4	Great Jugula	a				Great Jugulas		the
_-	ccmpf5	Vulca							the
_-	ccmpf7	Jugukoo							
_-	ccmpf8	Terminator Jugula	a	the					
_-	ccndb7	Hornketh							
_-	ccndc7	Hornketh							
_-	ccndd7	Hornketh							
_-	ccnde7	Hornketh							
_-	ccndf7	Hornketh							
_-	ccnfb7	Hornkin							
_-	ccnfc7	Hornkin							
_-	ccnfd7	Hornkin							
_-	ccnfe7	Hornkin							
_-	ccnfe8	Destroyer Horncher	a	the					
_-	ccnff7	Hornkin							
_-	ccnjb7	Hornkya							
_-	ccnjc7	Hornkya							
_-	ccnjd7	Hornkya							
_-	ccnje7	Hornkya							
_-	ccnjf7	Hornkya							
_-	ccnlb7	Hornkan							
_-	ccnlc7	Hornkan							
_-	ccnld7	Hornkan							
_-	ccnle7	Hornkan							
_-	ccnle8	Death Horncher							the
_-	ccnlf1	Terriifying Horncher	a				Terriifying Hornchers		the
_-	ccnlf2	Awesome Horncher	an				Awesome Hornchers		the
_-	ccnlf3	Horrific Horncher	a				Horrific Hornchers		the
_-	ccnlf4	Great Horncher	a				Great Hornchers		the
_-	ccnlf7	Hornkan							
_-	ccnlf8	Death Horncher							the
_-	ccnpb7	Hornkoo							
_-	ccnpc7	Hornkoo							
_-	ccnpd1	Roaring Horncher	a				Roaring Hornchers		the
_-	ccnpd2	Marauding Horncher	a				Marauding Hornchers		the
_-	ccnpd3	Hunting Horncher	a				Hunting Hornchers		the
_-	ccnpd4	Prowling Horncher	a				Prowling Hornchers		the
_-	ccnpd7	Hornkoo							
_-	ccnpd8	Terminator Horncher							the
_-	ccnpe7	Hornkoo							
_-	ccnpf7	Hornkoo							
_-	ccodb7	Tyraketh							
_-	ccodc7	Tyraketh							
_-	ccodd7	Tyraketh							
_-	ccode7	Tyraketh							
_-	ccode8	Slayer Tyrancha	a	the					
_-	ccodf1	Terriifying Tyrancha	a				Terriifying Tyranchas		the
_-	ccodf2	Awesome Tyrancha	an				Awesome Tyranchas		the
_-	ccodf3	Horrific Tyrancha	a				Horrific Tyranchas		the
_-	ccodf4	Great Tyrancha	a				Great Tyranchas		the
_-	ccodf7	Tyraketh							
_-	ccofb7	Tyrakin							
_-	ccofc7	Tyrakin							
_-	ccofd7	Tyrakin							
_-	ccofe7	Tyrakin							
_-	ccoff7	Tyrakin							
_-	ccojb7	Tyrakya							
_-	ccojc7	Tyrakya							
_-	ccojd7	Tyrakya							
_-	ccoje7	Tyrakya							
_-	ccojf7	Tyrakya							
_-	ccolb7	Tyrakan							
_-	ccolc7	Tyrakan							
_-	ccold7	Tyrakan							
_-	ccole7	Tyrakan							
_-	ccolf7	Tyrakan							
_-	ccopb7	Tyrakoo							
_-	ccopc7	Tyrakoo							
_-	ccopd7	Tyrakoo							
_-	ccope1	Preying Tyrancha	a				Preying Tyranchas		the
_-	ccope2	Raging Tyrancha	a				Raging Tyranchas		the
_-	ccope3	Fearsome Tyrancha	a				Fearsome Tyranchas		the
_-	ccope4	Huge Tyrancha	a				Huge Tyranchas		the
_-	ccope5	Dhar-teeh							the
_-	ccope7	Tyrakoo							
_-	ccope8	Terminator Tyrancha							the
_-	ccopf1	Terriifying Tyrancha	a				Terriifying Tyranchas		the
_-	ccopf2	Awesome Tyrancha	an				Awesome Tyranchas		the
_-	ccopf3	Horrific Tyrancha	a				Horrific Tyranchas		the
_-	ccopf4	Great Tyrancha	a				Great Tyranchas		the
_-	ccopf5	Ryx							the
_-	ccopf7	Tyrakoo							
_-	ccopf8	Terminator Tyrancha	a	the					
_-	ccpdb7	Yetiketh							
_-	ccpdc7	Yetiketh							
_-	ccpdd7	Yetiketh							
_-	ccpde7	Yetiketh							
_-	ccpdf7	Yetiketh							
_-	ccpfb7	Yetikin							
_-	ccpfc7	Yetikin							
_-	ccpfd7	Yetikin							
_-	ccpfe7	Yetikin							
_-	ccpfe8	Destroyer Yetin	a	the					
_-	ccpff7	Yetikin							
_-	ccpff8	Destroyer Yetin	a	the					
_-	ccpjb7	Yetikya							
_-	ccpjc7	Yetikya							
_-	ccpjd7	Yetikya							
_-	ccpje7	Yetikya							
_-	ccpjf1	Terriifying Yetin	a				Terriifying Yetins		the
_-	ccpjf2	Awesome Yetin	an				Awesome Yetins		the
_-	ccpjf3	Horrific Yetin	a				Horrific Yetins		the
_-	ccpjf4	Great Yetin	a				Great Yetins		the
_-	ccpjf7	Yetikya							
_-	ccplb7	Yetikan							
_-	ccplc7	Yetikan							
_-	ccpld7	Yetikan							
_-	ccple7	Yetikan							
_-	ccplf7	Yetikan							
_-	ccppb7	Yetikoo							
_-	ccppc7	Yetikoo							
_-	ccppd7	Yetikoo							
_-	ccppe7	Yetikoo							
_-	ccppf7	Yetikoo							
_-	CDACF3	Cute Démoniaque	un	le	du	au	Cutes Démoniaques	des	les
_-	CDACF4	Cute Mortel	un	le	du	au	Cutes Mortels	des	les
_-	cdadb7	Cuketh							
_-	cdadc7	Cuketh							
_-	cdadd7	Cuketh							
_-	cdade7	Cuketh							
_-	cdadf7	Cuketh							
_-	cdafa1	Gormless Cute	a	the			Gormless Cutes		the
_-	cdafa2	Dumn Cute	a	the			Dumn Cutes		the
_-	cdafa3	Quiet Cute	a	the			Quiet Cutes		the
_-	cdafa4	Wandering Cute	a	the			Wandering Cutes		the
_-	cdafb1	Panicky Cute	a	the			Panicky Cutes		the
_-	cdafb2	Lampooning Cute	a	the			Lampooning Cutes		the
_-	cdafb3	Tough Cute	a	the			Tough Cutes		the
