*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_809A5F73EC285DEB	abczaca11	Création d'Armures Zoraïs 11		une	la	Créations d'Armures Zoraïs 11	des	les	Vous permet de fabriquer des armures zoraïs de qualité 110
_C09A5F75EC285DEB	abczaca12	Création d'Armures Zoraïs 12		une	la	Créations d'Armures Zoraïs 12	des	les	Vous permet de fabriquer des armures zoraïs de qualité 120
_009A5F77EC285DEB	abczaca13	Création d'Armures Zoraïs 13		une	la	Créations d'Armures Zoraïs 13	des	les	Vous permet de fabriquer des armures zoraïs de qualité 130
_419A5F79EC285DEB	abczaca14	Création d'Armures Zoraïs 14		une	la	Créations d'Armures Zoraïs 14	des	les	Vous permet de fabriquer des armures zoraïs de qualité 140
_819A5F7BEC285DEB	abczaca15	Création d'Armures Zoraïs 15		une	la	Créations d'Armures Zoraïs 15	des	les	Vous permet de fabriquer des armures zoraïs de qualité 150
_C19A5F7DEC285DEB	abczaca16	Création d'Armures Zoraïs 16		une	la	Créations d'Armures Zoraïs 16	des	les	Vous permet de fabriquer des armures zoraïs de qualité 160
_019A5F7FEC285DEB	abczaca17	Création d'Armures Zoraïs 17		une	la	Créations d'Armures Zoraïs 17	des	les	Vous permet de fabriquer des armures zoraïs de qualité 170
_429A5F81EC285DEB	abczaca18	Création d'Armures Zoraïs 18		une	la	Créations d'Armures Zoraïs 18	des	les	Vous permet de fabriquer des armures zoraïs de qualité 180
_829A5F83EC285DEB	abczaca19	Création d'Armures Zoraïs 19		une	la	Créations d'Armures Zoraïs 19	des	les	Vous permet de fabriquer des armures zoraïs de qualité 190
_40AA5F716C285DEB	abczaca20	Création d'Armures Zoraïs 20		une	la	Créations d'Armures Zoraïs 20	des	les	Vous permet de fabriquer des armures zoraïs de qualité 200
_80AA5F736C285DEB	abczaca21	Création d'Armures Zoraïs 21		une	la	Créations d'Armures Zoraïs 21	des	les	Vous permet de fabriquer des armures zoraïs de qualité 210
_C0AA5F756C285DEB	abczaca22	Création d'Armures Zoraïs 22		une	la	Créations d'Armures Zoraïs 22	des	les	Vous permet de fabriquer des armures zoraïs de qualité 220
_00AA5F776C285DEB	abczaca23	Création d'Armures Zoraïs 23		une	la	Créations d'Armures Zoraïs 23	des	les	Vous permet de fabriquer des armures zoraïs de qualité 230
_41AA5F796C285DEB	abczaca24	Création d'Armures Zoraïs 24		une	la	Créations d'Armures Zoraïs 24	des	les	Vous permet de fabriquer des armures zoraïs de qualité 240
_81AA5F7B6C285DEB	abczaca25	Création d'Armures Zoraïs 25		une	la	Créations d'Armures Zoraïs 25	des	les	Vous permet de fabriquer des armures zoraïs de qualité 250
_EA8EFF8CF0E2436F	abczmca01	Création d'Armes de Mêlée Zoraïs 1		une	la	Créations d'Armes de Mêlée Zoraïs 1	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 10
_EA8EFF8D30E2476F	abczmca02	Création d'Armes de Mêlée Zoraïs 2		une	la	Créations d'Armes de Mêlée Zoraïs 2	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 20
_EA8EFF8E70E24B6F	abczmca03	Création d'Armes de Mêlée Zoraïs 3		une	la	Créations d'Armes de Mêlée Zoraïs 3	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 30
_EA8EFF8FB1E24F6F	abczmca04	Création d'Armes de Mêlée Zoraïs 4		une	la	Créations d'Armes de Mêlée Zoraïs 4	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 40
_EA8EFF90F1E2536F	abczmca05	Création d'Armes de Mêlée Zoraïs 5		une	la	Créations d'Armes de Mêlée Zoraïs 5	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 50
_EA8EFF9131E2576F	abczmca06	Création d'Armes de Mêlée Zoraïs 6		une	la	Créations d'Armes de Mêlée Zoraïs 6	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 60
_EA8EFF9271E25B6F	abczmca07	Création d'Armes de Mêlée Zoraïs 7		une	la	Créations d'Armes de Mêlée Zoraïs 7	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 70
_EA8EFF93B2E25F6F	abczmca08	Création d'Armes de Mêlée Zoraïs 8		une	la	Créations d'Armes de Mêlée Zoraïs 8	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 80
_EA8EFF94F2E2636F	abczmca09	Création d'Armes de Mêlée Zoraïs 9		une	la	Créations d'Armes de Mêlée Zoraïs 9	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 90
_7B46CF5E0CC9B62D	abczmca10	Création d'Armes de Mêlée Zoraïs 10		une	la	Créations d'Armes de Mêlée Zoraïs 10	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 100
_7B46D35F0CD9B62D	abczmca11	Création d'Armes de Mêlée Zoraïs 11		une	la	Créations d'Armes de Mêlée Zoraïs 11	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 110
_7B46D7600CE9B62D	abczmca12	Création d'Armes de Mêlée Zoraïs 12		une	la	Créations d'Armes de Mêlée Zoraïs 12	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 120
_7B46DB610CF9B62D	abczmca13	Création d'Armes de Mêlée Zoraïs 13		une	la	Créations d'Armes de Mêlée Zoraïs 13	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 130
_7B46DF620C09B62D	abczmca14	Création d'Armes de Mêlée Zoraïs 14		une	la	Créations d'Armes de Mêlée Zoraïs 14	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 140
_7B46E3630C19B62D	abczmca15	Création d'Armes de Mêlée Zoraïs 15		une	la	Créations d'Armes de Mêlée Zoraïs 15	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 150
_7B46E7640C29B62D	abczmca16	Création d'Armes de Mêlée Zoraïs 16		une	la	Créations d'Armes de Mêlée Zoraïs 16	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 160
_7B46EB650C39B62D	abczmca17	Création d'Armes de Mêlée Zoraïs 17		une	la	Créations d'Armes de Mêlée Zoraïs 17	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 170
_7B46EF660C49B62D	abczmca18	Création d'Armes de Mêlée Zoraïs 18		une	la	Créations d'Armes de Mêlée Zoraïs 18	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 180
_7B46F3670C59B62D	abczmca19	Création d'Armes de Mêlée Zoraïs 19		une	la	Créations d'Armes de Mêlée Zoraïs 19	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 190
_7B46CF5F4CC9BA2D	abczmca20	Création d'Armes de Mêlée Zoraïs 20		une	la	Créations d'Armes de Mêlée Zoraïs 20	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 200
_7B46D3604CD9BA2D	abczmca21	Création d'Armes de Mêlée Zoraïs 21		une	la	Créations d'Armes de Mêlée Zoraïs 21	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 210
_7B46D7614CE9BA2D	abczmca22	Création d'Armes de Mêlée Zoraïs 22		une	la	Créations d'Armes de Mêlée Zoraïs 22	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 220
_7B46DB624CF9BA2D	abczmca23	Création d'Armes de Mêlée Zoraïs 23		une	la	Créations d'Armes de Mêlée Zoraïs 23	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 230
_7B46DF634C09BA2D	abczmca24	Création d'Armes de Mêlée Zoraïs 24		une	la	Créations d'Armes de Mêlée Zoraïs 24	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 240
_7B46E3644C19BA2D	abczmca25	Création d'Armes de Mêlée Zoraïs 25		une	la	Créations d'Armes de Mêlée Zoraïs 25	des	les	Vous permet de fabriquer des armes de mêlée zoraïs de qualité 250
_EAAE0F8A30334374	abczrca01	Création d'Armes de Tir Zoraïs 1		une	la	Créations d'Armes de Tir Zoraïs 1	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 10
_EAAE0F8B70334774	abczrca02	Création d'Armes de Tir Zoraïs 2		une	la	Créations d'Armes de Tir Zoraïs 2	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 20
_EAAE0F8CB0334B74	abczrca03	Création d'Armes de Tir Zoraïs 3		une	la	Créations d'Armes de Tir Zoraïs 3	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 30
_EAAE0F8DF1334F74	abczrca04	Création d'Armes de Tir Zoraïs 4		une	la	Créations d'Armes de Tir Zoraïs 4	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 40
_EAAE0F8E31335374	abczrca05	Création d'Armes de Tir Zoraïs 5		une	la	Créations d'Armes de Tir Zoraïs 5	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 50
_EAAE0F8F71335774	abczrca06	Création d'Armes de Tir Zoraïs 6		une	la	Créations d'Armes de Tir Zoraïs 6	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 60
_EAAE0F90B1335B74	abczrca07	Création d'Armes de Tir Zoraïs 7		une	la	Créations d'Armes de Tir Zoraïs 7	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 70
_EAAE0F91F2335F74	abczrca08	Création d'Armes de Tir Zoraïs 8		une	la	Créations d'Armes de Tir Zoraïs 8	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 80
_EAAE0F9232336374	abczrca09	Création d'Armes de Tir Zoraïs 9		une	la	Créations d'Armes de Tir Zoraïs 9	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 90
_7B86DF568EC9B632	abczrca10	Création d'Armes de Tir Zoraïs 10		une	la	Créations d'Armes de Tir Zoraïs 10	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 100
_7B86E3578ED9B632	abczrca11	Création d'Armes de Tir Zoraïs 11		une	la	Créations d'Armes de Tir Zoraïs 11	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 110
_7B86E7588EE9B632	abczrca12	Création d'Armes de Tir Zoraïs 12		une	la	Créations d'Armes de Tir Zoraïs 12	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 120
_7B86EB598EF9B632	abczrca13	Création d'Armes de Tir Zoraïs 13		une	la	Créations d'Armes de Tir Zoraïs 13	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 130
_7B86EF5A8E09B632	abczrca14	Création d'Armes de Tir Zoraïs 14		une	la	Créations d'Armes de Tir Zoraïs 14	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 140
_7B86F35B8E19B632	abczrca15	Création d'Armes de Tir Zoraïs 15		une	la	Créations d'Armes de Tir Zoraïs 15	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 150
_7B86F75C8E29B632	abczrca16	Création d'Armes de Tir Zoraïs 16		une	la	Créations d'Armes de Tir Zoraïs 16	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 160
_7B86FB5D8E39B632	abczrca17	Création d'Armes de Tir Zoraïs 17		une	la	Créations d'Armes de Tir Zoraïs 17	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 170
_7B86FF5E8E49B632	abczrca18	Création d'Armes de Tir Zoraïs 18		une	la	Créations d'Armes de Tir Zoraïs 18	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 180
_7B86035F8E59B632	abczrca19	Création d'Armes de Tir Zoraïs 19		une	la	Créations d'Armes de Tir Zoraïs 19	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 190
_7B86DF57CEC9BA32	abczrca20	Création d'Armes de Tir Zoraïs 20		une	la	Créations d'Armes de Tir Zoraïs 20	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 200
_7B86E358CED9BA32	abczrca21	Création d'Armes de Tir Zoraïs 21		une	la	Créations d'Armes de Tir Zoraïs 21	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 210
_7B86E759CEE9BA32	abczrca22	Création d'Armes de Tir Zoraïs 22		une	la	Créations d'Armes de Tir Zoraïs 22	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 220
_7B86EB5ACEF9BA32	abczrca23	Création d'Armes de Tir Zoraïs 23		une	la	Créations d'Armes de Tir Zoraïs 23	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 230
_7B86EF5BCE09BA32	abczrca24	Création d'Armes de Tir Zoraïs 24		une	la	Créations d'Armes de Tir Zoraïs 24	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 240
_7B86F35CCE19BA32	abczrca25	Création d'Armes de Tir Zoraïs 25		une	la	Créations d'Armes de Tir Zoraïs 25	des	les	Vous permet de fabriquer des armes de tir zoraïs de qualité 250
_1F8DE1723CDCD3D7	abczpca01	Création de Munitions Zoraïs 1		une	la	Créations de Munitions Zoraïs 1	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 10
_1F8DE1733CECD7D7	abczpca02	Création de Munitions Zoraïs 2		une	la	Créations de Munitions Zoraïs 2	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 20
_1F8DE1743CFCDBD7	abczpca03	Création de Munitions Zoraïs 3		une	la	Créations de Munitions Zoraïs 3	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 30
_1F8DE1753C0CDFD7	abczpca04	Création de Munitions Zoraïs 4		une	la	Créations de Munitions Zoraïs 4	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 40
_1F8DE1763C1CE3D7	abczpca05	Création de Munitions Zoraïs 5		une	la	Créations de Munitions Zoraïs 5	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 50
_1F8DE1773C2CE7D7	abczpca06	Création de Munitions Zoraïs 6		une	la	Créations de Munitions Zoraïs 6	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 60
_1F8DE1783C3CEBD7	abczpca07	Création de Munitions Zoraïs 7		une	la	Créations de Munitions Zoraïs 7	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 70
_1F8DE1793C4CEFD7	abczpca08	Création de Munitions Zoraïs 8		une	la	Créations de Munitions Zoraïs 8	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 80
_1F8DE17A3C5CF3D7	abczpca09	Création de Munitions Zoraïs 9		une	la	Créations de Munitions Zoraïs 9	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 90
_34670D91EE246C4A	abczpca10	Création de Munitions Zoraïs 10		une	la	Créations de Munitions Zoraïs 10	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 100
_34670D93EE346C4A	abczpca11	Création de Munitions Zoraïs 11		une	la	Créations de Munitions Zoraïs 11	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 110
_34670D95EE446C4A	abczpca12	Création de Munitions Zoraïs 12		une	la	Créations de Munitions Zoraïs 12	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 120
_34670D97EE546C4A	abczpca13	Création de Munitions Zoraïs 13		une	la	Créations de Munitions Zoraïs 13	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 130
_34670D99EE646C4A	abczpca14	Création de Munitions Zoraïs 14		une	la	Créations de Munitions Zoraïs 14	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 140
_34670D9BEE746C4A	abczpca15	Création de Munitions Zoraïs 15		une	la	Créations de Munitions Zoraïs 15	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 150
_34670D9DEE846C4A	abczpca16	Création de Munitions Zoraïs 16		une	la	Créations de Munitions Zoraïs 16	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 160
_34670D9FEE946C4A	abczpca17	Création de Munitions Zoraïs 17		une	la	Créations de Munitions Zoraïs 17	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 170
_34670DA1EEA46C4A	abczpca18	Création de Munitions Zoraïs 18		une	la	Créations de Munitions Zoraïs 18	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 180
_34670DA3EEB46C4A	abczpca19	Création de Munitions Zoraïs 19		une	la	Créations de Munitions Zoraïs 19	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 190
_34670D916E24704A	abczpca20	Création de Munitions Zoraïs 20		une	la	Créations de Munitions Zoraïs 20	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 200
_34670D936E34704A	abczpca21	Création de Munitions Zoraïs 21		une	la	Créations de Munitions Zoraïs 21	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 210
_34670D956E44704A	abczpca22	Création de Munitions Zoraïs 22		une	la	Créations de Munitions Zoraïs 22	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 220
_34670D976E54704A	abczpca23	Création de Munitions Zoraïs 23		une	la	Créations de Munitions Zoraïs 23	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 230
_34670D996E64704A	abczpca24	Création de Munitions Zoraïs 24		une	la	Créations de Munitions Zoraïs 24	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 240
_34670D9B6E74704A	abczpca25	Création de Munitions Zoraïs 25		une	la	Créations de Munitions Zoraïs 25	des	les	Vous permet de fabriquer des munitions zoraïs de qualité 250
_41848597E8A64E95	abczsca01	Création de Boucliers Zoraïs 1		une	la	Créations de Boucliers Zoraïs 1	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 10
_8184859828A64E95	abczsca02	Création de Boucliers Zoraïs 2		une	la	Créations de Boucliers Zoraïs 2	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 20
_C184859968A64E95	abczsca03	Création de Boucliers Zoraïs 3		une	la	Créations de Boucliers Zoraïs 3	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 30
_0284859AA9A64E95	abczsca04	Création de Boucliers Zoraïs 4		une	la	Créations de Boucliers Zoraïs 4	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 40
_4284859BE9A64E95	abczsca05	Création de Boucliers Zoraïs 5		une	la	Créations de Boucliers Zoraïs 5	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 50
_8284859C29A64E95	abczsca06	Création de Boucliers Zoraïs 6		une	la	Créations de Boucliers Zoraïs 6	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 60
_C284859D69A64E95	abczsca07	Création de Boucliers Zoraïs 7		une	la	Créations de Boucliers Zoraïs 7	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 70
_0384859EAAA64E95	abczsca08	Création de Boucliers Zoraïs 8		une	la	Créations de Boucliers Zoraïs 8	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 80
_4384859FEAA64E95	abczsca09	Création de Boucliers Zoraïs 9		une	la	Créations de Boucliers Zoraïs 9	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 90
_A42C25116FEF29F6	abczsca10	Création de Boucliers Zoraïs 10		une	la	Créations de Boucliers Zoraïs 10	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 100
_A42C25136FEF2DF6	abczsca11	Création de Boucliers Zoraïs 11		une	la	Créations de Boucliers Zoraïs 11	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 110
_A42C25156FEF31F6	abczsca12	Création de Boucliers Zoraïs 12		une	la	Créations de Boucliers Zoraïs 12	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 120
_A42C25176FEF35F6	abczsca13	Création de Boucliers Zoraïs 13		une	la	Créations de Boucliers Zoraïs 13	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 130
_A42C25196FEF39F6	abczsca14	Création de Boucliers Zoraïs 14		une	la	Créations de Boucliers Zoraïs 14	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 140
_A42C251B6FEF3DF6	abczsca15	Création de Boucliers Zoraïs 15		une	la	Créations de Boucliers Zoraïs 15	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 150
_A42C251D6FEF41F6	abczsca16	Création de Boucliers Zoraïs 16		une	la	Créations de Boucliers Zoraïs 16	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 160
_A42C251F6FEF45F6	abczsca17	Création de Boucliers Zoraïs 17		une	la	Créations de Boucliers Zoraïs 17	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 170
_A42C25216FEF49F6	abczsca18	Création de Boucliers Zoraïs 18		une	la	Créations de Boucliers Zoraïs 18	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 180
_A42C25236FEF4DF6	abczsca19	Création de Boucliers Zoraïs 19		une	la	Créations de Boucliers Zoraïs 19	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 190
_A42C2511EFEF29F7	abczsca20	Création de Boucliers Zoraïs 20		une	la	Créations de Boucliers Zoraïs 20	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 200
_A42C2513EFEF2DF7	abczsca21	Création de Boucliers Zoraïs 21		une	la	Créations de Boucliers Zoraïs 21	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 210
_A42C2515EFEF31F7	abczsca22	Création de Boucliers Zoraïs 22		une	la	Créations de Boucliers Zoraïs 22	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 220
_A42C2517EFEF35F7	abczsca23	Création de Boucliers Zoraïs 23		une	la	Créations de Boucliers Zoraïs 23	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 230
_A42C2519EFEF39F7	abczsca24	Création de Boucliers Zoraïs 24		une	la	Créations de Boucliers Zoraïs 24	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 240
_A42C251BEFEF3DF7	abczsca25	Création de Boucliers Zoraïs 25		une	la	Créations de Boucliers Zoraïs 25	des	les	Vous permet de fabriquer des boucliers zoraïs de qualité 250
_1A6BCD0F407E1364	abczjca01	Création de Bijoux Zoraïs 1		une	la	Créations de Bijoux Zoraïs 1	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 10
_1A6BD110408E1364	abczjca02	Création de Bijoux Zoraïs 2		une	la	Créations de Bijoux Zoraïs 2	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 20
_1A6BD511409E1364	abczjca03	Création de Bijoux Zoraïs 3		une	la	Créations de Bijoux Zoraïs 3	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 30
_1A6BD91240AE1364	abczjca04	Création de Bijoux Zoraïs 4		une	la	Créations de Bijoux Zoraïs 4	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 40
_1A6BDD1340BE1364	abczjca05	Création de Bijoux Zoraïs 5		une	la	Créations de Bijoux Zoraïs 5	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 50
_1A6BE11440CE1364	abczjca06	Création de Bijoux Zoraïs 6		une	la	Créations de Bijoux Zoraïs 6	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 60
_1A6BE51540DE1364	abczjca07	Création de Bijoux Zoraïs 7		une	la	Créations de Bijoux Zoraïs 7	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 70
_1A6BE91640EE1364	abczjca08	Création de Bijoux Zoraïs 8		une	la	Créations de Bijoux Zoraïs 8	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 80
_1A6BED1740FE1364	abczjca09	Création de Bijoux Zoraïs 9		une	la	Créations de Bijoux Zoraïs 9	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 90
_43DA6B8BF845262D	abczjca10	Création de Bijoux Zoraïs 10		une	la	Créations de Bijoux Zoraïs 10	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 100
_83DA6B8C3845262D	abczjca11	Création de Bijoux Zoraïs 11		une	la	Créations de Bijoux Zoraïs 11	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 110
_C3DA6B8D7845262D	abczjca12	Création de Bijoux Zoraïs 12		une	la	Créations de Bijoux Zoraïs 12	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 120
_03DA6B8EB845262D	abczjca13	Création de Bijoux Zoraïs 13		une	la	Créations de Bijoux Zoraïs 13	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 130
_44DA6B8FF945262D	abczjca14	Création de Bijoux Zoraïs 14		une	la	Créations de Bijoux Zoraïs 14	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 140
_84DA6B903945262D	abczjca15	Création de Bijoux Zoraïs 15		une	la	Créations de Bijoux Zoraïs 15	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 150
_C4DA6B917945262D	abczjca16	Création de Bijoux Zoraïs 16		une	la	Créations de Bijoux Zoraïs 16	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 160
_04DA6B92B945262D	abczjca17	Création de Bijoux Zoraïs 17		une	la	Créations de Bijoux Zoraïs 17	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 170
_45DA6B93FA45262D	abczjca18	Création de Bijoux Zoraïs 18		une	la	Créations de Bijoux Zoraïs 18	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 180
_85DA6B943A45262D	abczjca19	Création de Bijoux Zoraïs 19		une	la	Créations de Bijoux Zoraïs 19	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 190
_43EA6B8B3855262D	abczjca20	Création de Bijoux Zoraïs 20		une	la	Créations de Bijoux Zoraïs 20	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 200
_83EA6B8C7855262D	abczjca21	Création de Bijoux Zoraïs 21		une	la	Créations de Bijoux Zoraïs 21	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 210
_C3EA6B8DB855262D	abczjca22	Création de Bijoux Zoraïs 22		une	la	Créations de Bijoux Zoraïs 22	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 220
_03EA6B8EF855262D	abczjca23	Création de Bijoux Zoraïs 23		une	la	Créations de Bijoux Zoraïs 23	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 230
_44EA6B8F3955262D	abczjca24	Création de Bijoux Zoraïs 24		une	la	Créations de Bijoux Zoraïs 24	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 240
_84EA6B907955262D	abczjca25	Création de Bijoux Zoraïs 25		une	la	Créations de Bijoux Zoraïs 25	des	les	Vous permet de fabriquer des bijoux zoraïs de qualité 250
_2C788EE9E114ADCA	absf_taunt_01	Agacement 1		un	l'\d	Agacement 1	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C7892E9E114ADCB	absf_taunt_02	Agacement 2		un	l'\d	Agacement 2	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C7896E9E114ADCC	absf_taunt_03	Agacement 3		un	l'\d	Agacement 3	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C789AE9E114ADCD	absf_taunt_04	Agacement 4		un	l'\d	Agacement 4	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C789EE9E114ADCE	absf_taunt_05	Agacement 5		un	l'\d	Agacement 5	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C78A2E9E114ADCF	absf_taunt_06	Agacement 6		un	l'\d	Agacement 6	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C78A6E9E114ADD0	absf_taunt_07	Agacement 7		un	l'\d	Agacement 7	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C78AAE9E114ADD1	absf_taunt_08	Agacement 8		un	l'\d	Agacement 8	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
_2C78AEE9E114ADD2	absf_taunt_09	Agacement 9		un	l'\d	Agacement 9	un	l'\d	Agace votre cible, provoque son attaque. Les chances de succès dépendent de la valeur de la compétence de mesquinerie de la cible. 
