*HASH_VALUE	sbrick ID	name	description	description2
_6DC6A7B7DB8EFA72	BHFPMH02	Бонус ко времени извлечения ресурсов 2	Добавляет 7.5 секунд ко времени, отведенному на извлечение ресурсов.	Бонус ко времени извлечения ресурсов 2 - длительность: $fg_src_time
_4DE67148E41B56E3	BHFPMH03	Бонус ко времени извлечения ресурсов 3	Добавляет 10 секунд ко времени, отведенному на извлечение ресурсов.	Бонус ко времени извлечения ресурсов 3 - длительность: $fg_src_time
_4DE6714D662B56E3	BHFPMH04	Бонус ко времени извлечения ресурсов 4	Добавляет 15 секунд ко времени, отведенному на извлечение ресурсов.	Бонус ко времени извлечения ресурсов 4 - длительность: $fg_src_time
_4DE67148263B56E3	BHFPMH05	Бонус ко времени извлечения ресурсов 5	Добавляет 20 секунд ко времени, отведенному на извлечение ресурсов.	Бонус ко времени извлечения ресурсов 5 - длительность: $fg_src_time
_4DE6714DA64B56E3	BHFPMH06	Бонус ко времени извлечения ресурсов 6	Добавляет 25 секунд ко времени, отведенному на извлечение ресурсов.	Бонус ко времени извлечения ресурсов 6 - длительность: $fg_src_time
_4DE67148665B56E3	BHFPMH07	Бонус ко времени извлечения ресурсов 7	Добавляет 30 секунд ко времени, отведенному на извлечение ресурсов.	Бонус ко времени извлечения ресурсов 7 - длительность: $fg_src_time
_2A5142CC638040CB	BHFPMK01	Вплоть до хороших материалов	Позволяет обнаружить месторождения, содержащие материалы вплоть до хорошего или первоклассного качества	
_6D673FB8ED7C70B7	BHFPMK02	Вплоть до отборных материалов	Позволяет обнаружить месторождения, содержащие материалы вплоть до отборного или выдающегося качества.	
_A21167828B2735EF	BHFPMK03	Вплоть до отличных материалов	Позволяет обнаружить месторождения, содержащие материалы вплоть до отличного или отменного качества.	
_A9122592730B09C9	BHFPMK04	Вплоть до превосходных материалов	Позволяет обнаружить месторождения, содержащие материалы вплоть до превосходного или великолепного качества	
_F259E45971466FDE	BHFPMK05	Только хорошие материалы	Позволяет отыскать месторождения, содержащие материалы хорошего или первоклассного качества.	
_E9C62B1554FD79F0	BHFPMK06	Только отборные материалы	Позволяет отыскать месторождения, содержащие материалы отборного или выдающегося качества.	
_51C04649443A620B	BHFPMK07	Только отличные материалы	Позволяет отыскать месторождения, содержащие материалы отличного или отменного качества.	
_914EC0E2CBBE8997	BHFPMK08	Только превосходные материалы	Позволяет отыскать месторождения, содержащие материалы превосходного или великолепного качества.	
_712A73B4692952BA	BHFPMM01	Частная добыча ресурсов	Станза добычи ресурсов из частного месторождения.	
_065252FB70B15EC7	BHFPMM02	Командная добыча ресурсов	Станза добычи ресурсов из месторождения, принадлежащего группе.	
_953E9E830DA4F80C	BHFPMM03	Добыча ресурсов гильдии	Станза добычи ресурсов из месторождения, принадлежащего гильдии.	
_7E056946D248AD15	BHFEPA01	Извлечение ресурсов	Извлечение материалов из выбранного месторождения.	
_11B41BF58DE7B047	BHFEPA02	Забота о месторождении	Забота о месторождении снижает риски, связанные с извлечением ресурсов.	
_F1254E8FC97F6413	BHFECA01	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F097F6413	BHFECA02	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F497F6413	BHFECA03	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F8A7F6413	BHFECA04	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8FCA7F6413	BHFECA05	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F0A7F6413	BHFECA06	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F4A7F6413	BHFECA07	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F8B7F6413	BHFECA08	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8FCB7F6413	BHFECA09	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F898F6413	BHFECA10	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8FC98F6413	BHFECA11	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F098F6413	BHFECA12	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F498F6413	BHFECA13	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_F1254E8F8A8F6413	BHFECA14	Противодействие извлечению $BHFECA_TAG	Противодействие извлечению ресурсов, расходуется $FOCUS единиц внимания.	
_857F9473728E878E	BHFEOA01	Специализация на ландшафте	Станза специальной добычи ресурсов в определенной локации.	
_8558113907E46715	BHFEOB01	Специализация на материале	Станза специализации на определенном материале	
_96E3729B0C133901	BHFEOC01	Сохранение	Станза сохранения ресурсов.	
_B98F753FB76C1DED	BHFEOD01	Стабилизация	Станза стабилизации месторождения.	
_2D5CFD7C869BF9FA	BHFEOE01	Скрытность	Станза скрытного извлечения.	
_FC8B64A57BA5B1C2	BHFEOF01	Поглощение вреда месторождению	Превращает часть повреждений, наносимых месторождению, в повреждения, наносимые вашему персонажу.	
_D03258D3751E70F6	BHFEOG01	Приношение Ками	Для того, чтобы умиротворить Ками, можно сделать им приношение.	
_684067CBCA792355	BHFEOH01	Уменьшенный урон от взрыва	Сокращает вред, причиненный взрывом месторождения.	
_280285959E6579CC	BHFEEA01	Скорость 1 - агрессивный метод	Скорость извлечения ресурсов 1.	
_28028995DE7579CC	BHFEEA02	Скорость 2 - агрессивный метод	Скорость извлечения ресурсов 2.	
_28028D951E8579CC	BHFEEA03	Скорость 3 - агрессивный метод	Скорость извлечения ресурсов 3.	
_280291955F9579CC	BHFEEA04	Скорость 4 - агрессивный метод	Скорость извлечения ресурсов 4.	
_280295959FA579CC	BHFEEA05	Скорость 5 - агрессивный метод	Скорость извлечения ресурсов 5.	
_28029995DFB579CC	BHFEEA06	Скорость 6 - агрессивный метод	Скорость извлечения ресурсов 6.	
_E6BAA2AF69A26C34	BHFEEA07	Скорость 1 - бережный метод	Скорость извлечения ресурсов 1 (сниженный риск).	
_E6BAA2B0AAB26C34	BHFEEA08	Скорость 2 - бережный метод	Скорость извлечения ресурсов 2 (сниженный риск).	
_E6BAA2B1EAC26C34	BHFEEA09	Скорость 3 - бережный метод	Скорость извлечения ресурсов 3 (сниженный риск).	
_E6BAA2B2A8E26C34	BHFEEA10	Скорость 4 - бережный метод	Скорость извлечения ресурсов 4 (сниженный риск).	
_E6BAA2B3E8F26C34	BHFEEA11	Скорость 5 - бережный метод	Скорость извлечения ресурсов 5 (сниженный риск).	
_E6BAA2B428026C34	BHFEEA12	Скорость 6 - бережный метод	Скорость извлечения ресурсов 6 (сниженный риск).	
_A14A53C941AF2928	BHFEEB01	Количество 1 - агрессивный метод	Количество извлекаемых ресурсов 1.	
_A14A53C981AF3128	BHFEEB02	Количество 2 - агрессивный метод	Количество извлекаемых ресурсов 2.	
_A14A53C9C1AF3928	BHFEEB03	Количество 3 - агрессивный метод	Количество извлекаемых ресурсов 3.	
_A14A53C902AF4128	BHFEEB04	Количество 4 - агрессивный метод	Количество извлекаемых ресурсов 4.	
_A14A53C942AF4928	BHFEEB05	Количество 5 - агрессивный метод	Количество извлекаемых ресурсов 5.	
_A14A53C982AF5128	BHFEEB06	Количество 6 - агрессивный метод	Количество извлекаемых ресурсов 6.	
_3B24C124D501A2AE	BHFEEB07	Количество 1 - бережный метод	Количество извлекаемых ресурсов 1 (сниженный риск).	
_3B24C1241601A6AF	BHFEEB08	Количество 2 - бережный метод	Количество извлекаемых ресурсов 2 (сниженный риск).	
_3B24C1245601AAB0	BHFEEB09	Количество 3 - бережный метод	Количество извлекаемых ресурсов 3 (сниженный риск).	
_3B24C1241411AEB1	BHFEEB10	Количество 4 - бережный метод	Количество извлекаемых ресурсов 4 (сниженный риск).	
_3B24C1245411B2B2	BHFEEB11	Количество 5 - бережный метод	Количество извлекаемых ресурсов 5 (сниженный риск).	
_3B24C1249411B6B3	BHFEEB12	Количество 6 - бережный метод	Количество извлекаемых ресурсов 6 (сниженный риск).	
_D1F51F751CE58A30	BHFEEC01	Качество 10 - агрессивный метод	Извлечение материалов с качеством до 10 уровня.	
_11F51F765CE58A30	BHFEEC02	Качество 20 - агрессивный метод	Извлечение материалов с качеством до 20 уровня.	
_51F51F779CE58A30	BHFEEC03	Качество 30 - агрессивный метод	Извлечение материалов с качеством до 30 уровня.	
_92F51F78DDE58A30	BHFEEC04	Качество 40 - агрессивный метод	Извлечение материалов с качеством до 40 уровня.	
_D2F51F791DE58A30	BHFEEC05	Качество 50 - агрессивный метод	Извлечение материалов с качеством до 50 уровня.	
_12F51F7A5DE58A30	BHFEEC06	Качество 60 - агрессивный метод	Извлечение материалов с качеством до 60 уровня.	
_52F51F7B9DE58A30	BHFEEC07	Качество 70 - агрессивный метод	Извлечение материалов с качеством до 70 уровня.	
_93F51F7CDEE58A30	BHFEEC08	Качество 80 - агрессивный метод	Извлечение материалов с качеством до 80 уровня.	
_D3F51F7D1EE58A30	BHFEEC09	Качество 90 - агрессивный метод	Извлечение материалов с качеством до 90 уровня.	
_603683EC4671EA4C	BHFEEC10	Качество 100 - агрессивный метод	Извлечение материалов с качеством до 100 уровня.	
_603687EC8671EE4C	BHFEEC11	Качество 110 - агрессивный метод	Извлечение материалов с качеством до 110 уровня.	
_60368BECC671F24C	BHFEEC12	Качество 120 - агрессивный метод	Извлечение материалов с качеством до 120 уровня.	
_60368FEC0671F64C	BHFEEC13	Качество 130 - агрессивный метод	Извлечение материалов с качеством до 130 уровня.	
_603693EC4771FA4C	BHFEEC14	Качество 140 - агрессивный метод	Извлечение материалов с качеством до 140 уровня.	
_603697EC8771FE4C	BHFEEC15	Качество 150 - агрессивный метод	Извлечение материалов с качеством до 150 уровня.	
_60369BECC771024C	BHFEEC16	Качество 160 - агрессивный метод	Извлечение материалов с качеством до 160 уровня.	
_60369FEC0771064C	BHFEEC17	Качество 170 - агрессивный метод	Извлечение материалов с качеством до 170 уровня.	
_6036A3EC48710A4C	BHFEEC18	Качество 180 - агрессивный метод	Извлечение материалов с качеством до 180 уровня.	
_6036A7EC88710E4C	BHFEEC19	Качество 190 - агрессивный метод	Извлечение материалов с качеством до 190 уровня.	
_603683ED4681EA4D	BHFEEC20	Качество 200 - агрессивный метод	Извлечение материалов с качеством до 200 уровня.	
_603687ED8681EE4D	BHFEEC21	Качество 210 - агрессивный метод	Извлечение материалов с качеством до 210 уровня.	
_60368BEDC681F24D	BHFEEC22	Качество 220 - агрессивный метод	Извлечение материалов с качеством до 220 уровня.	
_60368FED0681F64D	BHFEEC23	Качество 230 - агрессивный метод	Извлечение материалов с качеством до 230 уровня.	
_603693ED4781FA4D	BHFEEC24	Качество 240 - агрессивный метод	Извлечение материалов с качеством до 240 уровня.	
_603697ED8781FE4D	BHFEEC25	Качество 250 - агрессивный метод	Извлечение материалов с качеством до 250 уровня.	
_05A92D359A1517A7	BHFEEC26	Качество 10 - бережный метод	Бережное извлечение материалов с качеством до 10 уровня.	
_05A93136DA1517A7	BHFEEC27	Качество 20 - бережный метод	Бережное извлечение материалов с качеством до 20 уровня.	
_05A935371B1517A7	BHFEEC28	Качество 30 - бережный метод	Бережное извлечение материалов с качеством до 30 уровня.	
_05A939385B1517A7	BHFEEC29	Качество 40 - бережный метод	Бережное извлечение материалов с качеством до 40 уровня.	
_05A93D39192517A7	BHFEEC30	Качество 50 - бережный метод	Бережное извлечение материалов с качеством до 50 уровня.	
_05A9413A592517A7	BHFEEC31	Качество 60 - бережный метод	Бережное извлечение материалов с качеством до 60 уровня.	
_05A9453B992517A7	BHFEEC32	Качество 70 - бережный метод	Бережное извлечение материалов с качеством до 70 уровня.	
_05A9493CD92517A7	BHFEEC33	Качество 80 - бережный метод	Бережное извлечение материалов с качеством до 80 уровня.	
_05A94D3D1A2517A7	BHFEEC34	Качество 90 - бережный метод	Бережное извлечение материалов с качеством до 90 уровня.	
_327081E8CCC4CB49	BHFEEC35	Качество 100 - бережный метод	Бережное извлечение материалов с качеством до 100 уровня.	
_727085E80CC4CB49	BHFEEC36	Качество 110 - бережный метод	Бережное извлечение материалов с качеством до 110 уровня.	
_B27089E84CC4CB49	BHFEEC37	Качество 120 - бережный метод	Бережное извлечение материалов с качеством до 120 уровня.	
_F2708DE88DC4CB49	BHFEEC38	Качество 130 - бережный метод	Бережное извлечение материалов с качеством до 130 уровня.	
_337091E8CDC4CB49	BHFEEC39	Качество 140 - бережный метод	Бережное извлечение материалов с качеством до 140 уровня.	
_737095E88BD4CB49	BHFEEC40	Качество 150 - бережный метод	Бережное извлечение материалов с качеством до 150 уровня.	
_B37099E8CBD4CB49	BHFEEC41	Качество 160 - бережный метод	Бережное извлечение материалов с качеством до 160 уровня.	
_F3709DE80BD4CB49	BHFEEC42	Качество 170 - бережный метод	Бережное извлечение материалов с качеством до 170 уровня.	
_3470A1E84BD4CB49	BHFEEC43	Качество 180 - бережный метод	Бережное извлечение материалов с качеством до 180 уровня.	
_7470A5E88CD4CB49	BHFEEC44	Качество 190 - бережный метод	Бережное извлечение материалов с качеством до 190 уровня.	
_328081E9CCD4CB49	BHFEEC45	Качество 200 - бережный метод	Бережное извлечение материалов с качеством до 200 уровня.	
_728085E90CD4CB49	BHFEEC46	Качество 210 - бережный метод	Бережное извлечение материалов с качеством до 210 уровня.	
_B28089E94CD4CB49	BHFEEC47	Качество 220 - бережный метод	Бережное извлечение материалов с качеством до 220 уровня.	
_F2808DE98DD4CB49	BHFEEC48	Качество 230 - бережный метод	Бережное извлечение материалов с качеством до 230 уровня.	
_338091E9CDD4CB49	BHFEEC49	Качество 240 - бережный метод	Бережное извлечение материалов с качеством до 240 уровня.	
_738095E98BE4CB49	BHFEEC50	Качество 250 - бережный метод	Бережное извлечение материалов с качеством до 250 уровня.	
_E59EC94ADD635061	BHFEMA01	Специализация на добыче ресурсов леса	Снижает разрушительное воздействие ускоренной или увеличенной добычи ресурсов.	
_E5AEA1481D635060	BHFEMA02	Специализация на добыче ресурсов пустыни	Снижает разрушительное воздействие ускоренной или увеличенной добычи ресурсов.	
_655DE14E5D63145A	BHFEMA03	Специализация на добыче ресурсов джунглей	Снижает разрушительное воздействие ускоренной или увеличенной добычи ресурсов.	
_905285EC094D5970	BHFEMA04	Специализация на добыче ресурсов озер	Снижает разрушительное воздействие ускоренной или увеличенной добычи ресурсов.	
_31E81D027CE6B012	BHFEMA05	Специализация на добыче подземных ресурсов	Снижает разрушительное воздействие ускоренной или увеличенной добычи ресурсов.	
_1333D1E1894D5970	BHFEMA06	Специализация на добыче Atys	Снижает разрушительное воздействие ускоренной или увеличенной добычи ресурсов.	
_301B4D8197ED7A7A	BHFEMB01	Специализация на добыче растительного сэпа	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_7286C45EFF1131E7	BHFEMB02	Специализация на добыче янтаря	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_695997C980DF47D5	BHFEMB03	Специализация на добыче древесных наростов	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_7286B463801131E7	BHFEMB04	Специализация на добыче Волокна	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_EA3A5FBD01DF47D5	BHFEMB05	Специализация на добыче Коры	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_29696FCE41DF47D5	BHFEMB06	Специализация на добыче семян	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_34B6B070401131E1	BHFEMB07	Специализация на добыче ракушек	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_7397A46FC10F31C3	BHFEMB09	Специализация на добыче смолы	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_310997D2C0EFC7D5	BHFEMB10	Специализация на добыче древесины	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_8650E9850C113A93	BHFEMB11	Специализация на добыче Конструкция	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_286A441474BA711F	BHFEMB12	Специализация на добыче Пища	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_02C7DCE0EA48AC24	BHFEMB13	Специализация на добыче Гуу	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_7DA1A131FF7DEFED	BHFEMB14	Специализация на добыче Насекомое	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_F65D013DF2CD5CBE	BHFEMB15	Специализация на добыче Китин	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_CAC049613E46DC0A	BHFEMB16	Специализация на добыче Вредоносное вещество	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_4431F5920D213A84	BHFEMB17	Специализация на добыче Консервант	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_30D86D7D170D7A5A	BHFEMB23	Специализация на добыче масла	Повышает качество добытых ресурсов и снижает разрушительное воздействие ускоренной добычи.	
_81CB05EA83C9B4E7	BHFEMC01	Сохранение ресурсов 1	Повышает срок жизни месторождения, предотвращая его исчезновение и вероятное истощение окружающей местности.	
_81CB05EAC3C9B8E7	BHFEMC02	Сохранение ресурсов 2	Повышает срок жизни месторождения, предотвращая его исчезновение и вероятное истощение окружающей местности.	
_81CB05EA03C9BCE7	BHFEMC03	Сохранение ресурсов 3	Повышает срок жизни месторождения, предотвращая его исчезновение и вероятное истощение окружающей местности.	
_81CB05EA44C9C0E7	BHFEMC04	Сохранение ресурсов 4	Повышает срок жизни месторождения, предотвращая его исчезновение и вероятное истощение окружающей местности.	
_81CB05EA84C9C4E7	BHFEMC05	Сохранение ресурсов 5	Повышает срок жизни месторождения, предотвращая его исчезновение и вероятное истощение окружающей местности.	
_48BB46D16931A243	BHFEMD01	Стабилизация месторождения 1	Повышает стабильность месторождения, предотвращая взрыв или выделения ядовитых газов.	
_48CB46D1A931A243	BHFEMD02	Стабилизация месторождения 2	Повышает стабильность месторождения, предотвращая взрыв или выделения ядовитых газов.	
_48DB46D1E931A243	BHFEMD03	Стабилизация месторождения 3	Повышает стабильность месторождения, предотвращая взрыв или выделения ядовитых газов.	
_48EB46D12A31A243	BHFEMD04	Стабилизация месторождения 4	Повышает стабильность месторождения, предотвращая взрыв или выделения ядовитых газов.	
_48FB46D16A31A243	BHFEMD05	Стабилизация месторождения 5	Повышает стабильность месторождения, предотвращая взрыв или выделения ядовитых газов.	
_794B24F6A48C3DF2	BHFEME01	Скрытность 1	Станза скрытного извлечения 1.	
_795B24F7E48C3DF2	BHFEME02	Скрытность 2	Станза скрытного извлечения 2.	
_796B24F8248C3DF2	BHFEME03	Скрытность 3	Станза скрытного извлечения 3.	
_797B24F9658C3DF2	BHFEME04	Скрытность 4	Станза скрытного извлечения 4.	
_798B24FAA58C3DF2	BHFEME05	Скрытность 5	Станза скрытного извлечения 5.	
_17A913E2447F395E	BHFEMG01	Поглощение вреда месторождению $FG_ABS_SRC_DMG%	Превращает $FG_ABS_SRC_DMG% вреда, нанесенного месторождению в урон, нанесенный здоровью вашего персонажа.	
_17A913E2847F395E	BHFEMG02	Поглощение вреда месторождению $FG_ABS_SRC_DMG%	Превращает $FG_ABS_SRC_DMG% вреда, нанесенного месторождению в урон, нанесенный здоровью вашего персонажа.	
_17A913E2C47F395E	BHFEMG03	Поглощение вреда месторождению $FG_ABS_SRC_DMG%	Превращает $FG_ABS_SRC_DMG% вреда, нанесенного месторождению в урон, нанесенный здоровью вашего персонажа.	
_17A913E2057F395E	BHFEMG04	Поглощение вреда месторождению $FG_ABS_SRC_DMG%	Превращает $FG_ABS_SRC_DMG% вреда, нанесенного месторождению в урон, нанесенный здоровью вашего персонажа.	
_17A913E2457F395E	BHFEMG05	Поглощение вреда месторождению $FG_ABS_SRC_DMG%	Превращает $FG_ABS_SRC_DMG% вреда, нанесенного месторождению в урон, нанесенный здоровью вашего персонажа.	
_5B0E11BC0D84B755	BHFEMK01	Уменьшенный урон от взрыва 1	Сокращает вред, причиненный взрывом на 10%.	
_5B0E11BC4D94BB55	BHFEMK02	Уменьшенный урон от взрыва 2	Сокращает вред, причиненный взрывом на 20%.	
_5B0E11BC8DA4BF55	BHFEMK03	Уменьшенный урон от взрыва 3	Сокращает вред, причиненный взрывом на 30%.	
_5B0E11BCCEB4C355	BHFEMK04	Уменьшенный урон от взрыва 4	Сокращает вред, причиненный взрывом на 40%.	
_5B0E11BC0EC4C755	BHFEMK05	Уменьшенный урон от взрыва 5	Сокращает вред, причиненный взрывом на 50%.	
_2996790932EBE00F	bfob01	Прицел	Позволяет прицелиться в определенную часть тела противника.	Возможность прицеливания
_C243081C740816D4	bfme01	Прицел в гуманоида	Позволяет прицелиться в определенную часть тела гуманоида.	Прицел в гуманоида
_0F2019A4D000F4CF	bfme02	Прицел в наземного китина	Позволяет прицелиться в определенную часть тела наземного китина.	Прицел в наземного китина
_DA252151265BBDD6	bfme03	Прицел в четвероногое	Позволяет прицелиться в определенную часть тела четвероногого.	Прицел в четвероногое
_2F2EED5B4EC561B1	bfhme01	Прицел в голову гуманоида	Позволяет прицелиться в голову гуманоида.	Прицел в голову гуманоида
_ABE434288D85E30D	bfhme02	Прицел в грудь гуманоида	Позволяет прицелиться в грудь гуманоида.	Прицел в грудь гуманоида
_C392359FE23085F9	bfhme03	Прицел в предплечья гуманоида	Позволяет прицелиться в предплечья гуманоида.	Прицел в предплечья гуманоида
_4F4721BCE840820A	bfhme04	Прицел в руки гуманоида	Позволяет прицелиться в руки гуманоида.	Прицел в руки гуманоида
_D4A68A622BC10739	bfhme05	Прицел в ноги гуманоида	Позволяет прицелиться в ноги гуманоида.	Прицел в ноги гуманоида
_50C3E9BEC9061301	bfhme06	Прицел в ступни гуманоида	Позволяет прицелиться в ступни гуманоида.	Прицел в ступни гуманоида
_B24EAFC7F30DFC1A	bfkme01	Прицел в голову китина	Позволяет прицелиться в голову китина.	Прицел в голову китина
_7D0E0438D63C7DE8	bfkme02	Прицел в туловище китина	Позволяет прицелиться в туловище китина.	Прицел в туловище китина
_2ED2025CB8EBC572	bfkme03	Прицел в верхние передние лапы китина	Позволяет прицелиться в верхние передние лапы китина.	Прицел в верхние передние лапы китина
_B69F21701231431F	bfkme04	Прицел в нижние передние лапы китина	Позволяет прицелиться в нижние передние лапы китина.	Прицел в нижние передние лапы китина
_D1106B3DAA6369A3	bfkme05	Прицел в верхние задние лапы китина	Позволяет прицелиться в верхние задние лапы китина.	Прицел в верхние задние лапы китина
_3F99948D4F30B145	bfkme06	Прицел в нижние задние лапы китина	Позволяет прицелиться в нижние задние лапы китина.	Прицел в нижние задние лапы китина
_6F59F7F117DE1F46	bfqme01	Прицел в голову четвероногого	Позволяет прицелиться в голову четвероногого.	Прицел в голову четвероногого
_8A495448D4C6F49F	bfqme02	Прицел в туловище четвероногого	Позволяет прицелиться в туловище четвероногого.	Прицел в туловище четвероногого
_470932A3E34BBEEB	bfqme03	Прицел в верхние передние лапы четвероногого	Позволяет прицелиться в верхние передние лапы четвероногого.	Прицел в верхние передние лапы четвероногого
_48317CEF915879DE	bfqme04	Прицел в нижние передние лапы четвероногого	Позволяет прицелиться в нижние передние лапы четвероногого.	Прицел в нижние передние лапы четвероногого
_1FF0E06D6748BB3A	bfqme05	Прицел в верхние задние лапы четвероногого	Позволяет прицелиться в верхние задние лапы четвероногого.	Прицел в верхние задние лапы четвероногого
_E88DF035147F2032	bfqme06	Прицел в нижние задние лапы четвероногого	Позволяет прицелиться в нижние задние лапы четвероногого.	Прицел в нижние задние лапы четвероногого
_5DFD89F57521B1F9	bfaimhhme01	Прицел в голову гуманоида 1	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 25.	Прицел в голову гуманоида 1
_5D0D75F8B521B5F9	bfaimhhme02	Прицел в голову гуманоида 2	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 50.	Прицел в голову гуманоида 2
_5D1D75FAF521B9F9	bfaimhhme03	Прицел в голову гуманоида 3	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 70.	Прицел в голову гуманоида 3
_5D2D75FC3621BDF9	bfaimhhme04	Прицел в голову гуманоида 4	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 90.	Прицел в голову гуманоида 4
_061BBCB5304F2D42	bfaimhhme05	Прицел в голову гуманоида 5	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 115.	Прицел в голову гуманоида 5
_06DBC8B6304F3142	bfaimhhme06	Прицел в голову гуманоида 6	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 140.	Прицел в голову гуманоида 6
_063BD0B7304F3542	bfaimhhme07	Прицел в голову гуманоида 7	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 165.	Прицел в голову гуманоида 7
_06FBDCB8304F3942	bfaimhhme08	Прицел в голову гуманоида 8	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 190.	Прицел в голову гуманоида 8
_065BBCBA304F3D42	bfaimhhme09	Прицел в голову гуманоида 9	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 215.	Прицел в голову гуманоида 9
_45FC6A7E8A664111	bfaimhhme10	Прицел в голову гуманоида 10	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 240.	Прицел в голову гуманоида 10
_863C6A7E8A764111	bfaimhhme11	Прицел в голову гуманоида 11	Позволяет прицелиться в голову гуманоида - эффективно для оружия, уровень которого не менее 265.	Прицел в голову гуманоида 11
_5DB656B2DA7404A6	bfaimhcme01	Прицел в грудь гуманоида 1	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 25.	Прицел в грудь гуманоида 1
_1C0656B2DA8404A6	bfaimhcme02	Прицел в грудь гуманоида 2	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 50.	Прицел в грудь гуманоида 2
_1C4656B2DA9404A6	bfaimhcme03	Прицел в грудь гуманоида 3	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 70.	Прицел в грудь гуманоида 3
_1C8656B2DAA404A6	bfaimhcme04	Прицел в грудь гуманоида 4	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 90.	Прицел в грудь гуманоида 4
_DD9DA750DE396F7A	bfaimhcme05	Прицел в грудь гуманоида 5	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 115.	Прицел в грудь гуманоида 5
_DEADA750DE496F75	bfaimhcme06	Прицел в грудь гуманоида 6	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 140.	Прицел в грудь гуманоида 6
_9EBDA750DE596F7A	bfaimhcme07	Прицел в грудь гуманоида 7	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 165.	Прицел в грудь гуманоида 7
_A0CDA750DE696F75	bfaimhcme08	Прицел в грудь гуманоида 8	Позволяет прицелиться в грудь гуманоида - эффективно для оружия, уровень которого не менее 190.	Прицел в грудь гуманоида 8
