*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_4E31D6608D13F192	cheja1	Cray Lactante	un	el	Crays Lactantes		los
_C7465A260A3060FD	cheja2	Cray Destetado	un	el	Crays Destetados		los
_1BC4B87F12A7B7AB	cheja3	Cray Dócil	un	el	Crays Dóciles		los
_6E3F4D1B6977B729	cheja4	Cray Sumiso	un	el	Crays Sumisos		los
_6E3F4D1B6977AB2A	chejb1	Cray Timorato	un	el	Crays Timoratos		los
_98C4C0861127CFA8	chejb2	Cray Vagabundo	un	el	Crays Vagabundos	unos	los
_83EF61F92099AC25	chejb3	Cray Escurridizo	un	el	Crays Escurridizos	unos	los
_C72061EEA05AE42D	chejb4	Cray Enérgico	un	el	Crays Enérgicos		los
_C72061EEA05AD82E	chejc1	Cray Robusto	un	el	Crays Robustos		los
_97173CFDB398535A	chejc2	Cray Cauteloso	un	el	Crays Cautelosos		los
_6E3F4524AE38CB2B	chejc3	Cray Glotón	un	el	Crays Glotones		los
_C45F31E8208ACC1D	chejc4	Cray Gruñón	un	el	Crays Gruñones		los
_C45F31E8208AC01E	chejd1	Cray Brusco	un	el	Crays Brusco		los
_89852A3144FD78FE	chejd2	Cray Obstinado	un	el	Crays Obstinados		los
_5DC4A08613D8D3B2	chejd3	Cray Enraizados	un	el	Crays Enraizados		los
_7390611D2937B32C	chejd4	Cray Gorrón	un	el	Cray Gorrones	unos	los
_7390611D2937A72D	cheje1	Cray Irritado	un	el	Crays Irritados		los
_862F0D0DE8B2F2FD	cheje2	Cray Vicioso	un	el	Crays Viciosos		los
_6EEF1926AB88EF2D	cheje3	Cray Salvaje	un	el	Crays Salvajes		los
_EE7F551FE778EF2D	cheje4	Cray Violento	un	el	Crays Violentos		los
_830B9E8AE1F36B1B	cheje5	Tin-Bok-Haï	un	el	Tin-Bok-Haïs		los
_5AC4C4871647CFBB	chela1	Cray Lactante	un	el	Crays Lactantes		los
_8A002DEBE2E99026	chela2	Cray Destetado	un	el	Crays Destetados		los
_19C4C0861127D3A7	chela3	Cray Dócil	un	el	Crays Dóciles		los
_EF3F4D1B6977B729	chela4	Cray Sumiso	un	el	Crays Sumisos		los
_EF3F4D1B6977AB2A	chelb1	Cray Timorato	un	el	Crays Timoratos		los
_CADC953A713E00F2	chelb2	Cray Vagabundo	un	el	Crays Vagabundos	unos	los
_C86C8D29713DECFC	chelb3	Cray Escurridizo	un	el	Crays Escurridizos	unos	los
_DDC49C7F1288BBAC	chelb4	Cray Enérgico	un	el	Crays Enérgicos		los
_DDC49C7F1288AFAD	chelc1	Cray Robusto	un	el	Crays Robustos		los
_1837440CB0071B54	chelc2	Cray Cauteloso	un	el	Crays Cautelosos		los
_18371C122C09FF5E	chelc3	Cray Glotón	un	el	Crays Glotones		los
_CE1DDD2D722D10F3	chelc4	Cray Gruñón	un	el	Crays Gruñones		los
_CE1DDD2D722D04F4	cheld1	Cray Brusco	un	el	Crays Brusco		los
_8EBD1D2D762D14FE	cheld2	Cray Obstinado	un	el	Crays Obstinados		los
_C78181EADD899422	cheld3	Cray Enraizado	un	el 	Crays Enraizados		los
_057F25ED22899822	cheld4	Cray Gorrón	un	el	Crays Gorrones	unos	los
_057F25ED22898C23	chele1	Cray Irritado	un	el	Crays Irritados		los
_8BCF35EF7072F203	chele2	Cray Vicioso	un	el	Crays Irritados		los
_8BCFFDE7EEB2F603	chele3	Cray Salvaje	un	el	Crays Salvajes		los
_5BC4A08116F7C3BF	chele4	Cray Violento	un	el	Crays Violentos		los
_F8090C0FE9A99F9E	chfga1	Messab Impuro	un	el	Messabs Impuros		los
_9E96E29754213565	chfga2	Messab Hinchado	un	el	Messabs Hinchados		los
_05311E40B20C670C	chfga3	Messab Contaminado	un	el	Messabs Contaminados		los
_ADF55EE3DCD4B575	chfga4	Messab Infectado	un	el	Messabs Infectados		los
_ADF55EE3DCD4A976	chfgb1	Messab Nauseabundo	un	el	Messabs Nauseabundos		los
_56B0F65D80E94059	chfgb2	Messab Maloliente	un	el	Messabs Malolientes		los
_4190D6482F1C3BFC	chfgb3	Messab Mórbido	un	el	Messabs Mórbidos		los
_F809281928A7839F	chfgb4	Messab Invenenado	un	el	Messabs Envenenados		los
_F809281928A777A0	chfgc1	Messab Plagado	un	el	Messabs Plagados		los
_5A43656D79CA5004	chfgc3	Messab Putrefacto	un	el	Messabs Putrefactos		los
_D8E3CD6D394A7010	chfgc4	Messab Virulento	un	el	Messabs Virulentos		los
_421E2D15BC3BEFE4	chfgd2	Messab Enconado	un	el	Messabs Enconados		los
_23E1550B723620CE	chfgd3	Messab Pestífero	un	el	Messabas Pestíferos		los
_9CE386C890B6595C	chfgd4	Messab Delirante	un	el	Messabs Delirantes		los
_9CE386C890B64D5D	chfge1	Messab Pustuloso	un	el	Messabs Pustulosos		los
_FE90A2532FFC37F2	chfge2	Messab Filtrando	un	el	Messabs Filtrando		los
_0F150252368E2D54	chfge3	Messab Esponjoso	un	el	Messabs Esponjoso		los
_82E0CA54312D730A	chfgf1	Messab Demente	un	el	Messabs Dementes		los
_5B336571B7EA6405	chfgf2	Messab Frenético	un	el	Messabs Frenéticos		los
_DE23B178B6DB2C04	chfja1	Messab Lactante	un	el	Messabs Lactantes		los
_C0F54A34058B1F0B	chfja2	Messab Destetado	un	el	Messabs Lactantes		los
_C29F162F730B3BF4	chfja3	Messab Dócil	un	el	Messabs Dóciles		los
_FEFE251B7A4AF7CD	chfja4	Messab Sumiso	un	el	Messabs Sumisos		los
_FEFE251B7A4AEBCE	chfjb1	Messab Timorato	un	el	Messabs Timoratos		los
_BFF0CE3CF2FB37FC	chfjb2	Messab Vagabundo	un	el	Messabs Vagabundos	unos	los
_4610DE4D300C77EE	chfjb3	Messab Escurridizo	un	el	Messabs Escurridizos	unos	los
_B909080AE398B79F	chfjb4	Messab Enérgico	un	el	Messabs Enérgico		los
_297858915F49CB9E	chfjb5	Zoann					
_B909080AE398ABA0	chfjc1	Messab Robusto	un	el	Messabs Robustos		los
_7F2F8D21FACAEFDC	chfjc2	Messab Cauteloso	un	el	Messabs Cuatelosos		los
_431F5521F84AF3DE	chfjc3	Messab Glotón	un	el 	Messabs Glotones		los
_1784BD69BBFA400B	chfjc4	Messab Gruñón	un	el	Messabs Gruñones	unos	los
_1784BD69BBFA340C	chfjd1	Messab Brusco	un	el	Messabs Bruscos		los
_006E5D25393AEFD9	chfjd2	Messab Obstinado	un	el	Messabs Obstinados		los
_14B5AE4495B11474	chfjd3	Messab Enraizado	un	el	Messabs Enraizados		los
_19447D71B6498007	chfjd4	Messab Gorrón	un	el	Messabs Gorrones	unos	los
_3A093013A8E86F9E	chfla1	Messab Lactante	un	el	Messabs Lactantes		los
_DA35C96DFBFB900D	chfla2	Messab Destetado	un	el	Messabs Destetados		los
_3A092C116397739E	chfla3	Messab Dócil	un	el	Messabs Dóciles		los
_7FFE251B7A4AF7CD	chfla4	Messab Sumiso	un	el	Messabs Sumisos		los
_7FFE251B7A4AEBCE	chflb1	Messab Timorato	un	el	Messabs Timoratos		los
_10159E50F58EC54F	chflb2	Messab Vagabundo	un	el	Messabs Vagabundos	unos	los
_8FB4964F742DC14E	chflb3	Messab Escurridizo	un	el	Messabs Escurridizos	unos	los
_3A090801A2C8B39F	chflb4	Messab Enérgico	un	el	Messabs Enérgicos		los
_3A090801A2C8A7A0	chflc1	Messab Robusto	un	el	Messabs Robustos		los
_65012D016C161CCD	chflc2	Messab Cauteloso	un	el	Messabs Cuatelosos		los
_6501DD0D685820CD	chflc3	Messab Glotón	un	el	Messabs Glotones		los
_9204D654777D0554	chflc4	Messab Gruñón	un	el	Messabs Gruñones	unos	los
_9204D654777DF955	chfld1	Messab Brusco	un	el	Messabs Bruscos		los
_56A4D6543B1DFD55	chfld2	Messab Obstinado	un	el	Messabs Obstinados		los
_5A54E176782A841C	chfld3	Messab Enraizado	un	el	Messabs Enraizados		los
_D7F4BD68BD2A6C13	chfld4	Messab Gorrón	un	el	Messabs Gorrones	unos	los
_66E10D09721618CB	chfpa1	Messab Lactante	un	el	Messabs Lactantes		los
_94D5AA4A784ED148	chfpa2	Messab Destetado	un	el	Messabs Destetados		los
_00BE552ABF3BF3D6	chfpa3	Messab Dócil	un	el	Messabs Dóciles		los
_9C44BE43DBF20098	chfpa4	Messab Sumiso	un	el	Messabs Sumisos		los
_9C44BE43DBF2F499	chfpb1	Messab Timorato	un	el	Messabs Timoratos		los
_18645571FE095C0D	chfpb2	Messab Vagabundo	un	el	Messabs Vagabundos	unos	los
_46DFEA3BB29B7BF6	chfpb3	Messab Escurridizo	un	el	Messabs Escurridizos	unos	los
_7F5E452ABCDAF7CD	chfpb4	Messab Enérgico	un	el	Messabs Enérgicos		los
_7F5E452ABCDAEBCE	chfpc1	Messab Robusto	un	el	Messabs Robustos		los
_C79FF63C30CB5BF5	chfpc2	Messab Cauteloso	un	el	Messabs Cuatelosos		los
_877442F31C510481	chfpc3	Messab Glotón	un	el	Messabs Glotones		los
_DD65957C3C699014	chfpc4	Messab Gruñón	un	el	Messabs Gruñones	unos	los
_62F399887A1B200E	chgda1	Lumper Lactante	un	el	Lumpers Lactantes		los
_C2463A2E097C2F08	chgda2	Lumper Destetado	un	el 	Lumpers Destetados		los
_858E4A2877FB7BF8	chgda3	Lumper Dócil	un	el	Lumpers Dóciles		los
_814F2912FD3BF3CD	chgda4	Lumper Sumiso	un	el	Lumpers Sumisos		los
_814F2912FD3BE7CE	chgdb1	Lumper Timorato	un	el	Lumpers Timoratos		los
_82DF0235F6EB7700	chgdb2	Lumper Vagabundo	un	el	Lumpers Vagabundos	unos	los
_09FF124634FCB7F2	chgdb3	Lumper Escurridizo	un	el	Lumpers Escurridizos	unos	los
_FC09081AE8A893A9	chgdb4	Lumper Enérgico	un	el	Lumpers Enérgico		los
_E6E7B49FAAB7C39A	chgdb5	Ibakus					
_FC09081AE8A887AA	chgdc1	Lumper Robusto	un	el	Lumpers Robustos		los
_028091187DBBEBDC	chgdc2	Lumper Cauteloso	un	el	Lumpers Cautelosos		los
_C67059187B3BEFDE	chgdc3	Lumper Glotón	un	el	Lumpers Glotones		los
_9B54A5797F3A3415	chgdc4	Lumper Gruñón	un	el	Lumpers Gruñones	unos	los
_9B54A5797F3A2816	chgdd1	Lumper Brusco	un	el	Lumpers Bruscos		los
_83BF611CBC2BEBD9	chgdd2	Lumper Obstinado	un	el	Lumpers Obstinados		los
_16069E3E99A22471	chgdd3	Lumper Enraizado	un	el	Lumpers Enraizados		los
_9D1465817A897411	chgdd4	Lumper Gorrón	un	el	Lumpers Gorrones	unos	los
_9D1465817A896812	chgde1	Lumper Irritado	un	el	Lumpers Irritados		los
_5D24C9863C6A7427	chgde2	Lumper Vicioso	un	el	Lumpers Viciosos		los
_891E224233FC9FFB	chgde3	Lumper Salvaje	un	el	Lumpers Salvajes		los
_1A668E441C822479	chgde4	Lumper Violento	un	el	Lumpers Violentos		los
_BC090C1FEEB97BA8	chgga1	Lumper Impuro	un	el	Lumpers Impuros		los
_1E77C6A714224572	chgga2	Lumper Hinchado	un	el	Lumpers Hinchado		los
_49205239B6FCA710	chgga3	Lumper Contaminado	un	el	Lumpes Contaminados		los
_71F55EF3E1E4917F	chgga4	Lumper Infectado	un	el	Lumpers Infectados		los
_71F55EF3E1E48580	chggb1	Lumper Nauseabundo	un	el	Lumpers Nauseabundos		los
_1790DE7D41B92879	chggb2	Lumper Maloliente	un	el	Lumpers Malolientes		los
_857F0A41330C7B00	chggb3	Lumper Mórbido	un	el	Lumpers Mórbidos		los
_BC0928292DB75FA9	chggb4	Lumper Envenenado	un	el	Lumpers Envenenados		los
_BC0928292DB753AA	chggc1	Lumper Plagado	un	el	Lumpers Plagados		los
_05FE524338FC77F6	chggc2	Lumper Enfermizo	un	el	Lumpers Enfermizos		los
_5F134D7D3D0A440E	chggc3	Lumper Putrefacto	un	el	Lumpers Putrefacto		los
_DDB3B57DFD8A641A	chggc4	Lumper Virulento	un	el	Lumpers Virulentos		los
_DDB3B57DFD8A581B	chggd1	Lumper Arruinado	un	el 	Lumpers Arruinados		los
_466F310C3F2CEBE4	chggd2	Lumper Enconado	un	el	Lumpers Enconados		los
_23F1D513F274A0CC	chggd3	Lumper Pestífero	un	el	Lumpers Pestíferos		los
_E082C6C794F68D5A	chggd4	Lumper Delirante	un	el	Lumpers Delirantes		los
_E082C6C794F6815B	chgge1	Lumper Pustuloso	un	el	Lumpers Pustulosos		los
_427FD64C33EC77F6	chgge2	Lumper Filtrándose	un	el	Lumpers Filtrándose		los
_4FC48255762DAD57	chgge3	Lumper Esponjoso	un	el	Lumpers Esponjosos		los
_C6CFFE4D351DBF0D	chgge4	Lumper Asqueroso	un	el	Lumpers Asquerosos		los
_C6CFFE4D351DB30E	chggf1	Lumper Demente	un	el	Lumpers Dementes		los
_60034D817B2A580F	chggf2	Lumper Frenético	un	el	Lumpers Frenético		los
_9BA3797DFF994426	chggf3	Lumper Diabólico	un	el	Lumpers Diabólicos		los
_AB06D3992F54029C	chggf4	Lumper Letal	un	el	Lumpers Letales		los
_66F18D11F25498C9	chgpa1	Lumper Lactante	un	el	Lumpers Lactantes		los
_D4842A4DB8ED514B	chgpa2	Lumper Destetado	un	el	Lumpers Destetados		los
_040F5921422CEFD6	chgpa3	Lumper Dócil	un	el	Lumpers Dóciles		los
_1F95AE3DDFE31095	chgpa4	Lumper Sumiso	un	el	Lumpers Sumisos		los
_1F95AE3DDFE30496	chgpb1	Lumper Timorato	un	el	Lumpers Timoratos		los
_1D343D81C2495017	chgpb2	Lumper Vagabundo	un	el	Lumpers Vagabundos	unos	los
_8ACE1E34B68BBBFA	chgpb3	Lumper Escurridizo	un	el	Lumpers Escurridizos	unos	los
_83AF49213FCBF3CD	chgpb4	Lumper Enérgico	un	el	Lumper Enérgicos		los
_83AF49213FCBE7CE	chgpc1	Lumper Robusto	un	el	Lumpers Robustos		los
_0B8E2A3534BB9BF9	chgpc2	Lumper Cuateloso	un	el	Lumpers Cautelosos		los
_0AC532ED2042147E	chgpc3	Lumper Glotón	un	el	Lumpers Glotones		los
_E2357D8C00A9841E	chgpc4	Lumper Gruñón	un	el	Lumpers Gruñones	unos	los
_E2357D8C00A9781F	chgpd1	Lumper Brusco	un	el	Lumpers Bruscos		los
_8AAF3A43B67B9BFA	chgpd2	Lumper Obstinado	un	el	Lumpers Obstinados		los
_50143249347D5D4A	chgpd3	Lumper Enraizado	un	el	Lumpers Enraizados		los
_C99F310DFC2BF3E4	chgpd4	Lumper Gorrón	un	el	Lumpers Gorrones	unos	los
_C99F310DFC2BE7E5	chgpe1	Lumper Irritado	un	el	Lumpers Irritados		los
_82FF310C406CEBD0	chgpe2	Lumper Vicioso	un	el	Lumpers Viciosos		los
_0EDF1667F2484169	chgpe3	Lumper Salvaje	un	el	Lumpers Salvajes		los
_3696AA13E4A5BD7D	chgpe4	Lumper Violento	un	el	Lumpers Violentos		los
_3696AA13E4A5B17E	chgpf1	Lumper Furioso	un	el	Lumpers Furiosos		los
_59A5E23C1C021C98	chgpf2	Lumper Violento	un	el	Lumpers Violentos		los
_DEA3797DFF994426	chgpf3	Lumper Feroz	un	el	Lumpers Feroces		los
_D951A27EC0AAC57C	chhda1	Mektoub Lactante	un	el	Mektoubs Lactances		los
_DFF11D61C90A675C	chhda2	Mektoub Destetado	un	el	Mektoubs Destetados		los
_5A553A27C0FC4308	chhda3	Mektoub Dócil	un	el	Mektoubs Dóciles	unos	los
_3F20024B7E59F4C3	chhda4	Mektoub Sumiso	un	el	Mektoubs Sumisos		los
_A9B6D4B16D86E3AD	chhdc5	Kussok					
_DB51B66FC2AAD970	chhdd1	Mektoub Brusco	un	el	Mektoubs Bruscos		los
_82F012547E4910C9	chhdd2	Mektoub Obstinado	un	el	Mektoubs Obstinados	unos	los
_E005977DD8B00957	chhdd3	Mektoub Enraizado	un	el	Mektoubs Enraizados		los
_D6A1A277BDFAD178	chhdd4	Mektoub Gorrón	un	el	Mektoubs Gorrones	unos	los
_1C765F9894D2D977	chhdf1	Mektoub Furioso	un	el	Mektoubs Furiosos		los
_99B2867D800BAD80	chhdf2	Mektoub Violento	un	el	Mektoubs Violentos		los
_DBA2D274C2FBFD77	chhdf3	Mektoub Feroz	un	el	Mektoubs Feroces		los
_D345CA698722ED38	chhfa1	Mektoub Lactante	un	el	Mektoubs Lactances		los
_EF8081107E5D04B5	chhfa2	Mektoub Destetado	un	el	Mektoubs Destetados		los
_82311664FDD9F0C3	chhfa3	Mektoub Dócil	un	el	Mektoubs Dóciles	unos	los
_79D77D29709854FB	chhfa4	Mektoub Sumiso	un	el	Mektoubs Sumisos		los
_79D7452B6C3648FD	chhfc1	Mektoub Robusto	un	el	Mektoubs Robustos		los
_84B10263FCD920BE	chhfc2	Mektoub Cauteloso	un	el	Mektoubs Cautelosos		los
_79D7D52B6C7850FD	chhfc3	Mektoub Glotón	un	el	Mektoubs Glotones	unos	los
_1D61D26F84BA016F	chhfc4	Mektoub Gruñón	un	el	Mektoubs Gruñones	unos	los
_1D61D26F84BAF570	chhfd1	Mektoub Brusco	un	el	Mektoubs Bruscos		los
_79D77D31EEF84CFE	chhfd2	Mektoub Obstinado	un	el	Mektoubs Obstinados		los
_DD45122A417C3305	chhfd3	Mektoub Enraizado	un	el	Mektoubs Enraizados		los
_1992F68180EB2582	chhfd4	Mektoub Gorrón	un	el	Mektoubs Gorrones	unos	los
_B445FFF1A64262CD	chhja1	Mektoub Lactante	un	el	Mektoubs Lactances		los
_DE766B7C19521D86	chhja2	Mektoub Destetado	un	el	Mektoubs Lactances		los
_7AD70D17683650FB	chhja3	Mektoub Docil	un	el	Mektoubs Dociles		los
_C020024B7E59F4C3	chhja4	Mektoub Sumiso	un	el	Mektoubs Sumisos		los
_C020024B7E59E8C4	chhjb1	Mektoub Timorato	un	el	Mektoubs Timoratos		los
_7AD71D2566F64CFC	chhjb2	Mektoub Vagabundo	un	el	Mektoubs Vagabundos	unos	los
_5AB1AA8DC00AD58C	chhjb3	Mektoub Escurridizo	un	el	Mektoubs Escurridizos	unos	los
_1A72F68780CB2586	chhjb4	Mektoub Enérgico	un	el	Mektoubs Enérgicos		los
_4080CA5DFB3AF0CA	chhjf1	Mektoub Furioso	un	el	Mektoubs Furiosos		los
_16760E73C493413C	chhjf2	Mektoub Violento	un	el	Mektoubs Violentos		los
_99B0C67DFF09F180	chhjf3	Mektoub Feroz	un	el	Mektoubs Feroces		los
_FBD72527701648FB	chhla1	Mektoub Lactante	un	el	Mektoubs Lactantes		los
_5F62D66F44BBFD6D	chhla2	Mektoub Destetado	un	el	Mektoubs Destetados		los
_FBD71D2566F650FB	chhla3	Mektoub Dócil	un	el	Mektoubs Dóciles		los
_4120024B7E59F4C3	chhla4	Mektoub Sumiso	un	el	Mektoubs Sumisos		los
_FBD7D51768D848FD	chhlc1	Mektoub Robusto	un	el	Mektoubs Robustos		los
_AF20A91DFDBC04B7	chhlc2	Mektoub Cauteloso	un	el	Mektoubs Cautelosos		los
_AF80991B7D5D08B7	chhlc3	Mektoub Glotón	un	el	Mektoubs Glotones		los
_5725027E45032D33	chhlc4	Mektoub Gruñón	un	el	Mektoubs Gruñones	unos	los
_DDF1BA74C24ADD76	chhle1	Mektoub Irritado	un	el	Mektoubs Irritados		los
_9F159E2B805D2F1B	chhle2	Mektoub Vicioso	un	el	Mektoubs Viciosos		los
_9EE48A27BF7D3314	chhle3	Mektoub Salvaje	un	el	Mektoubs Salvajes		los
_FBD7DD1B709654FF	chhle4	Mektoub Violento	un	el	Mektoubs Violentos		los
_FBD7DD1B70964800	chhlf1	Mektoub Furioso	un	el	Mektoubs Furiosos		los
_23A121620BBA6B62	chhlf2	Mektoub Violento	un	el	Mektoubs Violentos		los
_0666EE91C34E1178	chhlf3	Mektoub Feroz	un	el	Mektoubs Feroces		los
_7250A92D00BC00B5	chhpa1	Mektoub Lactante	un	el	Mektoubs Lactantes		los
_1B561E6DCBF3B540	chhpa2	Mektoub Destetado	un	el	Mektoubs Destetados		los
_45402663004A14BC	chhpa3	Mektoub Dócil	un	el	Mektoubs Dóciles		los
_A165877A9E217574	chhpa4	Mektoub Sumiso	un	el	Mektoubs Sumisos		los
_A165877A9E216975	chhpb1	Mektoub Timorato	un	el	Mektoubs Timoratos		los
_9C90A27F80E9C97E	chhpb2	Mektoub Vagabundo	un	el	Mektoubs Vagabundos	unos	los
_24B41E32010D2709	chhpb3	Mektoub Escurridizo	un	el	Mektoubs Escurridizos	unos	los
_40E1E6637EE9F0C1	chhpb4	Mektoub Enérgico	un	el	Mektoubs Enérgicos		los
_40E1E6637EE9E4C2	chhpc1	Mektoub Robusto	un	el	Mektoubs Robustos		los
_A044722B3D1C2F12	chhpc2	Mektoub Cauteloso	un	el	Mektoubs Cautelosos		los
_0D241E7F1C21695D	chhpc3	Mektoub Glotón	un	el	Mektoubs Glotones		los
_5DC1C288411AF188	chhpc4	Mektoub Gruñón	un	el	Mektoubs Gruñones	unos	los
_3663F713A42492D0	chhpf1	Mektoub Furioso	un	el	Mektoubs Furiosos		los
_1DD64B8C58210D7E	chhpf2	Mektoub Violento	un	el	Mektoubs Violentos		los
_1BB0C67DFF09F180	chhpf3	Mektoub Feroz	un	el	Mektoubs Feroces		los
_E6F594B35B07CB95	chhpf4	Mektoub Voraz	un	el	Mektoubs Voraces		los
_912E9E3B2B1366E4	chjda1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_76813CAFF5E86CD9	chjda2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_BDCA4CDAD336D0C9	chjda3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_76CCA3E2A865B84F	chjda4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_76CCA3E2A865AC50	chjdb1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_BA1B04E75226CCD1	chjdb2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_413B14F890370CC3	chjdb3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_A45011F12094D55B	chjdb4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_A45011F12094C95C	chjdc1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F7FD0BE828E5B05E	chjdc2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_BBEDD3E82665B460	chjdc3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CA8FAA2C30327AEB	chjdc4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CA8FAA2C30326EEC	chjdd1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_783CDBEC6755B05B	chjdd2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CA41A0BF850E6142	chjdd3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CC4F6A342B81BAE7	chjdd4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CC4F6A342B81AEE8	chjde1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_8C5FCE39ED62BAFD	chjde2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_C15A24F48F37F4CC	chjde3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CEA190C508EE614A	chjde4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CEA190C508EE554B	chjdf1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CC3F8A347092BAE8	chjdf2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_09B0C22B3262CEFB	chjdf3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F33F380A5A785B08	chjfa1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F36D4FD5A0C2266B	chjfa2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F67D13ED29E5B44F	chjfa3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_2450650625A5C95A	chjfa4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_2450650625A5BD5B	chjfb1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_245011EFA2B3B55B	chjfb2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F3EB47DD26E22A6C	chjfb3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_24504900E313BD5B	chjfb4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_24504900E313B15C	chjfc1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_77FD0BE828E5B05E	chjfc2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_245011F2E3B4E15C	chjfc3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CE7FA2386E03A2E6	chjfc4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CE7FA2386E0396E7	chjfd1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_2450650AE585CD5D	chjfd2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_3DBA34DC9456F4CB	chjfd3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_8BBFC23D31F2F2FD	chjfd4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_8BBFC23D31F2E6FE	chjfe1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F30B97E926C0266F	chjfe2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_7BFECFE12B46B462	chjfe3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_77EE17E567F5B853	chjfe4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_77EE17E567F5AC54	chjff1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_192CABD4557FBAF1	chjff2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F3CDE7D526C02A70	chjff3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_9CCE73BAD9E09F26	chjja1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_92E0B8BA0A4F1962	chjja2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_25502DEFDF73B95A	chjja3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F7CCA3E2A865B84F	chjja4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F7CCA3E2A865AC50	chjjb1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_255035F8A0938D5B	chjjb2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_8F3E9640716296F1	chjjb3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_0EBFBA4331D2F2FB	chjjb4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_0EBFBA4331D2E6FC	chjjc1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F44D47CDA842266D	chjjc2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F7ACC7F3ABC5B451	chjjc3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_0A5EAA3E6F52DEEF	chjjc4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_0A5EAA3E6F52D2F0	chjjd1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_CE40B0C1068E454E	chjjd2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_255015F0A244DD5D	chjjd3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_3C1CABDDA755B866	chjjd4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_3C1CABDDA755AC67	chjje1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_00EB24FC8F27CCCC	chjje2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_B5FCCFE7E856B453	chjje3	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F7ECB3D8A846B855	chjje4	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_F7ECB3D8A846AC56	chjjf1	Mektoub Cargador	un	el	Mektoubs Cargadores		los
_71C0801DD7F9A720	chjjf2	Mektoub Cargador	un	el	Mektoubs Cargadores		los
