*HASH_VALUE	creature ID	name	ia	da	p	pia	pda
_A8B7C79D6766029F	cckfe2	Varynx					
_A8B7CB9D67660A9F	cckfe3	Varynx					
_A8B7CF9D6766129F	cckfe4	Varynx					
_A8B7C39E6766FAA1	cckff1	Varynx					
_A8B7C79E676602A1	cckff2	Varynx					
_A8B7CB9E67660AA1	cckff3	Varynx					
_A8B7CF9E676612A1	cckff4	Varynx					
_2C18A4A35432F19B	cclde1	Mektoub(Carnivore)					
_2C18A4A35432F99B	cclde2	Mektoub(Carnivore)					
_2C18A4A35432019B	cclde3	Mektoub(Carnivore)					
_2C18A4A35432099B	cclde4	Mektoub(Carnivore)					
_2C18A4A35432F19D	cclff1	Mektoub(Carnivore)					
_2C18A4A35432F99D	cclff2	Mektoub(Carnivore)					
_2C18A4A35432019D	cclff3	Mektoub(Carnivore)					
_2C18A4A35432099D	cclff4	Mektoub(Carnivore)					
_97E9246CE606E388	ccmff1	Kakty					
_D7E9246DE606E788	ccmff2	Kakty					
_17E9246EE606EB88	ccmff3	Kakty					
_58E9246FE606EF88	ccmff4	Kakty					
_D7A9286CE516E384	ccmgb1	Kakty					
_17A9286DE516E784	ccmgb2	Kakty					
_57A9286EE516EB84	ccmgb3	Kakty					
_98A9286FE516EF84	ccmgb4	Kakty					
_D7B9286C2516E385	ccmgc1	Kakty					
_17B9286D2516E785	ccmgc2	Kakty					
_57B9286E2516EB85	ccmgc3	Kakty					
_98B9286F2516EF85	ccmgc4	Kakty					
_D7C9286C6616E386	ccmgd1	Kakty					
_17C9286D6616E786	ccmgd2	Kakty					
_57C9286E6616EB86	ccmgd3	Kakty					
_98C9286F6616EF86	ccmgd4	Kakty					
_D7D9286CA616E387	ccmge1	Kakty					
_17D9286DA616E787	ccmge2	Kakty					
_57D9286EA616EB87	ccmge3	Kakty					
_98D9286FA616EF87	ccmge4	Kakty					
_D7E9286CE616E388	ccmgf1	Kakty					
_17E9286DE616E788	ccmgf2	Kakty					
_57E9286EE616EB88	ccmgf3	Kakty					
_98E9286FE616EF88	ccmgf4	Kakty					
_1AE94C6CE6A7E388	ccmpf1	Kakty					
_5AE94C6DE6A7E788	ccmpf2	Kakty					
_9AE94C6EE6A7EB88	ccmpf3	Kakty					
_DBE94C6FE6A7EF88	ccmpf4	Kakty					
_5F96AC77A986EB6D	ccnlf1	CocoClaw					
_9F96AC77A986EF6D	ccnlf2	CocoClaw					
_DF96AC77A986F36D	ccnlf3	CocoClaw					
_2096AC77A986F76D	ccnlf4	CocoClaw					
_6076BC77AA86EB6B	ccnpd1	CocoClaw					
_A076BC77AA86EF6B	ccnpd2	CocoClaw					
_E076BC77AA86F36B	ccnpd3	CocoClaw					
_2176BC77AA86F76B	ccnpd4	CocoClaw					
_283873A66D67AAA9	ccodf1	Ryzerb					
_283877A66D67B2A9	ccodf2	Ryzerb					
_28387BA66D67BAA9	ccodf3	Ryzerb					
_28387FA66D67C2A9	ccodf4	Ryzerb					
_2E3873A57067AAA7	ccope1	Ryzerb					
_2E3877A57067B2A7	ccope2	Ryzerb					
_2E387BA57067BAA7	ccope3	Ryzerb					
_2E387FA57067C2A7	ccope4	Ryzerb					
_2E3873A67067AAA9	ccopf1	Ryzerb					
_2E3877A67067B2A9	ccopf2	Ryzerb					
_2E387BA67067BAA9	ccopf3	Ryzerb					
_2E387FA67067C2A9	ccopf4	Ryzerb					
_AA59C39E68B7FAA1	ccpjf1	Varynx					
_AA59C79E68B702A1	ccpjf2	Varynx					
_AA59CB9E68B70AA1	ccpjf3	Varynx					
_AA59CF9E68B712A1	ccpjf4	Varynx					
_835DBD20342D9406	cdafa1	Fledgling Cute	a	the	Fledgling Cutes		the
_5767300A6A49C76F	cdafa2	Weeny Cute	a	the	Weeny Cutes		the
_6DFF6923EDF8DF29	cdafa3	Little Cute	a	the	Little Cutes		the
_D6B5EC8816782BBE	cdafa4	Puny Cute	a	the	Puny Cutes		the
_D6B5EC8816781FBF	cdafb1	Puny Cute	a	the	Puny Cutes		the
_15B5988613F61BB3	cdafb2	Mild Cute	a	the	Mild Cutes		the
_57262CFA6D19FF69	cdafb3	Prime Cute	a	the	Prime Cutes		the
_15B5D08994D72FB9	cdafb4	Moor Cute	a	the	Moor Cutes		the
_15B5D08994D723BA	cdafc1	Moor Cute	a	the	Moor Cutes		the
_B0604921ABB8DB2B	cdafc2	Lesser Cute	a	the	Lesser Cutes		the
_97B5988994972BBA	cdafc3	Wood Cute	a	the	Wood Cutes		the
_40DF91F6E1A97821	cdafc4	Primeval Cute	a	the	Primeval Cutes		the
_40DF91F6E1A96C22	cdafd1	Primeval Cute	a	the	Primeval Cutes		the
_96B5EC8CD5A833BC	cdafd2	Spry Cute	a	the	Spry Cutes		the
_098FDD1374B0F602	cdafd3	Budding Cute	a	the	Budding Cutes		the
_C1D091EB207AE42F	cdafd4	Vigorous Cute	a	the	Vigorous Cutes		the
_C1D091EB207AD830	cdafe1	Vigorous Cute	a	the	Vigorous Cutes		the
_57B65409EFE8FB63	cdafe2	Grown Cute	a	the	Grown Cutes		the
_31618912E9B9F72D	cdafe3	Robust Cute	a	the	Robust Cutes		the
_6D608524EB88E72D	cdafe4	Mature Cute	a	the	Mature Cutes		the
_6D608524EB88DB2E	cdaff1	Mature Cute	a	the	Mature Cutes		the
_C53D5A5207F33894	cdaff2	Weather Worn Cute	a	the	Weather Worn Cutes		the
_5717FC056A48FF64	cdaff3	Great Cute	a	the	Great Cutes		the
_16B59C8C16372FBE	cdaga1	Pure Cute	a	the	Pure Cutes		the
_DF258E3509AEE830	cdaga2	Unpolluted Cute	an	the	Unpolluted Cutes		the
_4B114D2F70D0F619	cdaga3	Corrupt Cute	a	the	Corrupt Cutes		the
_85B10E5A09B37995	cdaga4	Contaminated Cute	a	the	Contaminated Cutes		the
_85B10E5A09B36D96	cdagb1	Contaminated Cute	a	the	Contaminated Cutes		the
_C45FBD0CF7B9C8FD	cdagb2	Infected Cute	an	the	Infected Cutes		the
_C5F12D1D6AF2F6FA	cdagb3	Tainted Cute	a	the	Tainted Cutes		the
_93B5B88F940647B9	cdagb4	Foul Cute	a	the	Foul Cutes		the
_93B5B88F94063BBA	cdagc1	Foul Cute	a	the	Foul Cutes		the
_C58F1D2374D2F2FB	cdagc2	Sullied Cute	a	the	Sullied Cutes		the
_C1AF79F0DC486423	cdagc3	Blighted Cute	a	the	Blighted Cutes		the
_00E0A9F32029681D	cdagc4	Poisoned Cute	a	the	Poisoned Cutes		the
_00E0A9F320295C1E	cdagd1	Poisoned Cute	a	the	Poisoned Cutes		the
_B2404509A869F72C	cdagd2	Sickly Cute	a	the	Sickly Cutes		the
_97674818F0190B61	cdagd3	Fusty Cute	a	the	Fusty Cutes		the
_A212D58AC9DB148B	cdagd4	Pestiferous Cute	a	the	Pestiferous Cutes		the
_A212D58AC9DB088C	cdage1	Pestiferous Cute	a	the	Pestiferous Cutes		the
_C54FC5376AB2F2FD	cdage2	Ravaged Cute	a	the	Ravaged Cutes		the
_C85EE53574CED80F	cdage3	Repulsive Cute	a	the	Repulsive Cutes		the
_CD4FD5316E32FA1B	cdage4	Viscous Cute	a	the	Viscous Cutes		the
_CD4FD5316E32EE1C	cdagf1	Viscous Cute	a	the	Viscous Cutes		the
_42EF81ED9B686026	cdagf2	Demented Cute	a	the	Demented Cutes		the
_FDDF85E91CC8AC29	cdagf3	Fiendish Cute	a	the	Fiendish Cutes		the
_4922D2608DD23D95	cdaja1	Domesticated Cute	a	the	Domesticated Cutes		the
_8C364A2605616CE9	cdaja2	Submissive Cute	a	the	Submissive Cutes		the
_16B5B47F126603AE	cdaja3	Meek Cute	a	the	Meek Cutes		the
_6EFF3D0729D8C329	cdaja4	Docile Cute	a	the	Docile Cutes		the
_6EFF3D0729D8B72A	cdajb1	Docile Cute	a	the	Docile Cutes		the
_93B5BC8611E61BAB	cdajb2	Calm Cute	a	the	Calm Cutes		the
_7E9FA9FC2099AC25	cdajb3	Sluggish Cute	a	the	Sluggish Cutes		the
_C2D0A9F1A05AE42D	cdajb4	Timorous Cute	a	the	Timorous Cutes		the
_C2D0A9F1A05AD82E	cdajc1	Timorous Cute	a	the	Timorous Cutes		the
_58D72CFDAEC90F6D	cdajc2	Swamp Cute	a	the	Swamp Cutes		the
_6EFF35106E99D72B	cdajc3	Jungle Cute	a	the	Jungle Cutes		the
_BF0F79EB208ACC1D	cdajc4	Vigilent Cute	a	the	Vigilent Cutes		the
_55B5C08716061BBE	cdala1	Dumn Cute	a	the	Dumn Cutes		the
_85B075EEE2E99026	cdala2	Tranquil Cute	a	the	Tranquil Cutes		the
_14B5BC8611E61FAA	cdala3	Calm Cute	a	the	Calm Cutes		the
_EFFF3D0729D8C329	cdala4	Docile Cute	a	the	Docile Cutes		the
_ED28CCA25FF8D391	cdalc5	Doren	the	the	Dorens		the
_8A0ED92D722DB407	cdald1	Ferreting Cute	a	the	Ferreting Cutes		the
_4AAE192D762DC411	cdald2	Furrowing Cute	a	the	Furrowing Cutes		the
_C231C9EDDD899422	cdald3	Scouring Cute	a	the	Scouring Cutes		the
_002F6DF022899822	cdald4	Stalking Cute	a	the	Stalking Cutes		the
_002F6DF022898C23	cdale1	Stalking Cute	a	the	Stalking Cutes		the
_8B8F8515F272F203	cdale2	Preying Cute	a	the	Preying Cutes		the
_8B8F4D0D70B2F603	cdale3	Roaring Cute	a	the	Roaring Cutes		the
_56B59C8116B60FC2	cdale4	Huge Cute	a	the	Huge Cutes		the
_EBC7BF7EDEC6AB9C	cdapd1	Cute					
_EBC7C37E1EC6AF9C	cdapd2	Cute					
_EBC7C77E5EC6B39C	cdapd3	Cute					
_EBC7CB7E9FC6B79C	cdapd4	Cute					
_EBC7BF7FDED6AB9D	cdape1	Cute					
_EBC7C37F1ED6AF9D	cdape2	Cute					
_EBC7C77F5ED6B39D	cdape3	Cute					
_EBC7CB7F9FD6B79D	cdape4	Cute					
_5E725D7C97DBE880	cdbda1	Satiated Gibbaï	a	the	Satiated Gibbaïs		the
_5EF5DE2306031FFA	cdbda2	Overfed Gibbaï	an	the	Overfed Gibbaïs		the
_604ED21874AB71F4	cdbda3	Crammed Gibbaï	a	the	Crammed Gibbaïs		the
_E096D1F9372ADFCD	cdbda4	Docile Gibbaï	a	the	Docile Gibbaïs		the
_E096D1F9372AD3CE	cdbdb1	Docile Gibbaï	a	the	Docile Gibbaïs		the
_5D9F8A25F39B6DFC	cdbdb2	Bloated Gibbaï	a	the	Bloated Gibbaïs		the
_E4BF9A3631ACADEE	cdbdb3	Replete Gibbaï	a	the	Replete Gibbaïs		the
_B769F89746872F92	cdbdb4	Sand Gibbaï	a	the	Sand Gibbaïs		the
_B769F89746872393	cdbdc1	Sand Gibbaï	a	the	Sand Gibbaïs		the
_61C739FFB7AAD7DC	cdbdc2	Lesser Gibbaï	a	the	Lesser Gibbaïs		the
_25B701FFB52ADBDE	cdbdc3	Desert Gibbaï	a	the	Desert Gibbaïs		the
_97D3696D9CFAFC87	cdbdc4	Quenched Gibbaï	a	the	Quenched Gibbaïs		the
_97D3696D9CFAF088	cdbdd1	Quenched Gibbaï	a	the	Quenched Gibbaïs		the
_E2060903F61AD7D9	cdbdd2	Common Gibbaï	a	the	Common Gibbaïs		the
_B2B5423396291463	cdbdd3	Dehydrated Gibbaï	a	the	Dehydrated Gibbaïs		the
_9993297597493C83	cdbdd4	Famished Gibbaï	a	the	Famished Gibbaïs		the
_9993297597493084	cdbde1	Famished Gibbaï	a	the	Famished Gibbaïs		the
_59A38D7A592A3C99	cdbde2	Scouring Gibbaï	a	the	Scouring Gibbaïs		the
_64DEAA3230AC95F7	cdbde3	Panting Gibbaï	a	the	Panting Gibbaïs		the
_B61532391909146B	cdbde4	Scrounging Gibbaï	a	the	Scrounging Gibbaïs		the
_B61532391909086C	cdbdf1	Scrounging Gibbaï	a	the	Scrounging Gibbaïs		the
_99834975DC5A3C84	cdbdf2	Volatile Gibbaï	a	the	Volatile Gibbaïs		the
_D6F4816C9E2A5097	cdbdf3	Starving Gibbaï	a	the	Starving Gibbaïs		the
_E6D66F8CA724A28D	cdbfd1	Gibbai					
_E6D6738CA724AA8D	cdbfd2	Gibbai					
_E6D6778CA724B28D	cdbfd3	Gibbai					
_E6D67B8CA724BA8D	cdbfd4	Gibbai					
_E6D66F8DA724A28F	cdbfe1	Gibbai					
_E6D6738DA724AA8F	cdbfe2	Gibbai					
_E6D6778DA724B28F	cdbfe3	Gibbai					
_E6D67B8DA724BA8F	cdbfe4	Gibbai					
_E6D67F8DA724C28F	cdbfe5	Gibbai					
_7769FC9C4C981791	cdbga1	Pure Gibbaï	a	the	Pure Gibbaïs		the
_5A85769BD2F935E1	cdbga2	Unpolluted Gibbaï	an	the	Unpolluted Gibbaïs		the
_24E0DA29B3AC9D0C	cdbga3	Corrupt Gibbaï	a	the	Corrupt Gibbaïs		the
_2C554E703FC32D68	cdbga4	Contaminated Gibbaï	a	the	Contaminated Gibbaïs		the
_2C554E703FC32169	cdbgb1	Contaminated Gibbaï	a	the	Contaminated Gibbaïs		the
_D45FA2EEFED8FCEA	cdbgb2	Infected Gibbaï	an	the	Infected Gibbaïs		the
_603F923130BC71FC	cdbgb3	Tainted Gibbaï	a	the	Tainted Gibbaïs		the
_776918A68B96FB92	cdbgb4	Foul Gibbaï	a	the	Foul Gibbaïs		the
_776918A68B96EF93	cdbgc1	Foul Gibbaï	a	the	Foul Gibbaïs		the
_E0BEDA3335AC6DF2	cdbgc2	Sullied Gibbaï	a	the	Sullied Gibbaïs		the
_5B9211715ACA0C80	cdbgc3	Blighted Gibbaï	a	the	Blighted Gibbaïs		the
_D93279711A4A2C8C	cdbgc4	Poisoned Gibbaï	a	the	Poisoned Gibbaïs		the
_D93279711A4A208D	cdbgd1	Poisoned Gibbaï	a	the	Poisoned Gibbaïs		the
_A5B6D9F3791BD7E4	cdbgd2	Sickly Gibbaï	a	the	Sickly Gibbaïs		the
_23A1B10BEA1440C2	cdbgd3	Fusty Gibbaï	a	the	Fusty Gibbaïs		the
_593286C2F3B64B4B	cdbgd4	Pestiferous Gibbaï	a	the	Pestiferous Gibbaïs		the
_593286C2F3B63F4C	cdbge1	Pestiferous Gibbaï	a	the	Pestiferous Gibbaïs		the
_1D3F5E3C309C6DF2	cdbge2	Ravaged Gibbaï	a	the	Ravaged Gibbaïs		the
_CBC4384CF27D734E	cdbge3	Repulsive Gibbaï	a	the	Repulsive Gibbaïs		the
_A18F863D32CDB509	cdbge4	Viscous Gibbaï	a	the	Viscous Gibbaïs		the
_A18F863D32CDA90A	cdbgf1	Viscous Gibbaï	a	the	Viscous Gibbaïs		the
_5C82117598EA2081	cdbgf2	Demented Gibbaï	a	the	Demented Gibbaïs		the
_97223D711C590C98	cdbgf3	Fiendish Gibbaï	a	the	Fiendish Gibbaïs		the
_AFE75A60FFD3F95D	cdbja1	Domesticated Gibbaï	a	the	Domesticated Gibbaïs		the
_7A545A2E1B6ACC83	cdbja2	Submissive Gibbaï	a	the	Submissive Gibbaïs		the
_3869149505661391	cdbja3	Meek Gibbaï	a	the	Meek Gibbaïs		the
_6196D1F9372ADFCD	cdbja4	Docile Gibbaï	a	the	Docile Gibbaïs		the
_D7A2697FDB1A548C	cdbjd1	Vigilent Gibbaï	a	the	Vigilent Gibbaïs		the
_B6B4523517A9F86F	cdbjd2	Lampooning Gibbaï	a	the	Lampooning Gibbaïs		the
_3869FC96C8373794	cdbjd3	Vile Gibbaï	a	the	Vile Gibbaïs		the
_A6E6D9F4361ADFE4	cdbjd4	Clammy Gibbaï	a	the	Clammy Gibbaïs		the
_A6E6D9F4361AD3E5	cdbje1	Clammy Gibbaï	a	the	Clammy Gibbaïs		the
_A36FAA3A309C6DF7	cdbje2	Rattled Gibbaï	a	the	Rattled Gibbaïs		the
_1FC6FDFE771BDBD1	cdbje3	Savage Gibbaï	a	the	Savage Gibbaïs		the
_61B6E1EF370BDFD3	cdbje4	Raging Gibbaï	a	the	Raging Gibbaïs		the
_6BD81C9EDD299B99	cdbjf5	Tenib	the	the	Tenibs		the
_A0D25985F8DB0002	cdcda1	Satiated Frahar	a	the	Satiated Frahars		the
_BF96F222481C1F00	cdcda2	Overfed Frahar	an	the	Overfed Frahars		the
_834E0E16B69B7BF4	cdcda3	Crammed Frahar	a	the	Crammed Frahars		the
_81CFE9FE39ABDBCD	cdcda4	Docile Frahar	a	the	Docile Frahars		the
_D9336576FDFA080A	cdcdd1	Quenched Frahar	a	the	Quenched Frahars		the
_833F2108F89BD3D9	cdcdd2	Common Frahar	a	the	Common Frahars		the
_13565632D8421469	cdcdd3	Dehydrated Frahar	a	the	Dehydrated Frahars		the
_DBF3257EF8495405	cdcdd4	Famished Frahar	a	the	Famished Frahars		the
_A377C8B76747D7B4	cdcdd5	Scythe	the	the	Scythes		the
_DBF3257EF8494806	cdcde1	Famished Frahar	a	the	Famished Frahars		the
_9B038983BA2A541B	cdcde2	Scouring Frahar	a	the	Scouring Frahars		the
_87DEE630729C9FF7	cdcde3	Panting Frahar	a	the	Panting Frahars		the
_7969FC1FEDF82B99	cdcga1	Pure Frahar	a	the	Pure Frahars		the
_1A866EA49222356A	cdcga2	Unpolluted Frahar	an	the	Unpolluted Frahars		the
_47E01627F59CA70C	cdcga3	Corrupt Frahar	a	the	Corrupt Frahars		the
_2E554EF3E0234170	cdcga4	Contaminated Frahar	a	the	Contaminated Frahars		the
_2E554EF3E0233571	cdcgb1	Contaminated Frahar	a	the	Contaminated Frahars		the
_94CF9E7ABE38F876	cdcgb2	Infected Frahar	an	the	Infected Frahars		the
_833FCE2F72AC7BFC	cdcgb3	Tainted Frahar	a	the	Tainted Frahars		the
_796918292CF60F9A	cdcgb4	Foul Frahar	a	the	Foul Frahars		the
_796918292CF6039B	cdcgc1	Foul Frahar	a	the	Foul Frahars		the
_03BE1631779C77F2	cdcgc2	Sullied Frahar	a	the	Sullied Frahars		the
_9DF20D7ABBCA2402	cdcgc3	Blighted Frahar	a	the	Blighted Frahars		the
_1B92757A7B4A440E	cdcgc4	Poisoned Frahar	a	the	Poisoned Frahars		the
_1B92757A7B4A380F	cdcgd1	Poisoned Frahar	a	the	Poisoned Frahars		the
_46EFF1F87B9CD3E4	cdcgd2	Sickly Frahar	a	the	Sickly Frahars		the
_23B1C50BEEF488C0	cdcgd3	Fusty Frahar	a	the	Fusty Frahars		the
_1D22AAC194B66D4A	cdcgd4	Pestiferous Frahar	a	the	Pestiferous Frahars		the
_1D22AAC194B6614B	cdcge1	Pestiferous Frahar	a	the	Pestiferous Frahars		the
_403F9A3A728C77F2	cdcge2	Ravaged Frahar	a	the	Ravaged Frahars		the
_4DC4664B746DA14D	cdcge3	Repulsive Frahar	a	the	Repulsive Frahars		the
_C48FC23B74BDBF09	cdcge4	Viscous Frahar	a	the	Viscous Frahars		the
_C48FC23B74BDB30A	cdcgf1	Viscous Frahar	a	the	Viscous Frahars		the
_9EE20D7EF9EA3803	cdcgf2	Demented Frahar	a	the	Demented Frahars		the
_D982397A7D59241A	cdcgf3	Fiendish Frahar	a	the	Fiendish Frahars		the
_66B17D09EED480BD	cdcpa1	Murky Frahar	a	the	Murky Frahars		the
_D2840E43B62D4541	cdcpa2	Nocturnal Frahar	a	the	Nocturnal Frahars		the
_048F190D7E9CD7D6	cdcpa3	Sullen Frahar	a	the	Sullen Frahars		the
_1CE566311E83008D	cdcpa4	Lugubrious Frahar	a	the	Lugubrious Frahars		the
_1CE566311E83F48E	cdcpb1	Lugubrious Frahar	a	the	Lugubrious Frahars		the
_5B13FD7E4009300B	cdcpb2	Dreadful Frahar	a	the	Dreadful Frahars		the
_888EE222F52BBBF6	cdcpb3	Doleful Frahar	a	the	Doleful Frahars		the
_832F090D7B3BDBCD	cdcpb4	Morbid Frahar	a	the	Morbid Frahars		the
_832F090D7B3BCFCE	cdcpc1	Morbid Frahar	a	the	Morbid Frahars		the
_094EEE23735B9BF5	cdcpc2	Leering Frahar	a	the	Leering Frahars		the
_0715EAE15FE20476	cdcpc3	Prime Root Frahar	a	the	Prime Root Frahars		the
_20143D897E696412	cdcpc4	Grunting Frahar	a	the	Grunting Frahars		the
_20143D897E695813	cdcpd1	Grunting Frahar	a	the	Grunting Frahars		the
_886FFE31F51B9BF6	cdcpd2	Howling Frahar	a	the	Howling Frahars		the
_4E14163F32BD5140	cdcpd3	Malignant Frahar	a	the	Malignant Frahars		the
_C91FF1F9389BDBE4	cdcpd4	Clammy Frahar	a	the	Clammy Frahars		the
_C91FF1F9389BCFE5	cdcpe1	Clammy Frahar	a	the	Clammy Frahars		the
_827FF1F87CDCD3D0	cdcpe2	Wicked Frahar	a	the	Wicked Frahars		the
_0CDFFA5DF088355F	cdcpe3	Dark-eyed Frahar	a	the	Dark-eyed Frahars		the
_F3F69A13E3E46D6E	cdcpe4	Bloodthirsty Frahar	a	the	Bloodthirsty Frahars		the
_F3F69A13E3E4616F	cdcpf1	Bloodthirsty Frahar	a	the	Bloodthirsty Frahars		the
_56F59A305BA20C90	cdcpf2	Horrifying Frahar	a	the	Horrifying Frahars		the
_1C82397A7D59241A	cdcpf3	Fiendish Frahar	a	the	Fiendish Frahars		the
_3EAE95EBDD595C21	chada1	Satiated Arma	a	the	Satiated Armas		the
_82CF391D5CB61B12	chada2	Overfed Arma	an	the	Overfed Armas		the
_050F15FF7090F6F9	chada3	Crammed Arma	a	the	Crammed Armas		the
_EDFF4D036637AF27	chada4	Docile Arma	a	the	Docile Armas		the
_EDFF4D036637A328	chadb1	Docile Arma	a	the	Docile Armas		the
_05F1B51B6E70F2FA	chadb2	Bloated Arma	a	the	Bloated Armas		the
_8D0F0D1DEA72F6FC	chadb3	Replete Arma	a	the	Replete Armas		the
_95449C8611170FA8	chadb4	Sand Arma	a	the	Sand Armas		the
_95449C86111703A9	chadc1	Sand Arma	a	the	Sand Armas		the
_3060591DE817C729	chadc2	Lesser Arma	a	the	Lesser Armas		the
_B151550FE897AB29	chadc3	Desert Arma	a	the	Desert Armas		the
_BB1E6DF062396817	chadc4	Quenched Arma	a	the	Quenched Armas		the
_0CC63A36FC1E8CDE	chadf1	Scrounging Arma	a	the	Scrounging Armas		the
_405F55F121998022	chadf2	Volatile Arma	a	the	Volatile Armas		the
_C0906DEBA2899424	chadf3	Starving Arma	a	the	Starving Armas		the
_C1CCC11E342D84FF	chafa1	Fledgling Arma	a	the	Fledgling Armas		the
_9647400A69D8AB66	chafa2	Weeny Arma	a	the	Weeny Armas		the
_6DFF791F2A57CB27	chafa3	Little Arma	a	the	Little Armas		the
_5544F08616380FBB	chafa4	Puny Arma	a	the	Puny Armas		the
_5544F086163803BC	chafb1	Puny Arma	a	the	Puny Armas		the
_94449C8413B6FFB0	chafb2	Mild Arma	a	the	Mild Armas		the
_96063CFA6CA8E360	chafb3	Prime Arma	a	the	Prime Armas		the
_9444D487949713B6	chafb4	Moor Arma	a	the	Moor Armas		the
_693908A0A9880792	chafc5	Hisserto	the	the	Hissertos		the
_3F2E79F161A96C22	chafd1	Primeval Arma	a	the	Primeval Armas		the
_1544F08AD56817B9	chafd2	Spry Arma	a	the	Spry Armas		the
_098FCD05F270F602	chafd3	Budding Arma	a	the	Budding Armas		the
_C01F79E6A07AE42F	chafd4	Vigorous Arma	a	the	Vigorous Armas		the
_C01F79E6A07AD830	chafe1	Vigorous Arma	a	the	Vigorous Armas		the
_96966409EE77DF5A	chafe2	Grown Arma	a	the	Grown Armas		the
_3161990E2618E32B	chafe3	Robust Arma	a	the	Robust Armas		the
_6D60952028E7D32B	chafe4	Mature Arma	a	the	Mature Armas		the
_C8B1D65E8D922192	chaja1	Domesticated Arma	a	the	Domesticated Armas		the
_CA06522604F060E3	chaja2	Submissive Arma	a	the	Submissive Armas		the
_9544B87D1226E7AB	chaja3	Meek Arma	a	the	Meek Armas		the
_6EFF4D036637AF27	chaja4	Docile Arma	a	the	Docile Armas		the
_6EFF4D036637A328	chajb1	Docile Arma	a	the	Docile Armas		the
_1244C08411A6FFA8	chajb2	Calm Arma	a	the	Calm Armas		the
_7DEE91F7A099AC25	chajb3	Sluggish Arma	a	the	Sluggish Armas		the
_C11F91EC205AE42D	chajb4	Timorous Arma	a	the	Timorous Armas		the
_EE3F5507E438DB2C	chajf1	Raging Arma	a	the	Raging Armas		the
_C35DD137344E9806	chajf2	Ferocious Arma	a	the	Ferocious Armas		the
_BD2E6DE49CC8AC29	chajf3	Fiendish Arma	a	the	Fiendish Armas		the
_A836BF775DC69F97	chajf4	Arma					
_D444C48516C6FFBB	chala1	Dumn Arma	a	the	Dumn Armas		the
_84FF5DE962E99026	chala2	Tranquil Arma	a	the	Tranquil Armas		the
_9344C08411A603A7	chala3	Calm Arma	a	the	Calm Armas		the
_EFFF4D036637AF27	chala4	Docile Arma	a	the	Docile Armas		the
_EFFF4D036637A328	chalb1	Docile Arma	a	the	Docile Armas		the
_C43C9538713EA0FE	chalb2	Wandering Arma	a	the	Wandering Armas		the
_C2CC8D27713D8C08	chalb3	Gamboling Arma	a	the	Gamboling Armas		the
_57449C7D1207EBAC	chalb4	Reed Arma	a	the	Reed Armas		the
_FF7E55EBA2898C23	chale1	Stalking Arma	a	the	Stalking Armas		the
_8B8F75077032F203	chale2	Preying Arma	a	the	Preying Armas		the
_8B8F3DFFEE72F603	chale3	Roaring Arma	a	the	Roaring Armas		the
_D544A07F1676F3BF	chale4	Huge Arma	a	the	Huge Armas		the
_D544A07F1676E7C0	chalf1	Huge Arma	a	the	Huge Armas		the
_C86F3D1E19D61F20	chalf2	Awesome Arma	an	the	Awesome Armas		the
_02C1AD0E3A79F011	chalf3	Assassin Arma	an	the	Assassin Armas		the
_2936BF77DEC6A797	chalf4	Arma					
_19473417AC08E75C	chapa1	Murky Arma	a	the	Murky Armas		the
_C98D0D29B14D6C12	chapa2	Nocturnal Arma	a	the	Nocturnal Armas		the
_321F3D0F2B89E727	chapa3	Sullen Arma	a	the	Sullen Armas		the
_4D775231055F64E1	chapa4	Lugubrious Arma	a	the	Lugubrious Armas		the
_4D775231055F58E2	chapb1	Lugubrious Arma	a	the	Lugubrious Armas		the
_7E5E39ED5EE8C024	chapb2	Dreadful Arma	a	the	Dreadful Armas		the
_102FD515EEB0F60A	chapb3	Doleful Arma	a	the	Doleful Armas		the
_B0BF250B2AC7D328	chapb4	Morbid Arma	a	the	Morbid Armas		the
_B0BF250B2AC7C729	chapc1	Morbid Arma	a	the	Morbid Armas		the
_8C8F3D07EAB0F201	chapc2	Leering Arma	a	the	Leering Armas		the
_3A872A33BF1A6CC4	chapc3	Prime Root Arma	a	the	Prime Root Armas		the
_432FADFD1EC89821	chapc4	Grunting Arma	a	the	Grunting Armas		the
_432FADFD1EC88C22	chapd1	Grunting Arma	a	the	Grunting Armas		the
_8C8F0D2BEE30F202	chapd2	Howling Arma	a	the	Howling Armas		the
_053CA93971EE94FA	chapd3	Malignant Arma	a	the	Malignant Armas		the
_F550610526F7AB2A	chapd4	Clammy Arma	a	the	Clammy Armas		the
_F550610526F79F2B	chape1	Clammy Arma	a	the	Clammy Armas		the
_B07F3905E508F32B	chape2	Wicked Arma	a	the	Wicked Armas		the
_43F9B1262FDE4CD9	chape3	Dark-eyed Arma	a	the	Dark-eyed Armas		the
_0D204E6FC9748991	chape4	Bloodthirsty Arma	a	the	Bloodthirsty Armas		the
_0D204E6FC9747D92	chapf1	Bloodthirsty Arma	a	the	Bloodthirsty Armas		the
_0DC51A3684ED60F3	chapf2	Horrifying Arma	a	the	Horrifying Armas		the
_3F2E6DE49CC8AC29	chapf3	Fiendish Arma	a	the	Fiendish Armas		the
_1BA4A1BA66486794	chbdc1	Sand Bodoc	a	the	Sand Bodocs		the
_8B1F5527E4740473	chbdc2	Lesser Bodoc	a	the	Lesser Bodocs		the
