*HASH_VALUE	item ID	name	ia	da	p	pia	pda	description
_90E0678B23281BBD	m0171cpdjc01	Fragmento de Pistilo de Slaveni Principal de la Selva	un	el	Fragmentos de Pistilo de Slaveni Principal de la Selva		los	
_1B213F441F1676E4	m0171cpdje01	Fragmento de Pistilo de Slaveni Excelente de la Selva	un	el	Fragmentos de Pistilo de Slaveni Excelente de la Selva		los	
_B8262E46DCF92D3A	m0172cpfdb01	Hoja de Shooki Promedio del Desierto	una	la	Hojas de Shooki Promedio del Desierto		las	
_BFCF8B473FC0CB96	m0172cpfdc01	Hoja de Shooki Principal del Desierto	una	la	Hojas de Shooki Principales del Desierto		las	
_075D0B3A372DA467	m0172cpfdd01	Hoja de Shooki Selecta del Desierto	una	la	Hojas de Shooki Selectas del Desierto		las	
_8F51651B699C469F	m0172cpfdf01	Hoja de Shooki Magnífica del Desierto	una	la	Hojas de Shooki Magnificas del Desierto		las	
_6066E7059046EB9F	m0173cpfdb01	Fragmento de Pistilo de Shooki Promedio del Desierto	un	el	Fragmentos de Pistilo de Shooki Promedio del Desierto		los	
_51D053853DC4CFF2	m0173cpfdc01	Fragmento de Pistilo de Shook Principal del Desierto	un	el	Fragmentos de Pistilo de Shook Principal del Desierto		los	
_473D13CA5A85C304	m0173cpfdd01	Fragmento de Pistilo de Shooki Selecto del Desierto	un	el	Fragmentos de Pistilo de Shooki Selecto del Desierto		los	
_837AECAE3638F188	m0173cpfdf01	Fragmento de Pistilo de Shook Magnifico del Desierto	un	el	Fragmento de Pistilo de Shook Magnifico del Desierto		los	
_092271B24893BD04	m0174dxaca01	Hoja Verde Simple	una	la	Hojas Verdes Simples		las	
_4CCE10B8A4CBFB5A	m0174dxacb01	Hoja Verde Promedio	una	la	Hojas Verdes Promedio		las	
_0AA291A94913D5FB	m0174dxacc01	Hoja Verde Principal	una	la	Hojas Verdes Principales		las	
_D3510260C7F5E29A	m0174dxacd01	Hoja Verde Selecta	una	la	Hojas Verdes Selectas		las	
_D452BE6FC7155E9A	m0174dxace01	Hoja Verde Excelente	una	la	Hojas Verdes Excelentes		las	
_5D2AFF5A46FE0CD1	m0174dxacf01	Hoja Verde Magnifica	una	la	Hojas Verdes Magnificas		las	
_BE1AE4DB4E821EDB	m0175dxaca01	Hoja Muerta Simple	una	la	Hojas Muertas Simples		las	
_47B6C637D9741E5E	m0175dxacb01	Hoja Muerta Promedio	una	la	Hojas Muertas Promedio		las	
_7C5A0CD84F0236DB	m0175dxacc01	Hoja Muerta Principal	una	la	Hojas Muertas Principal		las	
_7DC0A2AABC31E2FD	m0175dxacd01	Hoja Muerta Selecta	una	la	Hojas Muertas Selectas		las	
_7D019EB9BC72DA0C	m0175dxace01	Hoja Muerta Excelente	una	la	Hojas Muertas Excelentes		las	
_A9C6BBDB7BDDA3F8	m0175dxacf01	Hoja Muerta Magnifica	una	la	Hojas Muertas Magnificas		las	
_1E612CABD32BDB98	m0176dxaca01	Hoja Podrida Simple	una	la	Hojas Podridas Simples		las	
_EBBA9738FCEDE7F4	m0176dxacb01	Hoja Podrida Promedio	una	la	Hojas Podridas Promedio		las	
_9F6134A2D41B03A0	m0176dxacc01	Hoja Podrida Principal	una	la	Hojas Podridas Principales		las	
_C859F558F31D9797	m0176dxacd01	Hoja Podrida Selecta	una	la	Hojas Podridas Selectas		las	
_C859B155B75EE7A7	m0176dxace01	Hoja Podrida Excelente	una	la	Hojas Podridas Excelentes		las	
_9231B016915F0F77	m0176dxacf01	Hoja Podrida Magnifica	una	la	Hojas Podridas Magnificas		las	
_4022050598955CAB	m0177dxaca01	Porción de Resina Fresca Simple	una	la	Porciones de Resina Fresca Simple		las	
_1EB54F1922318E8B	m0177dxacb01	Porción de Resina Fresca Promedio	una	la	Porciones de Resina Fresca Promedio		las	
_FFE2450B98955CA2	m0177dxacc01	Porción de Resina Fresca Principal	una	la	Porciones de Resina Fresca Principal		las	
_CAA771BED5A35FC9	m0177dxacd01	Porción de Resina Fresca Selecta	una	la	Porciones de Resina Fresca Selecta		las	
_8FA885CED5829BB7	m0177dxace01	Porción de Resina Fresca Excelente	una	la	Porciones de Resina Fresca Excelente		las	
_B32DB1E056DD6F12	m0177dxacf01	Porción de Resina Fresca Magnifica	una	la	Porciones de Resina Fresca Magnifica		las	
_B00C6C4E5BA59C0A	m0178dxaca01	Porción de Resina Seca Simple	una	la	Porciones de Resina Seca Simple		las	
_3F0481DEF862F5E6	m0178dxacb01	Porción de Resina Seca Promedio	una	la	Porciones de Resina Seca Promedio		las	
_6EBCA45CDCA59C0A	m0178dxacc01	Porción de Resina Seca Principal	una	la	Porciones de Resina Seca Principal		las	
_9F7F5F40244D93A3	m0178dxacd01	Porción de Resina Seca Selecta	una	la	Porciones de Resina Seca Selecta		las	
_277F8360244D937F	m0178dxace01	Porción de Resina Seca Excelente	una	la	Porciones de Resina Seca Excelente		las	
_25DC8C7EAC4B6EE7	m0178dxacf01	Porción de Resina Seca Magnifica	una	la	Porciones de Resina Seca Magnifica		las	
_39852A69A92778FA	m0179dxaca01	Manojo de Madera Fresca Simple	un	el	Manojos de Madera Fresca Simple		los	
_0155D51F98BB83D5	m0179dxacb01	Manojo de Madera Fresca Promedio	un	el	Manojos de Madera Fresca Promedio		los	
_39F51E752C8878FA	m0179dxacc01	Manojo de Madera Fresca Principal	un	el	Manojos de Madera Fresca Principal		los	
_43E0553B65F7CBDA	m0179dxacd01	Manojo de Madera Fresca Selecta	un	el	Manojos de Madera Fresca Selecta		los	
_39C259436DF7CBDA	m0179dxace01	Manojo de Madera Fresca Excelente	un	el	Manojos de Madera Fresca Excelente		los	
_EA660AAEBF098E15	m0179dxacf01	Manojo de Madera Fresca Magnifica	un	el	Manojos de Madera Fresca Magnifica		los	
_3A898C296B52F775	m0180dxaca01	Manojo de Madera Seca Simple	un	el	Manojos de Madera Seca Simple		los	
_13291E8730B56FBE	m0180dxacb01	Manojo de Madera Seca Promedio	un	el	Manojos de Madera Seca Promedio		los	
_3AF9A431AA92177B	m0180dxacc01	Manojo de Madera Seca Principal	un	el	Manojos de Madera Seca Principal		los	
_FE492C1F4C2E3CED	m0180dxacd01	Manojo de Madera Seca Selecta	un	el	Manojos de Madera Seca Selecta		los	
_793AE832506F7CED	m0180dxace01	Manojo de Madera Seca Excelente	un	el	Manojos de Madera Seca Excelente		los	
_D8A8759E290F0DD0	m0180dxacf01	Manojo de Madera Seca Magnifica	un	el	Manojos de Madera Seca Magnifica		los	
_73339917E7837473	m0181dxaca01	Manojo de Madera Podrida Simple	un	el	Manojos de Madera Podrida Simple		los	
_70F345524517F6CA	m0181dxacb01	Manojo de Madera Podrida Promedio	un	el	Manojos de Madera Podrida Promedio		los	
_31E3D12568837473	m0181dxacc01	Manojo de Madera Podrida Principal	un	el	Manojos de Madera Podrida Principal		los	
_F1247915CE4F55D7	m0181dxacd01	Manojo de Madera Podrida Selecta	un	el	Manojos de Madera Podrida Selecta		los	
_6C56BD19D24F0DE6	m0181dxace01	Manojo de Madera Podrida Excelente	un	el	Manojos de Madera Podrida Excelente		los	
_A4A43F0317A15542	m0181dxacf01	Manojo de Madera Podrida Magnifica	un	el	Manojos de Madera Podrida Magnifica		los	
_1E5A715EB6A89E92	m0182dxaca01	Punado de Aserrín de Madera Seca Simple	un	el	Puñados de Aserrín de Madera Seca Simple		los	
_08A903FD51D53F4F	m0182dxacb01	Punado de Aserrín de Madera Seca Promedio	un	el	Puñados de Aserrín de Madera Seca Promedio		los	
_DC9A7568B8099E92	m0182dxacc01	Punado de Aserrín de Madera Seca Principal	un	el	Puñados de Aserrín de Madera Seca Principal		los	
_79F6194C9748040B	m0182dxacd01	Punado de Aserrín de Madera Seca Selecta	un	el	Puñados de Aserrín de Madera Seca Selecta		los	
_B8E72D609B4804F9	m0182dxace01	Punado de Aserrín de Madera Seca Excelente	un	el	Puñados de Aserrín de Madera Seca Excelente		los	
_02FA5380A74718C7	m0182dxacf01	Punado de Aserrín de Madera Seca Magnifica	un	el	Puñados de Aserrín de Madera Seca Magnifica		los	
_27E6F13F169909DC	m0183dxaca01	Punado de Aserrín de Madera Húmeda Simple	un	el	Manojos de Aserrín de Madera Húmeda Simple		los	
_3D530A51E88DA36C	m0183dxacb01	Manojo de Aserrín de Madera Húmeda Promedio	un	el	Manojo de Aserrín de Madera Húmeda Promedio		los	
_E596294D979909DC	m0183dxacc01	Manojo de Aserrín de Madera Húmeda Principal	un	el	Manojo de Aserrín de Madera Húmeda Principal		los	
_0807FBD1E759156A	m0183dxacd01	Manojo de Aserrín de Madera Húmeda Selecta	un	el	Manojos de Aserrín de Madera Húmeda Selecta		los	
_90071FF1E7591546	m0183dxace01	Manojo de Aserrín de Madera Húmeda Excelente	un	el	Manojos de Aserrín de Madera Húmeda Excelente		los	
_8699C23129332C7B	m0183dxacf01	Manojo de Aserrín de Madera Húmeda Magnifica	un	el	Manojo de Aserrín de Madera Húmeda Magnifica		los	
_32777AE0DE09FFA3	m0184dxaca01	Hoja de Cana Pequeña Simple	una	la	Hojas de Cana Pequeña Simple		las	
_DFA81AB1BCDAC889	m0184dxacb01	Hoja de Cana Pequeña Promedio	una	la	Hojas de Cana Pequeña Promedio		las	
_32775EDBE1EA17A3	m0184dxacc01	Hoja de Cana Pequeña Principal	una	la	Hojas de Cana Pequeña Principal		las	
_EED2DFD837AE73B8	m0184dxacd01	Hoja de Cana Pequeña Selecta	una	la	Hojas de Cana Pequeña Selecta		las	
_69C39BEB3BEFB3B8	m0184dxace01	Hoja de Cana Pequeña Excelente	una	la	Hojas de Cana Pequeña Excelente		las	
_7C86F180226F5110	m0184dxacf01	Hoja de Cana Pequeña Magnifica	una	la	Hojas de Cana Pequeña Magnifica		las	
_6E067AE01C492FA9	m0185dxaca01	Hoja de Cana Grande Simple	una	la	Hojas de Cana Grande Simple		las	
_1D585E9EB9EB9883	m0185dxacb01	Hoja de Cana Grande Promedio	una	la	Hojas de Cana Grande Promedio		las	
_6E065EDB1F2A47A9	m0185dxacc01	Hoja de Cana Grande Principal	una	la	Hojas de Cana Grande Principal		las	
_2DD2C3D3B99E9BAD	m0185dxacd01	Hoja de Cana Grande Selecta	una	la	Hojas de Cana Grande Selecta		las	
_A8C37FE6BDDFDBAD	m0185dxace01	Hoja de Cana Grande Excelente	una	la	Hojas de Cana Grande Excelente		las	
_0406B980226F1907	m0185dxacf01	Hoja de Cana Grande Magnifica	una	la	Hojas de Cana Grande Magnifica		las	
_2EB67AE0E0AA07A1	m0186dxaca01	Hoja de Cana Gigante Simple	una	la	Hojas de Cana Gigante Simple		las	
_E1C81AB539DAB87F	m0186dxacb01	Hoja de Cana Gigante Promedio	una	la	Hojas de Cana Gigante Promedio		las	
_2EB65EDBE38B1FA1	m0186dxacc01	Hoja de Cana Gigante Principal	una	la	Hojas de Cana Gigante Principal		las	
_EBD2FFDA398E43B6	m0186dxacd01	Hoja de Cana Gigante Selecta	una	la	Hojas de Cana Gigante Selecta		las	
_66C3BBED3DCF83B6	m0186dxace01	Hoja de Cana Gigante Excelente	una	la	Hojas de Cana Gigante Excelente		las	
_7C069180226F9116	m0186dxacf01	Hoja de Cana Gigante Magnifica	una	la	Hojas de Cana Gigante Magnifica		las	
_E17674EB8582D86D	m0187dxaca01	Fragmento de Espina Pequeña Simple	un	el	Fragmentos de Espina Pequeña Simple		los	
_0BC529079C8DE546	m0187dxacb01	Fragmento de Espina Pequeña Promedio	un	el	Fragmento de Espina Pequeña Promedio		los	
_63F694EB85F2E86C	m0187dxacc01	Fragmento de Espina Pequeña Principal	un	el	Fragmento de Espina Pequeña Principal		los	
_2CA11007C5C8D22A	m0187dxacd01	Fragmento de Espina Pequeña Selecta	un	el	Fragmento de Espina Pequeña Selecta		los	
_2CE254F589C89A49	m0187dxace01	Fragmento de Espina Pequeña Excelente	un	el	Fragmento de Espina Pequeña Excelente		los	
_8F7E7B7FC733C97D	m0187dxacf01	Fragmento de Espina Pequeña Magnifica	un	el	Fragmento de Espina Pequeña Magnifica		los	
_9F1730F58211D867	m0188dxaca01	Fragmento de Espina Grande Simple	un	el	Fragmentos de Espina Grande Simple		los	
_C9D6F9F95A9EB539	m0188dxacb01	Fragmento de Espina Grande Promedio	un	el	Fragmentos de Espina Grande Promedio		los	
_219750F58281E866	m0188dxacc01	Fragmentos de Espina Grande Principal	un	el	Fragmentos de Espina Grande Principal		los	
_67E054FB0458BE3C	m0188dxacd01	Fragmento de Espina Grande Selecta	un	el	Fragmento de Espina Grande Selecta		los	
_672198E9C858865B	m0188dxace01	Fragmento de Espina Grande Excelente	un	el	Fragmentos de Espina Grande Excelente		los	
_8F0E4B8B0802AD7E	m0188dxacf01	Fragmento de Espina Grande Magnifica	un	el	Fragmentos de Espina Grande Magnifica		los	
_61F76CDF84C1D877	m0189dxaca01	Fragmento de Espina Gigante Simple	un	el	Fragmentos de Espina Gigante Simple		los	
_8BC519031C8DD544	m0189dxacb01	Fragmento de Espina Gigante Promedio	un	el	Fragmentos de Espina Gigante Promedio		los	
_E3778CDF8431E876	m0189dxacc01	Fragmento de Espina Gigante Principal	un	el	Fragmentos de Espina Gigante Principal		los	
_2D001003C249DA2C	m0189dxacd01	Fragmento de Espina Gigante Selecta	un	el	Fragmentos de Espina Gigante Principal		los	
_2D4154F18649A24B	m0189dxace01	Fragmento de Espina Gigante Excelente	un	el	Fragmento de Espina Gigante Excelente		los	
_8FFFA381C632997F	m0189dxacf01	Fragmento de Espina Gigante Magnifica	un	el	Fragmento de Espina Gigante Magnifica		los	
_12994D455971C5B9	m0190dxaca01	Punado de Corteza Fresca Simple	un	el	Puñados de Corteza Fresca Simple		los	
_181C4D8E0B0BA993	m0190dxacb01	Punado de Corteza Fresca Promedio	un	el	Puñados de Corteza Fresca Promedio		los	
_8E1995515971C5B9	m0190dxacc01	Punado de Corteza Fresca Principal	un	el	Puñados de Corteza Fresca Principal		los	
_838745F7095ED088	m0190dxacd01	Punado de Corteza Fresca Selecta	un	el	Puñados de Corteza Fresca Selecta		los	
_47C89907095E8885	m0190dxace01	Punado de Corteza Fresca Excelente	un	el	Puñados de Corteza Fresca Excelente		los	
_5561F92D989ECE1F	m0190dxacf01	Punado de Corteza Fresca Magnifica	un	el	Puñados de Corteza Fresca Magnificas		los	
_3B4CCB6400FC99D1	m0191dxaca01	Punado de Corteza Seca Simple	un	el	Puñados de Corteza Seca Simple		los	
_8CBBF9574127BD48	m0191dxacb01	Punado de Corteza Seca Promedio	un	el	Puñados de Corteza Seca Promedio		los	
_F98CCF6E025D99D1	m0191dxacc01	Punado de Corteza Seca Principal	un	el	Puñados de Corteza Seca Principal		los	
_BE2857746B11CF2D	m0191dxacd01	Punado de Corteza Seca Selecta	un	el	Puñados de Corteza Seca Selecta		los	
_FD196B886F11CF1B	m0191dxace01	Punado de Corteza Seca Excelente	un	el	Puñados de Corteza Seca Excelente		los	
_8EBFC69AAFFAE62F	m0191dxacf01	Punado de Corteza Seca Magnifica	un	el	Puñados de Corteza Seca Magnifica		los	
_6C4CC44AD93448F9	m0192dxaca01	Punado de Paja Seca Simple	un	el	Puñados de Paja Seca Simple		los	
_00C4B1E13050BDE0	m0192dxacb01	Punado de Paja Seca Promedio	un	el	Puñados de Paja Seca Promedio		los	
_2AFCFC585A3448F9	m0192dxacc01	Punado de Paja Seca Principal	un	el	Puñados de Paja Seca Principal		los	
_A67F6F435F2D0B85	m0192dxacd01	Punado de Paja Seca Selecta	un	el	Puñados de Paja Seca Selecta		los	
_2E7F93635F2D0B61	m0192dxace01	Punado de Paja Seca Excelente	un	el	Puñados de Paja Seca Excelente		los	
_A35DA07BEC7B2AD2	m0192dxacf01	Punado de Paja Seca Magnifica	un	el	Puñados de Paja Seca Magnifica		los	
_2CFF0B3F5DD12DDE	m0193dxaca01	Punado de Paja Húmeda Simple	un	el	Puñados de Paja Húmeda Simple		los	
_089C219AD44F50C6	m0193dxacb01	Punado de Paja Húmeda Promedio	un	el	Puñados de Paja Húmeda Promedio		los	
_A87F534B5DD12DDE	m0193dxacc01	Punado de Paja Húmeda Principal	un	el	Puñados de Paja Húmeda Principal		los	
_3DD359FA043EDCF0	m0193dxacd01	Punado de Paja Húmeda Selecta	un	el	Puñados de Paja Húmeda Selecta		los	
_0114AD0A043E94ED	m0193dxace01	Punado de Paja Húmeda Excelente	un	el	Puñados de Paja Húmeda Excelente		los	
_D5958E18C6EEDA0A	m0193dxacf01	Punado de Paja Húmeda Magnifica	un	el	Puñados de Paja Húmeda Magnifica		los	
_E71DCB0FA6D4AFB4	m0194dxaca01	Punado de Polvo Simple	un	el	Puñados de Polvo Simple		los	
_4C94FCC0616CF826	m0194dxacb01	Punado de Polvo Promedio	un	el	Puñados de Polvo Promedio		los	
_A7BEF315A6D48BB8	m0194dxacc01	Punado de Polvo Principal	un	el	Puñados de Polvo Principal		los	
_293ACA024BF5F713	m0194dxacd01	Punado de Polvo Selecto	un	el	Puñados de Polvo Selecto		los	
_F13ADE12C6E6F705	m0194dxace01	Punado de Polvo Excelente	un	el	Puñados de Polvo Excelente		los	
_4A3715ED10151586	m0194dxacf01	Punado de Polvo Magnifico	un	el	Puñados de Polvo Magnifico		los	
_4F6485BE8A63C179	m0195dxaca01	Fibra Seca Simple	algo de	la	Fibras Secas Simples		las	
_B5949EE8159E6F23	m0195dxacb01	Fibra Seca Promedio	algo de	la	Fibras Secas Promedio		las	
_D0648DB58B53E981	m0195dxacc01	Fibra Seca Principal	algo de	la	Fibras Secas Principales		las	
_932F61E6CD359ABF	m0195dxacd01	Fibra Seca Selecta	algo de	la	Fibras Secas Selectas		las	
_932F1DE39176EACF	m0195dxace01	Fibra Seca Excelente	algo de	la	Fibras Secas Excelentes		las	
_7930C773949113BC	m0195dxacf01	Fibra Seca Magnifica	algo de	la	Fibras Secas Magnificas		las	
_D943959D91C566B6	m0196dxaca01	Fibra Húmeda Simple	algo de	la	Fibras Húmedas Simples		las	
_07793A147B8E6307	m0196dxacb01	Fibra Húmeda Promedio	algo de	la	Fibras Húmedas Promedio		las	
_D9439D9450859EBC	m0196dxacc01	Fibra Húmeda Principal	algo de	la	Fibras Húmedas Principales		las	
_C7EC0EEC8F5EBF82	m0196dxacd01	Fibra Húmeda Selecta	algo de	la	Fibras Húmedas Selectas		las	
_C7EC820A8FE03F82	m0196dxace01	Fibra Húmeda Excelente	algo de	la	Fibras Húmedas Excelentes		las	
_7CA13C5F8A5B0F4B	m0196dxacf01	Fibra Húmeda Magnifica	algo de	la	Fibras Húmedas Magnificas		las	
_16982550BACC9FC2	m0197dxaca01	Fibra Podrida Simple	algo de	la	Fibras Podridas Simples		las	
_179BA74AEDE3C0B1	m0197dxacb01	Fibra Podrida Promedio	algo de	la	Fibras Podridas Promedio		las	
_16083D4F3C4CB7C2	m0197dxacc01	Fibra Podrida Principal	algo de	la	Fibras Podridas Principales		las	
_6703934FB01FC225	m0197dxacd01	Fibra Podrida Selecta	algo de	la	Fibras Podridas Selectas		las	
_2B035F6EB0600213	m0197dxace01	Fibra Podrida Excelente	algo de	la	Fibras Podridas Excelentes		las	
_D0C42FA3AF295964	m0197dxacf01	Fibra Podrida Magnifica	algo de	la	Fibras Podridas Magnificas		las	
_37EFCF9304CEA559	m0198dxaca01	Fragmento de Concha Nacarada Pequeña Simple	un	el	Fragmentos de Concha Nacarada Pequeña Simple		los	
_D9CA93486B898322	m0198dxacb01	Fragmento de Concha Nacarada Pequeña Promedio	un	el	Fragmentos de Concha Nacarada Pequeña Promedio		los	
_3AD0EF9304CE8154	m0198dxacc01	Fragmento de Concha Nacarada Pequeña Principal	un	el	Fragmentos de Concha Nacarada Pequeña Principal		los	
_D1B4EE92FE470B06	m0198dxacd01	Fragmento de Concha Nacarada Pequeña Selecta	un	el	fragmentos de Concha Nacarada Pequeña Selecta		los	
_D5F532927938C319	m0198dxace01	Fragmento de Concha Nacarada Pequeña Excelente	un	el	Fragmentos de Concha Nacarada Pequeña Excelente		los	
_F0BF73B4A79191D6	m0198dxacf01	Fragmento de Concha Nacarada Pequeña Magnifica	un	el	Fragmentos de Concha Nacarada Pequeña Magnifica		los	
_752FFF98405DA55A	m0199dxaca01	Fragmento de Concha Nacarada Grande Simple	un	el	Fragmentos de Concha Nacarada Grande Simple		los	
_D6DB6341A939C710	m0199dxacb01	Fragmento de Concha Nacarada Grande Promedio	un	el	Fragmentos de Concha Nacarada Grande Promedio		los	
_78101F98405D8155	m0199dxacc01	Fragmento de Concha Nacarada Grande Principal	un	el	Fragmentos de Concha Nacarada Grande Principal		los	
_53A416863D47EF02	m0199dxacd01	Fragmento de Concha Nacarada Grande Selecta	un	el	Fragmentos de Concha Nacarada Grande Selecta		los	
_57E55A86B838A715	m0199dxace01	Fragmento de Concha Nacarada Grande Excelente	un	el	Fragmentos de Concha Nacarada Grande Excelente		los	
_F0BF3BAA2F1159D7	m0199dxacf01	Fragmento de Concha Nacarada Grande Magnifica	un	el	Fragmentos de Concha Nacarada Grande Magnifica		los	
_F7A0D78F000DA551	m0200dxaca01	Fragmento de Concha Nacarada Gigante Simple	un	el	Fragmentos de Concha Nacarada Gigante Simple		los	
_14DA833C6DA9831E	m0200dxacb01	Fragmento de Concha Nacarada Gigante Promedio	un	el	Fragmentos de Concha Nacarada Gigante Promedio		los	
_FA81F78F000D814C	m0200dxacc01	Fragmento de Concha Nacarada Gigante Principal	un	el	Fragmento de Concha Nacarada Gigante Principal		los	
_91A4BE8EFB472B00	m0200dxacd01	Fragmento de Concha Nacarada Gigante Selecta	un	el	Fragmento de Concha Nacarada Gigante Selecta		los	
_95E5028E7638E313	m0200dxace01	Fragmento de Concha Nacarada Gigante Excelente	un	el	Fragmento de Concha Nacarada Gigante Excelente		los	
_AECFB3B8A71131CE	m0200dxacf01	Fragmento de Concha Nacarada Gigante Magnifica	un	el	Fragmento de Concha Nacarada Gigante Magnifica		los	
_DF34D1D20002073F	m0201dxaca01	Perla Pequeña Simple	una	la	Perlas Pequeñas Simples		las	
_352F7200F7DDB37B	m0201dxacb01	Perla Pequeña Promedio	una	la	Perlas Pequeñas Promedio		las	
_E195D9C90182FB43	m0201dxacc01	Perla Pequeña Principal	una	la	Perlas Pequeñas Principales		las	
_50B0CA4073E773AE	m0201dxacd01	Perla Pequeña Selecta	una	la	Perlas Pequeñas Selectas		las	
_54B0864FEE19B3B2	m0201dxace01	Perla Pequeña Excelente	una	la	Perlas Pequeñas Excelentes		las	
_C89D6053C8FE98A2	m0201dxacf01	Perla Pequeña Magnifica	una	la	Perlas Pequeñas Magnificas		las	
_1A7315C63F92F351	m0202dxaca01	Perla Grande Simple	una	la	Perlas Grandes Simples		las	
_742F72F9F39EC769	m0202dxacb01	Perla Grande Promedio	una	la	Perlas Grandes Promedio		las	
_1CD41DBD4012E755	m0202dxacc01	Perla Grande Principal	una	la	Perlas Grandes Principales		las	
_D3F0AE40B1979B9E	m0202dxacd01	Perla Grande Selecta	una	la	Perlas Grandes Selectas		las	
_D7F06A4F2CC9DBA2	m0202dxace01	Perla Grande Excelente	una	la	Perlas Grandes Excelentes		las	
_0CDD284E0C3E609E	m0202dxacf01	Perla Grande Magnifica	una	la	Perlas Grandes Magnificas		las	
_E093D1CEFD830F41	m0203dxaca01	Perla Gigante Simple	una	la	Perlas Gigantes Simples		las	
_322F720879FDA36D	m0203dxacb01	Perla Gigante Promedio	una	la	Perlas Gigantes Promedios		las	
_E2F4D9C5FE030345	m0203dxacc01	Perla Gigante Principal	una	la	Perlas Gigantes Principales		las	
_4D709A40750793AE	m0203dxacd01	Perla Gigante Selecta	una	la	Perlas Gigantes Selectas		las	
_5170564FF039D3B2	m0203dxace01	Perla Gigante Excelente	una	la	Perlas Gigantes Excelentes		las	
_C85D5055C8BE88A6	m0203dxacf01	Perla Gigante Magnifica	una	la	Perlas Gigantes Magnificas		las	
_8879C6BC88DA120E	m0204dxaca01	Escama Simple de Pez Plateado	una	la	Escamas Simples de Pez Plateado		las	
_6ABC165F6AE45D31	m0204dxacb01	Escama Promedio de Pez Plateado	una	la	Escamas Promedio de Pez Plateado		las	
_89F9E6B3895A2A05	m0204dxacc01	Escama Principal de Pez Plateado	una	la	Escamas Principales de Pez Plateado		las	
_C7CAC06294956110	m0204dxacd01	Escama Selecta de Pez Plateado	una	la	Escamas Selectas de Pez Plateado		las	
_C8CB7C7194B5DD10	m0204dxace01	Escama Excelente de Pez Plateado	una	la	Escamas Excelentes de Pez Plateado		las	
_41380A8DC7FFE5A7	m0204dxacf01	Escama Magnifica de Pez Plateado	una	la	Escamas Magnificas de Pez Plateado		las	
_62388B178BE24B9F	m0205dxaca01	Escama Simple de Pez Dorado	una	la	Escamas Simples de Pez Dorado		las	
_B75F8820E80275E9	m0205dxacb01	Escama Promedio de Pez Dorado	una	la	Escamas Promedio de Pez Dorado		las	
_2078B3148C62639F	m0205dxacc01	Escama Principal de Pez Dorado	una	la	Escamas Principal de Pez Dorado		las	
_BBE6DFACBB471FFF	m0205dxacd01	Escamas Selecta de Pez Dorado	una	la	Escamas Selectas de Pez Dorado		las	
_BB27DBBBBB88170E	m0205dxace01	Escamas Excelente de Pez Dorado	una	la	Escamas Excelentes de Pez Dorado		las	
_9FC1D8B1A737D295	m0205dxacf01	Escamas Magnifica de Pez Dorado	una	la	Escamas Magnificas de Pez Dorado		las	
_F0855907F5ACE805	m0206dxaca01	Parasito Vivo Simple	un	el	Parásitos Vivos Simples		los	
_19C8DCC102EE23DA	m0206dxacb01	Parasito Vivo Promedio	un	el	Parásitos Vivos Promedios		los	
_F0853D02F88D0005	m0206dxacc01	Parasito Vivo Principal	un	el	Parásitos Vivos Principales		los	
_5E362A564D92A0AF	m0206dxacd01	Parasito Vivo Selecto	un	el	Parásitos Vivos Selectos		los	
_D927E66951D3E0AF	m0206dxace01	Parasito Vivo Excelente	un	el	Parásitos Vivos Excelentes		los	
_A4D899568AB9815A	m0206dxacf01	Parasito Vivo Magnifico	un	el	Parásitos Vivos Magníficos		los	
_53635A0D2EC73E95	m0207dxaca01	Parasito Muerto Simple	un	el	Parásitos Muerto Simple		los	
_E48B4600357DFC7C	m0207dxacb01	Parasito Muerto Promedio	un	el	Parásitos Muertos Promedio		los	
_53636204ED87769B	m0207dxacc01	Parasito Muerto Principal	un	el	Parásitos Muertos Principales		los	
_DC849F0ACC2D0F8D	m0207dxacd01	Parasito Muerto Selecto	un	el	Parásitos Muertos Selectos		los	
_DC841328CCAF8F8D	m0207dxace01	Parasito Muerto Excelente	un	el	Parásitos Muertos Excelentes		los	
_F440D474E043A05D	m0207dxacf01	Parasito Muerto Magnifico	un	el	Parásitos Muertos Magníficos		los	
_68B1B39AA443D8B7	m0208dxaca01	Tela de Arañas Pequeña Simple	una	la	Telas de Arañas Pequeñas Simples		las	
_FCE0666AC70ACD4F	m0208dxacb01	Tela de Arañas Pequeña Promedio	una	la	Telas de Arañas Pequeñas Promedio		las	
_26F1DB97A5C3F0B7	m0208dxacc01	Tela de Arañas Pequeña Principal	una	la	Tela de Arañas Pequeña Principal		las	
_C7BE4C0AC71F8C60	m0208dxacd01	Tela de Arañas Pequeña Selecta	una	la	Telas de Arañas Pequeñas Selectas		las	
_C7FF4819C760846F	m0208dxace01	Tela de Arañas Pequeña Excelente	una	la	Telas de Arañas Pequeñas Excelentes		las	
_5DE3A143BAC436E1	m0208dxacf01	Tela de Arañas Pequeñas Magnificas	una	la	Telas de Arañas Pequeñas Magnificas		las	
_65409795E813A8C9	m0209dxaca01	Tela de Arañas Grande Simple	una	la	Telas de Arañas Grandes Simples		las	
_40204A63851B8144	m0209dxacb01	Tela de Arañas Grande Promedio	una	la	Telas de Arañas Grandes Promedio		las	
_2380BF92E993C0C9	m0209dxacc01	Tela de Arañas Grande Principal	una	la	Telas de Arañas Grandes Principales		las	
