*HASH_VALUE	outpost ID	name	description
_314148BBFC1D44FA	outpost_squad_medium_mixed_fighter_b.outpost_squad	Truppe von Kriegern	Eine Truppe von acht Lehrlingssöldnern bestehend aus Kämpfern und Schützen, die mit leichten Waffen und Gewehren gerüstet sind und teilweise mit einem Schild, sowie einem Heiler. 
_30614AB4FD5D14F8	outpost_squad_medium_mixed_fighter_c.outpost_squad	Truppe von Kriegern	Eine Truppe von acht bestätigten Söldnern bestehend aus Kämpfern und Schützen, die mit leichten Waffen und Gewehren gerüstet sind und teilweise mit einem Schild, sowie einem Heiler. 
_AE1C15053C1DCD73	outpost_squad_medium_mixed_fighter_d.outpost_squad	Truppe von Kriegern	Eine Truppe von acht erfahrenen Söldnern bestehend aus Kämpfern und Schützen, die mit leichten Waffen und Gewehren gerüstet sind und teilweise mit einem Schild, sowie einem Heiler. 
_71DC1505DFAE917A	outpost_squad_medium_mixed_fighter_e.outpost_squad	Truppe von Kriegern	Eine Truppe von acht Expertensöldnern bestehend aus Kämpfern und Schützen, die mit leichten Waffen und Gewehren gerüstet sind und teilweise mit einem Schild, sowie einem Heiler. 
_EB5C15051BAECDF8	outpost_squad_medium_mixed_fighter_f.outpost_squad	Truppe von Kriegern	Eine Truppe von acht Meistersöldnern bestehend aus Kämpfern und Schützen, die mit leichten Waffen und Gewehren gerüstet sind und teilweise mit einem Schild, sowie einem Heiler. 
_83F65F3F71561BD2	outpost_squad_nukers_b.outpost_squad	Truppe von Elementalisten	Eine Truppe von acht Lehrlingssöldnern bestehend aus Magiern, die in Zerstörungssprüchen spezialisiert sind, und einem Heiler. 
_84362F3D307621CB	outpost_squad_nukers_c.outpost_squad	Truppe von Elementalisten	Eine Truppe von acht bestätigten Söldnern bestehend aus Magiern, die in Zerstörungssprüchen spezialisiert sind, und einem Heiler. 
_58207E496F02F1FB	outpost_squad_nukers_d.outpost_squad	Truppe von Elementalisten	Eine Truppe von acht erfahrenen Söldnern bestehend aus Magiern, die in Zerstörungssprüchen spezialisiert sind, und einem Heiler. 
_FBB14250F2C2F5FB	outpost_squad_nukers_e.outpost_squad	Truppe von Elementalisten	Eine Truppe von acht Expertensöldnern bestehend aus Magiern, die in Zerstörungssprüchen spezialisiert sind, und einem Heiler. 
_37B17ECE2C42F9FB	outpost_squad_nukers_f.outpost_squad	Truppe von Elementalisten	Eine Truppe von acht Meistersöldnern bestehend aus Magiern, die in Zerstörungssprüchen spezialisiert sind, und einem Heiler. 
_A60073A524657344	outpost_squad_offensive_linkers_b.outpost_squad	Truppe von Störenfrieden	Eine Truppe von acht Lehrlingssöldnern bestehend aus Magiern, die im Offensivzauber spezialisiert sind (Schwäche- und Elementarzauber), sowie einem Heiler. 
_E441839AA3547BC4	outpost_squad_offensive_linkers_c.outpost_squad	Truppe von Störenfrieden	Eine Truppe von acht bestätigten Söldnern bestehend aus Magiern, die im Offensivzauber spezialisiert sind (Schwäche- und Elementarzauber), sowie einem Heiler. 
_C95D4E469B8A51DF	outpost_squad_offensive_linkers_d.outpost_squad	Truppe von Störenfrieden	Eine Truppe von acht erfahrenen Söldnern bestehend aus Magiern, die im Offensivzauber spezialisiert sind (Schwäche- und Elementarzauber), sowie einem Heiler. 
_C90672385D2B41DF	outpost_squad_offensive_linkers_e.outpost_squad	Truppe von Störenfrieden	Eine Truppe von acht Expertensöldnern bestehend aus Magiern, die im Offensivzauber spezialisiert sind (Schwäche- und Elementarzauber), sowie einem Heiler. 
_C9157248FCBA61DF	outpost_squad_offensive_linkers_f.outpost_squad	Truppe von Störenfrieden	Eine Truppe von acht Meistersöldnern bestehend aus Magiern, die im Offensivzauber spezialisiert sind (Schwäche- und Elementarzauber), sowie einem Heiler. 
_0CA62202F8B8D9E1	outpost_squad_mixed_casters_b.outpost_squad	Truppe von Magiern	Eine Truppe von acht Lehrlingssöldnern bestehend aus Magiern verschiedener Schulen (zerstörerisch und helfend).
_8B952A8236F9E9D6	outpost_squad_mixed_casters_c.outpost_squad	Truppe von Magiern	Eine Truppe von acht bestätigten Söldnern bestehend aus Magiern verschiedener Schulen (zerstörerisch und helfend).
_660DE14ACBEFDAD3	outpost_squad_mixed_casters_d.outpost_squad	Truppe von Magiern	Eine Truppe von acht erfahrenen Söldnern bestehend aus Magiern verschiedener Schulen (zerstörerisch und helfend).
_28AED14ACB98FEC5	outpost_squad_mixed_casters_e.outpost_squad	Truppe von Magiern	Eine Truppe von acht Expertensöldnern bestehend aus Magiern verschiedener Schulen (zerstörerisch und helfend).
_C73DF14ACBA7FED5	outpost_squad_mixed_casters_f.outpost_squad	Truppe von Magiern	Eine Truppe von acht Meistersöldnern bestehend aus Magiern verschiedener Schulen (zerstörerisch und helfend).
_27C70004295AFD33	driller_bountybeaches_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_27C700046A5AFD33	driller_bountybeaches_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_27C70004296AFD33	driller_bountybeaches_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_5223406B8AC3F2A5	driller_bountybeaches_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_B43AE8DBD548D9F4	driller_bountybeaches_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_5223406B8AD3F2A5	driller_bountybeaches_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_B285735D1C570E40	driller_bountybeaches_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_B285735D5D570E40	driller_bountybeaches_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_B285735D1C670E40	driller_bountybeaches_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_D8CA151470F9417D	driller_bountybeaches_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D8CA1514B1F9417D	driller_bountybeaches_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_D8CA15147009417D	driller_bountybeaches_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_40213497BD469797	driller_bountybeaches_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_40713497BD469797	driller_bountybeaches_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_40213897BD469797	driller_bountybeaches_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_57B84C949990AB65	driller_bountybeaches_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_344B6E0E2EE83210	driller_bountybeaches_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_57B850949990AB65	driller_bountybeaches_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_155C215B40A809FB	driller_bountybeaches_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_15AC215B40A809FB	driller_bountybeaches_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_155C255B40A809FB	driller_bountybeaches_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_83F0DA2890B1565B	driller_bountybeaches_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_8340DA2890B1565B	driller_bountybeaches_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_83F0DE2890B1565B	driller_bountybeaches_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_03912D6F5054EBF7	driller_citiesofintuition_kami_u1_50a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_1A28456DEC9EFFC5	driller_citiesofintuition_kami_u2_50a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_594C2A3553B65953	driller_citiesofintuition_kami_u3_50a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_4660D30362BFAABB	driller_citiesofintuition_kami_u4_50a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_1BA9D853164E187F	driller_citiesofintuition_karavan_u1_50a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_DACEA81747D13C04	driller_citiesofintuition_karavan_u2_50a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_CB67AF2F6E83263A	driller_citiesofintuition_karavan_u3_50a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_402BF182855E8B68	driller_citiesofintuition_karavan_u4_50a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_83B6EBF2A31BB739	driller_couloirbrule_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_83B6EBF3A31BB739	driller_couloirbrule_kami_u1_150b.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_83B6EBF2A3CBBB39	driller_couloirbrule_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_83B6EBF3A3CBBB39	driller_couloirbrule_kami_u1_200b.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_83B6EBF2A31BBB39	driller_couloirbrule_kami_u1_250a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_83B6EBF3A31BBB39	driller_couloirbrule_kami_u1_250b.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_5F00FFC0BAB2CF36	driller_couloirbrule_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_5F00FFC1BAB2CF36	driller_couloirbrule_kami_u2_150b.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_5F00FFC0BA62D336	driller_couloirbrule_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_5F00FFC1BA62D336	driller_couloirbrule_kami_u2_200b.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_5F00FFC0BAB2D336	driller_couloirbrule_kami_u2_250a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_5F00FFC1BAB2D336	driller_couloirbrule_kami_u2_250b.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_0618594EF9D6B4FD	driller_couloirbrule_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0618594FF9D6B4FD	driller_couloirbrule_kami_u3_150b.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0618594EF986B8FD	driller_couloirbrule_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0618594FF986B8FD	driller_couloirbrule_kami_u3_200b.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0618594EF9D6B8FD	driller_couloirbrule_kami_u3_250a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0618594FF9D6B8FD	driller_couloirbrule_kami_u3_250b.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_5621AAB6E6EA5DCA	driller_couloirbrule_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_5621AAB7E6EA5DCA	driller_couloirbrule_kami_u4_150b.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_5621AAB6E69A61CA	driller_couloirbrule_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_5621AAB7E69A61CA	driller_couloirbrule_kami_u4_200b.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_5621AAB6E6EA61CA	driller_couloirbrule_kami_u4_250a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_5621AAB7E6EA61CA	driller_couloirbrule_kami_u4_250b.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_9DFD943F87EF73E0	driller_couloirbrule_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_DDFD943F87EF73E0	driller_couloirbrule_karavan_u1_150b.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_9DFD804087EF73E0	driller_couloirbrule_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_DDFD804087EF73E0	driller_couloirbrule_karavan_u1_200b.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_9DFD944087EF73E0	driller_couloirbrule_karavan_u1_250a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_DDFD944087EF73E0	driller_couloirbrule_karavan_u1_250b.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_CE80B8C4062443A4	driller_couloirbrule_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_0E80B8C4062443A4	driller_couloirbrule_karavan_u2_150b.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_CE80A4C5062443A4	driller_couloirbrule_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_0E80A4C5062443A4	driller_couloirbrule_karavan_u2_200b.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_CE80B8C5062443A4	driller_couloirbrule_karavan_u2_250a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_0E80B8C5062443A4	driller_couloirbrule_karavan_u2_250b.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_F532A2FAB7CD4ABC	driller_couloirbrule_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_3532A2FAB7CD4ABC	driller_couloirbrule_karavan_u3_150b.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F5328EFBB7CD4ABC	driller_couloirbrule_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_35328EFBB7CD4ABC	driller_couloirbrule_karavan_u3_200b.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F532A2FBB7CD4ABC	driller_couloirbrule_karavan_u3_250a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_3532A2FBB7CD4ABC	driller_couloirbrule_karavan_u3_250b.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_0C0D0728EBA18C0F	driller_couloirbrule_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_4C0D0728EBA18C0F	driller_couloirbrule_karavan_u4_150b.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_0C0DF329EBA18C0F	driller_couloirbrule_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_4C0DF329EBA18C0F	driller_couloirbrule_karavan_u4_200b.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_0C0D0729EBA18C0F	driller_couloirbrule_karavan_u4_250a.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_4C0D0729EBA18C0F	driller_couloirbrule_karavan_u4_250b.outpost_building	Angebot für großen besseren Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_077EFFE25C972BFC	driller_dunesofexil_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_077EFFE25C973FFC	driller_dunesofexil_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_077EFFE25C972BFD	driller_dunesofexil_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_E499E608F912E1CA	driller_dunesofexil_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_86B3CFA68D1A6381	driller_dunesofexil_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_86B3CFA68D1A4F82	driller_dunesofexil_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_375CD6BDB22C59BB	driller_dunesofexil_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_375CD6BDB22C6DBB	driller_dunesofexil_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_375CD6BDB22C59BC	driller_dunesofexil_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_6B301811CBA79EE5	driller_dunesofexil_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_6B301811CBA7B2E5	driller_dunesofexil_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_6B301811CBA79EE6	driller_dunesofexil_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_B0C28F47AFCE74AB	driller_dunesofexil_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_B0C28F4CAFCE74AB	driller_dunesofexil_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_B0C28F47EFCE74AB	driller_dunesofexil_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_7868EEF4634679E4	driller_dunesofexil_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_20CC2FD450AE3E5E	driller_dunesofexil_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_20CC2FCF90AE3E5E	driller_dunesofexil_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E716DB0A9C1AAAE0	driller_dunesofexil_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer 	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_E716DB0F9C1AAAE0	driller_dunesofexil_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_E716DB0ADC1AAAE0	driller_dunesofexil_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_BB1ED26327E89E71	driller_dunesofexil_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_BB1ED26827E89E71	driller_dunesofexil_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_BB1ED26367E89E71	driller_dunesofexil_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_6857140A297BD112	driller_enchantedisle_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_6857140A6A7BD112	driller_enchantedisle_kami_u1_150a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_6857140A298BD112	driller_enchantedisle_kami_u1_200a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_F5CAFCE19469ADD3	driller_enchantedisle_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_93B35471CBE4C684	driller_enchantedisle_kami_u2_150a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_93B354718AF4C684	driller_enchantedisle_kami_u2_200a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_F31587631C78E21F	driller_enchantedisle_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F31587635D78E21F	driller_enchantedisle_kami_u3_150a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_F31587631C88E21F	driller_enchantedisle_kami_u3_200a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_195A291A701A155C	driller_enchantedisle_kami_u4_100a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_195A291AB11A155C	driller_enchantedisle_kami_u4_150a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_195A291A702A155C	driller_enchantedisle_kami_u4_200a.outpost_building	Angebot für besseren Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_81B1489DBD676B76	driller_enchantedisle_karavan_u1_100a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_8101489DBD676B76	driller_enchantedisle_karavan_u1_150a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_81B14C9DBD676B76	driller_enchantedisle_karavan_u1_200a.outpost_building	Angebot für großen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut 
_758B82142E0906EF	driller_enchantedisle_karavan_u2_100a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut
_9898609A99B17F44	driller_enchantedisle_karavan_u2_150a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_9848649A99B17F44	driller_enchantedisle_karavan_u2_200a.outpost_building	Angebot für großen Kristall-Tiefenbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_56EC356140C9DDDA	driller_enchantedisle_karavan_u3_100a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_563C356140C9DDDA	driller_enchantedisle_karavan_u3_150a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_56EC396140C9DDDA	driller_enchantedisle_karavan_u3_200a.outpost_building	Angebot für großen schnellen Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_C480EE2E90D22A3A	driller_enchantedisle_karavan_u4_100a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_C4D0EE2E90D22A3A	driller_enchantedisle_karavan_u4_150a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_C480F22E90D22A3A	driller_enchantedisle_karavan_u4_200a.outpost_building	Angebot für großen besseren Tiefenbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x2) 
_F1DB7B25F42C7CB2	driller_fleetinggarden_kami_u1_100a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_1F08FC026C3B4069	driller_fleetinggarden_kami_u1_50a.outpost_building	Angebot für Baumbohrer	Rohmaterial Handwerk + Konsumgut 
_61E51BAD950C4665	driller_fleetinggarden_kami_u2_100a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_4A643C69CDA439DA	driller_fleetinggarden_kami_u2_50a.outpost_building	Angebot für Kristall-Baumbohrer	Rohmaterial Handwerk + Doppelportion Konsumgut 
_E7AFDFF0E278B2E7	driller_fleetinggarden_kami_u3_100a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
_AAC66F5B5F385974	driller_fleetinggarden_kami_u3_50a.outpost_building	Angebot für gehärteten Baumbohrer	Rohmaterial Handwerk + Konsumgut (Geschwindigkeit x1.5) 
