*HASH_VALUE	sphrase ID	name	* noms français	ia	da	p	pia	pda	description
_DFC286ADFEFDDD0F	abctpea09	Tryker Grenade Slashing Ammo Plan		a	the				Crafting plan for Tryker grenade slashing ammo.
_0ACAAF93486F66F1	abctpea16	Tryker Pistol Smashing Ammo Plan		a	the				Crafting plan for Tryker pistol smashing ammo.
_6E4515D732297916	abctpea17	Tryker Pistol Piercing Ammo Plan		a	the				Crafting plan for Tryker pistol piercing ammo.
_0ABAAF94486F66F1	abctpea18	Tryker Pistol Slashing Ammo Plan		a	the				Crafting plan for Tryker pistol slashing ammo.
_E882780D5A4682B3	abctpea01	Tryker Autolauncher Smashing Ammo Plan		a	the				Crafting plan for Tryker autolauncher smashing ammo.
_162A6F008322254C	abctpea02	Tryker Autolauncher Piercing Ammo Plan		a	the				Crafting plan for Tryker autolauncher piercing ammo.
_E882780F5A2682B3	abctpea03	Tryker Autolauncher Slashing Ammo Plan		a	the				Crafting plan for Tryker autolauncher slashing ammo.
_689F8F99A0BB2160	abctpea04	Tryker Bowrifle Smashing Ammo Plan		a	the				Crafting plan for Tryker bowrifle smashing ammo.
_51D562D25029F8A0	abctpea05	Tryker Bowrifle Piercing Ammo Plan		a	the				Crafting plan for Tryker bowrifle piercing ammo.
_688F8F9BA0AB2160	abctpea06	Tryker Bowrifle Slashing Ammo Plan		a	the				Crafting plan for Tryker bowrifle slashing ammo.
_AA0F5F99222BF164	abctpea10	Tryker Launcher Smashing Ammo Plan		a	the				Crafting plan for Tryker launcher smashing ammo.
_8ED512D453D928A7	abctpea11	Tryker Launcher Piercing Ammo Plan		a	the				Crafting plan for Tryker launcher piercing ammo.
_AAFF5F9B221BF164	abctpea12	Tryker Launcher Slashing Ammo Plan		a	the				Crafting plan for Tryker launcher slashing ammo.
_78BD5132FFC35FAB	abctpea19	Tryker Rifle Smashing Ammo Plan		a	the				Crafting plan for Tryker rifle smashing ammo.
_8B58D09039225CCC	abctpea20	Tryker Rifle Piercing Ammo Plan		a	the				Crafting plan for Tryker rifle piercing ammo.
_78BD5129FFC35FAB	abctpea21	Tryker Rifle Slashing Ammo Plan		a	the				Crafting plan for Tryker rifle slashing ammo.
_370929C52625BB6D	abczpea13	Zoraï Bowpistol Smashing Ammo Plan		a	the				Crafting plan for Zoraï bowpistol smashing ammo.
_FABD9AEE58158EE9	abczpea14	Zoraï Bowpistol Piercing Ammo Plan		a	the				Crafting plan for Zoraï bowpistol piercing ammo.
_37F929C72615BB6D	abczpea15	Zoraï Bowpistol Slashing Ammo Plan		a	the				Crafting plan for Zoraï bowpistol slashing ammo.
_8468D464B1FA0CD4	abczpea07	Zoraï Grenade Smashing Ammo Plan		a	the				Crafting plan for Zoraï grenade smashing ammo.
_E837D47D77636703	abczpea08	Zoraï Grenade Piercing Ammo Plan		a	the				Crafting plan for Zoraï grenade piercing ammo.
_8458D465B1FA0CD4	abczpea09	Zoraï Grenade Slashing Ammo Plan		a	the				Crafting plan for Zoraï grenade slashing ammo.
_BA6E6D9677467DA4	abczpea16	Zoraï Pistol Smashing Ammo Plan		a	the				Crafting plan for Zoraï pistol smashing ammo.
_0D77515CA7CD76D4	abczpea17	Zoraï Pistol Piercing Ammo Plan		a	the				Crafting plan for Zoraï pistol piercing ammo.
_BA6E6D9737467DA4	abczpea18	Zoraï Pistol Slashing Ammo Plan		a	the				Crafting plan for Zoraï pistol slashing ammo.
_AC8EDE4BACEC6CFE	abczpea01	Zoraï Autolauncher Smashing Ammo Plan		a	the				Crafting plan for Zoraï autolauncher smashing ammo.
_7B70C342F4DAABC2	abczpea02	Zoraï Autolauncher Piercing Ammo Plan		a	the				Crafting plan for Zoraï autolauncher piercing ammo.
_AC8EDE4DACEC68FD	abczpea03	Zoraï Autolauncher Slashing Ammo Plan		a	the				Crafting plan for Zoraï autolauncher slashing ammo.
_5F866D6245184F16	abczpea04	Zoraï Bowrifle Smashing Ammo Plan		a	the				Crafting plan for Zoraï bowrifle smashing ammo.
_A659A8DC17E56C59	abczpea05	Zoraï Bowrifle Piercing Ammo Plan		a	the				Crafting plan for Zoraï bowrifle piercing ammo.
_5F86696445184F15	abczpea06	Zoraï Bowrifle Slashing Ammo Plan		a	the				Crafting plan for Zoraï bowrifle slashing ammo.
_5AE5994989892316	abczpea10	Zoraï Launcher Smashing Ammo Plan		a	the				Crafting plan for Zoraï launcher smashing ammo.
_A7E984CC5875484D	abczpea11	Zoraï Launcher Piercing Ammo Plan		a	the				Crafting plan for Zoraï launcher piercing ammo.
_5AE5954B89892315	abczpea12	Zoraï Launcher Slashing Ammo Plan		a	the				Crafting plan for Zoraï launcher slashing ammo.
_A972EE7F844ECCC7	abczpea19	Zoraï Rifle Smashing Ammo Plan		a	the				Crafting plan for Zoraï rifle smashing ammo.
_9B0B3DA70338F153	abczpea20	Zoraï Rifle Piercing Ammo Plan		a	the				Crafting plan for Zoraï rifle piercing ammo.
_A972EE77C42ECCC7	abczpea21	Zoraï Rifle Slashing Ammo Plan		a	the				Crafting plan for Zoraï rifle slashing ammo.
_392F8F1A3C9833E2	abcfaea01	Fyros Heavy Boots Plan - Basic Quality		a	the				Crafting plan for Fyros heavy boots.
_85AF907E293F148B	abcfaea02	Fyros Heavy Gloves Plan - Basic Quality		a	the				Crafting plan for Fyros heavy gloves.
_C54F947669DF1882	abcfaea03	Fyros Heavy Helmet Plan - Basic Quality		a	the				Crafting plan for Fyros heavy helmets.
_391F572BFCB86BE2	abcfaea04	Fyros Heavy Pants Plan - Basic Quality		a	the				Crafting plan for Fyros heavy pants.
_87A5429A7B4BDBB4	abcfaea05	Fyros Heavy Sleeves Plan - Basic Quality		a	the				Crafting plan for Fyros heavy sleeves.
_B2DD73CC297EDBA1	abcfaea06	Fyros Heavy Vest Plan - Basic Quality		a	the				Crafting plan for Fyros heavy vests.
_F98EA7243D48FBE8	abcfaea07	Fyros Light Boots Plan - Basic Quality		a	the				Crafting plan for Fyros light boots.
_45CEA888E95E2C8F	abcfaea08	Fyros Light Gloves Plan - Basic Quality		a	the				Crafting plan for Fyros light gloves.
_F97E6F34FD6833E8	abcfaea09	Fyros Light Pants Plan - Basic Quality		a	the				Crafting plan for Fyros light pants.
_46C45A9439ABEBB8	abcfaea10	Fyros Light Sleeves Plan - Basic Quality		a	the				Crafting plan for Fyros light sleeves.
_F23C9BCB6A7EC793	abcfaea11	Fyros Light Vest Plan - Basic Quality		a	the				Crafting plan for Fyros light vests.
_C53EBBC4A9CCBFD1	abcfaea12	Fyros Medium Boots Plan - Basic Quality		a	the				Crafting plan for Fyros medium boots.
_449F839E7B29360D	abcfaea13	Fyros Medium Gloves Plan - Basic Quality		a	the				Crafting plan for Fyros medium gloves.
_421FBBC526ADBFD0	abcfaea14	Fyros Medium Pants Plan - Basic Quality		a	the				Crafting plan for Fyros medium pants.
_85E56D7AF305261A	abcfaea15	Fyros Medium Sleeves Plan - Basic Quality		a	the				Crafting plan for Fyros medium sleeves.
_F70EBBDC8EC77633	abcfaea16	Fyros Medium Vest Plan - Basic Quality		a	the				Crafting plan for Fyros medium vests.
_7CAEAB1ABBB8D3E3	abcmaea01	Matis Heavy Boots Plan - Basic Quality		a	the				Crafting plan for Matis heavy boots.
_C82EAC78AABE3085	abcmaea02	Matis Heavy Gloves Plan - Basic Quality		a	the				Crafting plan for Matis heavy gloves.
_08CEB070EA5E347C	abcmaea03	Matis Heavy Helmet Plan - Basic Quality		a	the				Crafting plan for Matis heavy helmets.
_7C9E732B7BD80BE3	abcmaea04	Matis Heavy Pants Plan - Basic Quality		a	the				Crafting plan for Matis heavy pants.
_CA24469C75BBDBAE	abcmaea05	Matis Heavy Sleeves Plan - Basic Quality		a	the				Crafting plan for Matis heavy sleeves.
_B75C8FCC291EE383	abcmaea06	Matis Heavy Vest Plan - Basic Quality		a	the				Crafting plan for Matis heavy vests.
_3C0DC324BC689BE9	abcmaea07	Matis Light Boots Plan - Basic Quality		a	the				Crafting plan for Matis light boots.
_884DC4826ADD4889	abcmaea08	Matis Light Gloves Plan - Basic Quality		a	the				Crafting plan for Matis light gloves.
_3CFD8B347C88D3E9	abcmaea09	Matis Light Pants Plan - Basic Quality		a	the				Crafting plan for Matis light pants.
_89435E96331BEBB2	abcmaea10	Matis Light Sleeves Plan - Basic Quality		a	the				Crafting plan for Matis light sleeves.
_F7BBB7CB6A1ECF75	abcmaea11	Matis Light Vest Plan - Basic Quality		a	the				Crafting plan for Matis light vests.
_08BDD7BE2A4BDBCB	abcmaea12	Matis Medium Boots Plan - Basic Quality		a	the				Crafting plan for Matis medium boots.
_871E87A075993607	abcmaea13	Matis Medium Gloves Plan - Basic Quality		a	the				Crafting plan for Matis medium gloves.
_859ED7BFA72CDBCA	abcmaea14	Matis Medium Pants Plan - Basic Quality		a	the				Crafting plan for Matis medium pants.
_C8049162B5052614	abcmaea15	Matis Medium Sleeves Plan - Basic Quality		a	the				Crafting plan for Matis medium sleeves.
_3A8DD7DC0DE71634	abcmaea16	Matis Medium Vest Plan - Basic Quality		a	the				Crafting plan for Matis medium vests.
_BF72FF37363D1EF7	abcraea01	Refugee Black Boots Plan		a	the				Crafting plan for refugee black boots.
_C1A20F40743D06FB	abcraea02	Refugee Beige Boots Plan		a	the				Crafting plan for refugee beige boots.
_C0031B3EB78D2AF9	abcraea04	Refugee Green Boots Plan		a	the				Crafting plan for refugee green boots.
_A3AD98CD05DA6F25	abcraea05	Refugee Red Boots Plan		a	the				Crafting plan for refugee red boots.
_CF350762E11920CC	abcraea06	Refugee Turquoise Boots Plan		a	the				Crafting plan for refugee turquoise boots.
_C381337E6C0F378A	abcraea03	Refugee Blue Boots Plan		a	the				Crafting plan for refugee blue boots.
_158481F9B7E7BA65	abcraea07	Refugee Violet Boots Plan		a	the				Crafting plan for refugee violet boots.
_C1D29746358E0608	abcraea08	Refugee White Boots Plan		a	the				Crafting plan for refugee white boots.
_4F95BD26BB42EF08	abcraea10	Refugee Black Gloves Plan		a	the				Crafting plan for refugee black gloves.
_D065DD287B42D70C	abcraea09	Refugee Beige Gloves Plan		a	the				Crafting plan for refugee beige gloves.
_1116E12EFC42FB0A	abcraea12	Refugee Green Gloves Plan		a	the				Crafting plan for refugee green gloves.
_7FB154406841D84C	abcraea13	Refugee Red Gloves Plan		a	the				Crafting plan for refugee red gloves.
_EA6165BC1F15356F	abcraea14	Refugee Turquoise Gloves Plan		a	the				Crafting plan for refugee turquoise gloves.
_95CD234B3D20F103	abcraea11	Refugee Blue Gloves Plan		a	the				Crafting plan for refugee blue gloves.
_DEA7DD29BE8A58C0	abcraea15	Refugee Violet Gloves Plan		a	the				Crafting plan for refugee violet gloves.
_D06631280042D719	abcraea16	Refugee White Gloves Plan		a	the				Crafting plan for refugee white gloves.
_BF72FB30FA2DE605	abcraea18	Refugee Black Pants Plan		a	the				Crafting plan for refugee black pants.
_C1A20B37382DCE09	abcraea17	Refugee Beige Pants Plan		a	the				Crafting plan for refugee beige pants.
_C003172CBB7DF207	abcraea20	Refugee Green Pants Plan		a	the				Crafting plan for refugee green pants.
_A39D60D745FAA725	abcraea21	Refugee Red Pants Plan		a	the				Crafting plan for refugee red pants.
_5335075E6109E4CC	abcraea22	Refugee Turquoise Pants Plan		a	the				Crafting plan for refugee turquoise pants.
_4062338329F03789	abcraea19	Refugee Blue Pants Plan		a	the				Crafting plan for refugee blue pants.
_15744902B4C8BA65	abcraea23	Refugee Violet Pants Plan		a	the				Crafting plan for refugee violet pants.
_C1D29334397ECE16	abcraea24	Refugee White Pants Plan		a	the				Crafting plan for refugee white pants.
_185755340C7A1FBD	abcraea26	Refugee Black Sleeves Plan		a	the				Crafting plan for refugee black sleeves.
_1B6739330C7A07BB	abcraea25	Refugee Beige Sleeves Plan		a	the				Crafting plan for refugee beige sleeves.
_9AF8813B0C7A2BC2	abcraea28	Refugee Green Sleeves Plan		a	the				Crafting plan for refugee green sleeves.
_93924E38F97396B7	abcraea29	Refugee Red Sleeves Plan		a	the				Crafting plan for refugee red sleeves.
_12B7CAA450489049	abcraea30	Refugee Turquoise Sleeves Plan		a	the				Crafting plan for refugee turquoise sleeves.
_82B5E526C305D65D	abcraea27	Refugee Blue Sleeves Plan		a	the				Crafting plan for refugee blue sleeves.
_6CE691588B3A8D90	abcraea31	Refugee Violet Sleeves Plan		a	the				Crafting plan for refugee violet sleeves.
_5F9799454C7A07C8	abcraea32	Refugee White Sleeves Plan		a	the				Crafting plan for refugee white sleeves.
_806D5C73E1FD607E	abcraea34	Refugee Black Vest Plan		a	the				Crafting plan for refugee black vests.
_82FD4476E38D4882	abcraea33	Refugee Beige Vest Plan		a	the				Crafting plan for refugee beige vests.
_81CE7C77E25E8080	abcraea36	Refugee Green Vest Plan		a	the				Crafting plan for refugee green vests.
_BC375BCD2D332782	abcraea37	Refugee Red Vest Plan		a	the				Crafting plan for refugee red vests.
_6EC0497F2FB87D78	abcraea38	Refugee Turquoise Vest Plan		a	the				Crafting plan for refugee turquoise vests.
_A67D788A945A025B	abcraea35	Refugee Blue Vest Plan		a	the				Crafting plan for refugee blue vests.
_98D24B356C2322BE	abcraea39	Refugee Violet Vest Plan		a	the				Crafting plan for refugee violet vests.
_822D988024BD9C8F	abcraea40	Refugee White Vest Plan		a	the				Crafting plan for refugee white vests.
_F873BFAE2001C3DC	abctaea01	Tryker Heavy Boots Plan - Basic Quality		a	the				Crafting plan for Tryker heavy boots.
_5ECEDF882C3F0AC8	abctaea02	Tryker Heavy Gloves Plan - Basic Quality		a	the				Crafting plan for Tryker heavy gloves.
_E0CEBB876ABEFEC1	abctaea03	Tryker Heavy Helmet Plan - Basic Quality		a	the				Crafting plan for Tryker heavy helmets.
_7554BFB09DE2C3DB	abctaea04	Tryker Heavy Pants Plan - Basic Quality		a	the				Crafting plan for Tryker heavy pants.
_8876C94E2C5AB974	abctaea05	Tryker Heavy Sleeves Plan - Basic Quality		a	the				Crafting plan for Tryker heavy sleeves.
_3E4A40B1056C024A	abctaea06	Tryker Heavy Vest Plan - Basic Quality		a	the				Crafting plan for Tryker heavy vests.
_75D3CFB39D61D3DB	abctaea07	Tryker Light Boots Plan - Basic Quality		a	the				Crafting plan for Tryker light boots.
_DB2EDB84AD7F1AC3	abctaea08	Tryker Light Gloves Plan - Basic Quality		a	the				Crafting plan for Tryker light gloves.
_F2B4CFB41A42D3DA	abctaea09	Tryker Light Pants Plan - Basic Quality		a	the				Crafting plan for Tryker light pants.
_0586A1536D9AB96F	abctaea10	Tryker Light Sleeves Plan - Basic Quality		a	the				Crafting plan for Tryker light sleeves.
_BCAA50B0048B1A49	abctaea11	Tryker Light Vest Plan - Basic Quality		a	the				Crafting plan for Tryker light vests.
_4AC3B380665C53BA	abctaea12	Tryker Medium Boots Plan - Basic Quality		a	the				Crafting plan for Tryker medium boots.
_9866BD5BA4E7DA1D	abctaea13	Tryker Medium Gloves Plan - Basic Quality		a	the				Crafting plan for Tryker medium gloves.
_4AC3AF74EA4C1BC8	abctaea14	Tryker Medium Pants Plan - Basic Quality		a	the				Crafting plan for Tryker medium pants.
_6259FD45CEF753C5	abctaea15	Tryker Medium Sleeves Plan - Basic Quality		a	the				Crafting plan for Tryker medium sleeves.
_778FF0AAD71FF4D3	abctaea16	Tryker Medium Vest Plan - Basic Quality		a	the				Crafting plan for Tryker medium vests.
_3E8EDF96B998FDE8	abczaea01	Zoraï Heavy Boots Plan - Basic Quality		a	the				Crafting plan for Zoraï heavy boots.
_8A0ED270299E567D	abczaea02	Zoraï Heavy Gloves Plan - Basic Quality		a	the				Crafting plan for Zoraï heavy gloves.
_CAAED668693E5A74	abczaea03	Zoraï Heavy Helmet Plan - Basic Quality		a	the				Crafting plan for Zoraï heavy helmets.
_3E7EA7A779B835E8	abczaea04	Zoraï Heavy Pants Plan - Basic Quality		a	the				Crafting plan for Zoraï heavy pants.
_8CCB5A9AF88CCDA6	abczaea05	Zoraï Heavy Sleeves Plan - Basic Quality		a	the				Crafting plan for Zoraï heavy sleeves.
_BC3CC3CC489ECD89	abczaea06	Zoraï Heavy Vest Plan - Basic Quality		a	the				Crafting plan for Zoraï heavy vests.
_FEEDF7A0BA48C5EE	abczaea07	Zoraï Light Boots Plan - Basic Quality		a	the				Crafting plan for Zoraï light boots.
_4A2DEA7AE9BD6E81	abczaea08	Zoraï Light Gloves Plan - Basic Quality		a	the				Crafting plan for Zoraï light gloves.
_FEDDBFB07A68FDEE	abczaea09	Zoraï Light Pants Plan - Basic Quality		a	the				Crafting plan for Zoraï light pants.
_4BEA7294B6ECDDAA	abczaea10	Zoraï Light Sleeves Plan - Basic Quality		a	the				Crafting plan for Zoraï light sleeves.
_FC9BEBCB899EB97B	abczaea11	Zoraï Light Vest Plan - Basic Quality		a	the				Crafting plan for Zoraï light vests.
_CA9DFDB6A92B01C3	abczaea12	Zoraï Medium Boots Plan - Basic Quality		a	the				Crafting plan for Zoraï medium boots.
_49C59B9EF86A28FF	abczaea13	Zoraï Medium Gloves Plan - Basic Quality		a	the				Crafting plan for Zoraï medium gloves.
_477EFDB7260C01C2	abczaea14	Zoraï Medium Pants Plan - Basic Quality		a	the				Crafting plan for Zoraï medium pants.
_A964BD70F805180C	abczaea15	Zoraï Medium Sleeves Plan - Basic Quality		a	the				Crafting plan for Zoraï medium sleeves.
_FC6D0B580BC74039	abczaea16	Zoraï Medium Vest Plan - Basic Quality		a	the				Crafting plan for Zoraï medium vests.
_20E81FA7FD0AC544	abcfjea01	Fyros Anklet Plan - Basic Quality		a	the				Crafting plan for Fyros anklets.
_B9FC27373124C3A1	abcfjea02	Fyros Bracelet Plan - Basic Quality		a	the				Crafting plan for Fyros bracelets.
_20F7F79C3CBAD13D	abcfjea03	Fyros Diadem Plan - Basic Quality		a	the				Crafting plan for Fyros diadems.
_657D2386E5EDDDFB	abcfjea04	Fyros Earring Plan - Basic Quality		a	the				Crafting plan for Fyros earrings.
_631CDB87A99E1108	abcfjea05	Fyros Pendant Plan - Basic Quality		a	the				Crafting plan for Fyros pendants.
_CEC192F072519602	abcfjea06	Fyros Ring Plan - Basic Quality		a	the				Crafting plan for Fyros rings.
_6307438FBF0AC53E	abcmjea01	Matis Anklet Plan - Basic Quality		a	the				Crafting plan for Matis anklets.
_7DFA5F373124C395	abcmjea02	Matis Bracelet Plan - Basic Quality		a	the				Crafting plan for Matis bracelets.
_63161B84FEBAD137	abcmjea03	Matis Diadem Plan - Basic Quality		a	the				Crafting plan for Matis diadems.
_271CDF8DE5EDDDF5	abcmjea04	Matis Earring Plan - Basic Quality		a	the				Crafting plan for Matis earrings.
_25BB978EA99E1102	abcmjea05	Matis Pendant Plan - Basic Quality		a	the				Crafting plan for Matis pendants.
_1140AEEAF3D0B2FC	abcmjea06	Matis Ring Plan - Basic Quality		a	the				Crafting plan for Matis rings.
_293C136D9CBE22ED	abctjea01	Tryker Anklet Plan - Basic Quality		a	the				Crafting plan for Tryker anklets.
_F76B2E601B5C22F2	abctjea02	Tryker Bracelet Plan - Basic Quality		a	the				Crafting plan for Tryker bracelets.
_271CD76D5DBE06E6	abctjea03	Tryker Diadem Plan - Basic Quality		a	the				Crafting plan for Tryker diadems.
_47FE97FF19CC9B93	abctjea04	Tryker Earring Plan - Basic Quality		a	the				Crafting plan for Tryker earrings.
_417CB716196E9B83	abctjea05	Tryker Pendant Plan - Basic Quality		a	the				Crafting plan for Tryker pendants.
_E54631A5FBA4F5EC	abctjea06	Tryker Ring Plan - Basic Quality		a	the				Crafting plan for Tryker rings.
_44676F9D020AB736	abczjea01	Zoraï Anklet Plan - Basic Quality		a	the				Crafting plan for Zoraï anklets.
_BEBAC7373124A785	abczjea02	Zoraï Bracelet Plan - Basic Quality		a	the				Crafting plan for Zoraï bracelets.
_4476479241BAC32F	abczjea03	Zoraï Diadem Plan - Basic Quality		a	the				Crafting plan for Zoraï diadems.
_E7DC4B9AE5EDCF69	abczjea04	Zoraï Earring Plan - Basic Quality		a	the				Crafting plan for Zoraï earrings.
_E57B039BA99E0376	abczjea05	Zoraï Pendant Plan - Basic Quality		a	the				Crafting plan for Zoraï pendants.
_D320D4E272B0D8F4	abczjea06	Zoraï Ring Plan - Basic Quality		a	the				Crafting plan for Zoraï rings.
_8DA166EA31316AFD	abcfmea08	Fyros Mace Plan - Basic Quality		a	the				Crafting plan for Fyros maces.
_CB17E9C2871E3546	abcfmea09	Fyros Staff Plan - Basic Quality		a	the				Crafting plan for Fyros staffs.
_20780F9ABD3AD145	abcfmea06	Fyros Dagger Plan - Basic Quality		a	the				Crafting plan for Fyros daggers.
_8BE71DAC05EEE93F	abcfmea07	Fyros Spear Plan - Basic Quality		a	the				Crafting plan for Fyros spears.
_8362155B970B515F	abcfmea05	Fyros Axe Plan - Basic Quality		a	the				Crafting plan for Fyros axes.
_1E57556550C4BC39	abcfmea11	Burning Axe Plan		a	the				Crafting plan for burning axes.
_4BD821BACAFE4146	abcfmea10	Fyros Sword Plan - Basic Quality		a	the				Crafting plan for Fyros swords.
_24191ACB4D485E97	abcfmea03	Fyros Long Mace Plan - Basic Quality		a	the				Crafting plan for Fyros two-handed maces.
_4EA186ECF2318A05	abcfmea02	Fyros Pike Plan - Basic Quality		a	the				Crafting plan for Fyros pikes.
_177C8F3037425B6E	abcfmea01	Fyros Long Axe Plan - Basic Quality		a	the				Crafting plan for Fyros two-handed axes.
_B9E71FBF5B84AEE8	abcfmea13	Burning Long Axe Plan		a	the				Crafting plan for burning two-handed axes.
_9F8BB3CE2A53FAD1	abcfmea04	Fyros Long Sword Plan - Basic Quality		a	the				Crafting plan for Fyros two-handed swords.
_83621B786FF01F91	abcfmea12	Burning Long Sword Plan		a	the				Crafting plan for burning two-handed swords.
_D02082E4B2B086F7	abcmmea08	Matis Mace Plan - Basic Quality		a	the				Crafting plan for Matis maces.
_0E96EDC4818E3540	abcmmea09	Matis Staff Plan - Basic Quality		a	the				Crafting plan for Matis staffs.
_639733827F3AD13F	abcmmea06	Matis Dagger Plan - Basic Quality		a	the				Crafting plan for Matis daggers.
_E4EB0B7B9D0D12F5	abcmmea11	Living Dagger Plan		a	the				Crafting plan for living daggers.
_CE6621AEFF5EE939	abcmmea07	Matis Spear Plan - Basic Quality		a	the				Crafting plan for Matis spears.
_C6E1315B162BF160	abcmmea05	Matis Axe Plan - Basic Quality		a	the				Crafting plan for Matis axes.
_8E5725BCC46E4140	abcmmea10	Matis Sword Plan - Basic Quality		a	the				Crafting plan for Matis swords.
_E5B62B8082CFAC78	abcmmea12	Living Long Sword Plan		a	the				Crafting plan for living two-handed swords.
_610836CB4D484693	abcmmea03	Matis Long Mace Plan - Basic Quality		a	the				Crafting plan for Matis two-handed maces.
_9120A2E673B0A6FF	abcmmea02	Matis Pike Plan - Basic Quality		a	the				Crafting plan for Matis pikes.
_DB7AC73037425B62	abcmmea01	Matis Long Axe Plan - Basic Quality		a	the				Crafting plan for Matis two-handed axes.
_A40ACFCE2AF302B3	abcmmea04	Matis Long Sword Plan - Basic Quality		a	the				Crafting plan for Matis two-handed swords.
_659611A03824E1EF	abctmea08	Tryker Mace Plan - Basic Quality		a	the				Crafting plan for Tryker maces.
_E115959634A505ED	abctmea11	Waving Long Sword Plan		a	the				Crafting plan for waving two-handed swords.
_23A79B827C808887	abctmea09	Tryker Staff Plan - Basic Quality		a	the				Crafting plan for Tryker staffs.
_E7ACCF685DBE1AEE	abctmea06	Tryker Dagger Plan - Basic Quality		a	the				Crafting plan for Tryker daggers.
_62674386B70F8886	abctmea07	Tryker Spear Plan - Basic Quality		a	the				Crafting plan for Tryker spears.
_8056BAC3A8E6BEF9	abctmea05	Tryker Axe Plan - Basic Quality		a	the				Crafting plan for Tryker axes.
_2667D7877C808885	abctmea10	Tryker Sword Plan - Basic Quality		a	the				Crafting plan for Tryker swords.
_7A6B82EF5623539A	abctmea03	Tryker Long Mace Plan - Basic Quality		a	the				Crafting plan for Tryker two-handed maces.
_815A0EE3D8526B87	abctmea12	Waving Dagger Plan		a	the				Crafting plan for waving daggers.
_6516319D3AA4EDEF	abctmea02	Tryker Pike Plan - Basic Quality		a	the				Crafting plan for Tryker pikes.
_3B0A4A5A1CDD61B4	abctmea01	Tryker Long Axe Plan - Basic Quality		a	the				Crafting plan for Tryker two-handed axes.
_3BBA2C05318D03F7	abctmea04	Tryker Long Sword Plan - Basic Quality		a	the				Crafting plan for Tryker two-handed swords.
_9200A8DC3190ACEF	abczmea08	Zoraï Mace Plan - Basic Quality		a	the				Crafting plan for Zoraï maces.
_D03D01C2045F2738	abczmea09	Zoraï Staff Plan - Basic Quality		a	the				Crafting plan for Zoraï staffs.
_AD2E70F0626D2F23	abczmea12	Electric Long Mace Plan		an	the				Crafting plan for electric two-handed maces.
_44F75F90C23AC337	abczmea06	Zoraï Dagger Plan - Basic Quality		a	the				Crafting plan for Zoraï daggers.
_900D35AC822FDB31	abczmea07	Zoraï Spear Plan - Basic Quality		a	the				Crafting plan for Zoraï spears.
_BE5C9518FD2EAB7E	abczmea11	Electric Spear Plan		an	the				Crafting plan for electric spears.
_88C165D7140B1B65	abczmea05	Zoraï Axe Plan - Basic Quality		a	the				Crafting plan for Zoraï axes.
_50FE39BA473F3338	abczmea10	Zoraï Sword Plan - Basic Quality		a	the				Crafting plan for Zoraï swords.
_A6B96ACB4D0F1889	abczmea03	Zoraï Long Mace Plan - Basic Quality		a	the				Crafting plan for Zoraï two-handed maces.
_5300C8DEF290CCF7	abczmea02	Zoraï Pike Plan - Basic Quality		a	the				Crafting plan for Zoraï pikes.
_1C54F2A1DEC387BF	abczmea13	Electric Mace Plan		an	the				Crafting plan for electric maces.
_1C3A2F3037423F52	abczmea01	Zoraï Long Axe Plan - Basic Quality		a	the				Crafting plan for Zoraï two-handed axes.
_A9EA03CE4973ECB9	abczmea04	Zoraï Long Sword Plan - Basic Quality		a	the				Crafting plan for Zoraï two-handed swords.
_B93B3ECA8F39C20B	abcfrea05	Fyros Bowpistol Plan - Basic Quality		a	the				Crafting plan for Fyros bowpistols.
_A2E867ADC3BA0144	abcfrea04	Fyros Pistol Plan - Basic Quality		a	the				Crafting plan for Fyros pistols.
_7D4E14C021DE18DF	abcfrea01	Fyros Autolauncher Plan - Basic Quality		a	the				Crafting plan for Fyros autolaunchers.
_BBDED7313142FB9D	abcfrea02	Fyros Bowrifle Plan - Basic Quality		a	the				Crafting plan for Fyros bowrifles.
_B75CC71637E4C3A1	abcfrea03	Fyros Launcher Plan - Basic Quality		a	the				Crafting plan for Fyros launchers.
_8B77FDB3C96E094A	abcfrea06	Fyros Rifle Plan - Basic Quality		a	the				Crafting plan for Fyros rifles.
_F62A5ACA8F39AA07	abcmrea05	Matis Bowpistol Plan - Basic Quality		a	the				Crafting plan for Matis bowpistols.
_E5078B9585BA013E	abcmrea04	Matis Pistol Plan - Basic Quality		a	the				Crafting plan for Matis pistols.
_C0CD30BAA25D34D9	abcmrea01	Matis Autolauncher Plan - Basic Quality		a	the				Crafting plan for Matis autolaunchers.
_7FDC0F313142FB91	abcmrea02	Matis Bowrifle Plan - Basic Quality		a	the				Crafting plan for Matis bowrifles.
_7B5AFF1637E4C395	abcmrea03	Matis Launcher Plan - Basic Quality		a	the				Crafting plan for Matis launchers.
_CEF601B5C3DE0944	abcmrea06	Matis Rifle Plan - Basic Quality		a	the				Crafting plan for Matis rifles.
_BDCCB201DAE80FF1	abctrea05	Tryker Bowpistol Plan - Basic Quality		a	the				Crafting plan for Tryker bowpistols.
_AD3E1F7A60BE02F7	abctrea04	Tryker Pistol Plan - Basic Quality		a	the				Crafting plan for Tryker pistols.
_E013B36C7142C3CE	abctrea01	Tryker Autolauncher Plan - Basic Quality		a	the				Crafting plan for Tryker autolaunchers.
